
key = model_output

vts_common

key = vts_common

,2018-09-28,2018-10-05,2018-10-12,2018-10-19,2018-10-26,2018-11-02,2018-11-09,2018-11-16,2018-11-23,2018-11-30,2018-12-07,2018-12-14,2018-12-21,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21,2019-06-28,2019-07-05,2019-07-12,2019-07-19,2019-07-26,2019-08-02,2019-08-09,2019-08-16,2019-08-23,2019-08-30,2019-09-06,2019-09-13,2019-09-20,2019-09-27,2019-10-04,2019-10-11,2019-10-18,2019-10-25,2019-11-01,2019-11-08,2019-11-15,2019-11-22,2019-11-29,2019-12-06,2019-12-13,2019-12-20,2019-12-27,2020-01-03,2020-01-10,2020-01-17,2020-01-24,2020-01-31,2020-02-07,2020-02-14,2020-02-21,2020-02-28,2020-03-06,2020-03-13,2020-03-20,2020-03-27,2020-04-03,2020-04-10,2020-04-17,2020-04-24,2020-05-01,2020-05-08,2020-05-15,2020-05-22,2020-05-29,2020-06-05,2020-06-12,2020-06-19,2020-06-26,2020-07-03,2020-07-10,2020-07-17,2020-07-24,2020-07-31,2020-08-07,2020-08-14,2020-08-21,2020-08-28,2020-09-04,2020-09-11,2020-09-18,2020-09-25,2020-10-02,2020-10-09,2020-10-16,2020-10-23,2020-10-30,2020-11-06,2020-11-13,2020-11-20,2020-11-27,2020-12-04,2020-12-11,2020-12-18,2020-12-25,2021-01-01,2021-01-08,2021-01-15,2021-01-22,2021-01-29,2021-02-05,2021-02-12,2021-02-19,2021-02-26,2021-03-05,2021-03-12,2021-03-19,2021-03-26,2021-04-02,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-07-09,2021-07-16,2021-07-23,2021-07-30,2021-08-06,2021-08-13,2021-08-20,2021-08-27,2021-09-03,2021-09-10,2021-09-17,2021-09-24,2021-10-01,2021-10-08,2021-10-15,2021-10-22,2021-10-29,2021-11-05,2021-11-12,2021-11-19,2021-11-26,2021-12-03,2021-12-10,2021-12-17,2021-12-24,2021-12-31,2022-01-07,2022-01-14,2022-01-21,2022-01-28,2022-02-04,2022-02-11,2022-02-18,2022-02-25,2022-03-04,2022-03-11,2022-03-18,2022-03-25,2022-04-01,2022-04-08,2022-04-15,2022-04-22,2022-04-29,2022-05-06,2022-05-13,2022-05-20,2022-05-27,2022-06-03,2022-06-10,2022-06-17,2022-06-24,2022-07-01,2022-07-08,2022-07-15,2022-07-22,2022-07-29,2022-08-05,2022-08-12,2022-08-19,2022-08-26,2022-09-02,2022-09-09,2022-09-16,2022-09-23,2022-09-30,2022-10-07,2022-10-14,2022-10-21,2022-10-28,2022-11-04,2022-11-11,2022-11-18,2022-11-25,2022-12-02,2022-12-09,2022-12-16,2022-12-23,2022-12-30,2023-01-06,2023-01-13,2023-01-20,2023-01-27,2023-02-03,2023-02-10,2023-02-17,2023-02-24,2023-03-03,2023-03-10,2023-03-17,2023-03-24,2023-03-31,2023-04-07,2023-04-14,2023-04-21,2023-04-28,2023-05-05,2023-05-12,2023-05-19,2023-05-26,2023-06-02,2023-06-09,2023-06-16,2023-06-23,2023-06-30,2023-07-07,2023-07-14,2023-07-21,2023-07-28,2023-08-04,2023-08-11,2023-08-18,2023-08-25,2023-09-01,2023-09-08,2023-09-15,2023-09-22,2023-09-29,2023-10-06,2023-10-13,2023-10-20,2023-10-27,2023-11-03,2023-11-10,2023-11-17,2023-11-24,2023-12-01,2023-12-08,2023-12-15,2023-12-22,2023-12-29,2024-01-05,2024-01-12,2024-01-19,2024-01-26,2024-02-02,2024-02-09,2024-02-16,2024-02-23,2024-03-01,2024-03-08,2024-03-15,2024-03-22,2024-03-29,2024-04-05,2024-04-12,2024-04-19,2024-04-26,2024-05-03,2024-05-10,2024-05-17,2024-05-24,2024-05-31,2024-06-07,2024-06-14,2024-06-21,2024-06-28,2024-07-05,2024-07-12,2024-07-19,2024-07-26,2024-08-02,2024-08-09,2024-08-16,2024-08-23,2024-08-30,2024-09-06,2024-09-13,2024-09-20,2024-09-27,2024-10-04,2024-10-11,2024-10-18,2024-10-25,2024-11-01,2024-11-08,2024-11-15,2024-11-22,2024-11-29,2024-12-06,2024-12-13,2024-12-20,2024-12-27
DIA,-0.001948007489234213,-0.006207919294921396,-0.00060896482442749,0.0011326991634351535,-0.0024455115718204907,1.163451156786683e-05,0.0008943199260034845,-0.004915521114589154,-0.004450165216590377,0.0029497304808512145,-0.0015669537815058995,-0.008081659120313887,-0.012142584624575707,0.006579110807674737,0.003036796347582773,0.0015312961807515306,0.0009976180772752817,0.0028413616377891355,-0.0018473060798437154,0.0007265601066950036,0.0004916363689331072,-0.00010224936974870994,-0.00565391191773724,0.002521855180193463,0.0102760350641938,0.005003640403572623,-0.0007509472273486816,-0.00305579330723139,0.0006517603514747412,0.0003164066065606571,0.0008824232499216257,0.0022183676955056146,-0.002011862563064519,-0.004094783159789594,0.004170062601169909,0.00039619228237558474,0.003590816138700832,-0.0006660867935873398,0.00020143841170299891,-0.0032645325014733365,0.0003607938609165196,0.001525374559245104,-0.0017606704518285134,0.00012157899890870439,0.0022707520767972565,0.00026852202201958504,0.005637238155053417,0.0010107265411021136,0.0007299921087453358,-1.7095437577471424e-05,-0.0036264403530940565,0.0018549536563260082,0.0007415453189779981,0.0024537126005238995,-0.005181499716782002,0.0006417057739326299,0.0006890475171517832,0.002424159454362045,-0.0016042776400416632,0.006683160073816115,-0.003719338028777994,-0.004249443701312575,-0.00045322237521279804,-0.000638651357758486,0.0012997632880273398,-0.0013800606327111571,0.0005424590898944286,5.544268867612841e-05,-0.0007436034344666545,-0.003513369509370449,-4.60837337115368e-05,-0.000201191323821788,0.0020868900368500695,-0.0007864557173386223,-0.006652095146907449,0.004388037372192552,-0.014729842940445551,-0.01972937569593786,0.030806344917924094,0.005761447954513507,-0.001910303611504534,-0.00769491740176191,-0.0004738921519985876,-0.0032776743318397488,-0.015851673262062854,-0.007972443030846833,0.008855237665639193,-0.037928652259269065,0.02682136233747994,0.025822160733438786,-0.0035519767679718195,0.014798829259296683,-0.01090845535281538,-0.0072414237907800424,0.005939672930167139,-0.0006324333468909276,0.0025156515062850315,0.0061556764107703055,0.0016892071744641064,-0.0071609299254005235,-0.002058262278483057,-0.0017944927886094438,0.0013085125870055453,0.004234096787680028,-0.0021450337600242247,0.00022145923500441105,-0.0005457500875106834,0.0005689573340454047,-0.004999388841382507,-0.0079062299712008,0.01014657999898941,-0.0021035472559530685,-0.008153029750403273,-0.0013552487508853655,0.0006384677932543883,-0.00024069417179573978,0.0040783224924161995,-0.0025963359886548307,-2.8064302264432736e-05,-0.00850819479635404,0.003324474487187888,0.010678456550208488,-0.005117336163157101,0.00016254979803539404,-0.0006363756512595587,-0.006772180785315943,-0.004897266243787274,0.0011868600238917938,0.004406860494345269,-0.0020961148271045355,-0.006189901728341566,0.00014306169954348164,-0.0033026509895852057,-0.0018047411789874172,0.00020810821467292327,-0.00476121655260978,-0.0060617082031157125,-0.004115656150922844,0.002497221422780098,0.0010441437381954503,-0.00017374728431196888,0.0008006096490318179,-0.0036644395315779794,0.0017649802050099261,0.0027607551910876845,-0.0043636710926696605,-0.003204630384248651,0.001270035389966933,-0.002767626721522118,-0.00042700178593558217,-0.0005759815047678124,0.0011706156088642445,-0.0020561634299717693,-0.0015947612392994135,1.1495286332817463e-05,-0.0016030082662147225,-0.0018065499514909344,-0.000916462670411735,-0.00037366757448165186,0.0009825622508395832,-0.0009649445624670183,-0.0019368884402667062,-0.0004935602158818251,-0.001378289735322507,-0.006403710905384898,-0.006795013600096073,0.0002356702557213161,-0.00011008080061122947,-0.0033485628781160736,-0.000590580247992591,0.0034409959066224027,-0.008079434911415065,0.0013597841087963783,-0.0025100861050332724,-0.005233606734515194,-0.0033503645655152507,-0.0025599043481038925,0.0024584515566003764,-0.0018907903064266695,-0.002653121597848353,-0.00639875520325989,-0.0016609080109208805,-0.010554857930338878,-0.001871378203085799,-0.010198183000934141,-0.0001012014426865001,-0.003457195072558959,-0.007113036443319309,-0.006588720978501597,0.00020329364925858473,-0.009525886647303276,0.004953804588718525,-0.0042687169030333665,-0.017763023870363447,-0.007025186963925288,0.003332101457827527,-0.0026938312537200236,-0.0125545290871722,-0.002905470979332365,0.006378913516834639,0.00030652900790357546,-0.003015682685657008,0.0037232117273368294,-0.01515493285983605,-0.014168751943707336,0.003685017211796459,0.017826963843437262,-0.00458576491908546,-0.010912828159139217,0.003987900275517641,0.01493446182452674,-0.008693143512731854,-0.0074410546218363445,0.0034706893238194694,-0.015109169112045627,-0.0057175487366120025,-0.003975283301173551,-0.0020913055561935056,-0.0119497105754874,-0.010381718222434732,0.003644821315982564,0.003978324182792517,-0.0010498528844296964,0.0194803690266433,0.003597021564855805,-0.002308940467185695,0.007146655296757621,-0.004955601404297026,0.0015965378415295306,-0.0016120978380128386,-0.00599058773784342,0.008920350080214882,-0.0046498139886849135,0.005655617576623019,0.008767016048925106,-0.0037337041754543737,-0.006305420473312358,-0.001374269958588882,-0.004157667079876967,0.00022884067418430545,-0.0018307650535874518,-0.0013379651628748573,-0.0009804837333159358,0.0014611381279994338,0.011288902549529375,0.00318519303858735,0.00042054834417388636,-0.0033602384740413277,-0.005147671243609937,-0.0032821628472409774,0.005413513658944777,-0.0034708962467931365,-0.0028087925983785607,-0.007046057113295804,0.00481973063954406,0.0010071469778707978,0.0024763453542073167,-6.409274780677299e-05,-0.0016422982650642016,-0.004048688099656097,-0.0020854851048914477,0.004921290691387864,-0.005255576010830604,-0.0018443514523991285,-0.007027159290635601,-0.0025336384981039317,0.007236862432764497,0.0033531363988525383,-0.004423587579245481,-0.006510525953440531,0.0015433810499300212,-0.00570264406537822,5.622542480189675e-06,0.003711512471925223,0.002482385985573613,-0.01438121538313974,0.024264794154188772,0.007151788776860565,0.0013737442844115615,0.006969923018801755,0.003077208624218745,0.0010692679059966896,0.0034125583697871267,0.008039900130315344,-0.0021681699031136786,-0.010429898989211074,0.0012788344746306462,0.00510052934186265,-0.009654862727081005,0.0018320059649266191,0.0022409780340252724,-3.294269939762614e-05,0.005252681112831572,-0.0017685693254975903,0.0014590011972608632,-0.004975352558042902,-0.005464741281434699,0.00537547925089954,-0.0008893986684192426,-0.008084985740845945,-0.004446973469873029,0.005291544111363425,0.010188596857677546,-0.0012971619381678086,-0.0005674822952067666,0.004045188233221634,-0.006520246481169522,0.0016267451899362956,0.005404489992596016,0.002772369853829997,-0.00238420243872647,0.006613176790238318,0.007043201198976197,-0.002038103415782131,-0.009194886501713781,0.007889160463931524,0.009865927110440719,-0.004252390732267347,0.006791901259077011,0.0045969062957295585,-0.010329532522315887,0.004328577739898615,0.0058704649221523715,0.00018365006186709358,-0.011706691880276992,-0.0105375486500788,0.004945564554395484
SPY,-0.002039925585040775,-0.006595041759547479,0.0008162643621566636,0.0021443488210282947,-0.001741190164623022,0.0005942177113226618,0.0025214087446438836,-0.004295791056514619,-0.0038872922352927875,0.005364952101284975,0.0011728723586449338,-0.006150824381800321,-0.012059114100682949,0.010811081882242243,0.001983230079229288,0.0017917441528315298,-0.0005495493906824494,0.004861040672625407,-0.0032947447043967034,0.0016630961171357063,0.00040343443087967324,0.0015253415999916826,-0.007787397700278466,0.0016580631570470724,0.009537521275101712,0.004709262992489608,-0.0012915110341206743,-0.00396943484544412,0.0007910229895621042,-0.0012141713669962654,0.0008097428558513272,0.002263122199753446,-0.002038845674504214,-0.004755768983194148,0.004977851632756737,-0.00047296826568111203,0.004258000218793938,-0.0010951137802075882,0.0008918187234170663,-0.004114753525107685,0.0016578162961958657,0.0005217601238209069,-0.0012764384426426584,-0.00035062096244659405,0.0019848713326484435,-0.0014929694431707623,0.006477126381307228,-0.00068186294179664,0.0017230558384120638,-0.000802611175684663,-0.00415995457817099,0.0010288065980521529,0.0015489256753924076,0.0033123388568110108,-0.0068117694408403335,0.0024386220446311843,-0.0005196318845309098,0.0020318681854039175,-0.002964411152090988,0.008744726128243136,-0.004275575976203392,-0.0017283569339977126,-0.0017078277478708016,0.0013992394917185195,0.00020817258846493004,-0.0007308751154935739,0.0004864692134042863,0.0018766357763768437,-0.0013680676215234425,-0.0022457663074216066,0.00013218195965792516,0.00032864830953242835,0.0020898478092378926,-0.0008325013292027722,-0.007547525322826407,0.0069413587760911374,-0.016047819487546834,-0.02081254132279027,0.035637100152040926,0.009750574160565526,-0.006256082201700427,-0.013106242213317102,0.012152894988738262,-0.006831247529039556,-0.009511865494432574,0.00012906520435105166,0.014479819401606612,-0.04644833771824635,0.03567921160499632,0.010918629488101276,0.0017725480912316291,0.011949584924692655,-0.008937859439191516,-0.009918337783782141,0.008153677712758368,-0.004790272315607382,0.0034502924009827507,0.003391518107796703,0.003627951559075222,-0.00855091683431661,0.00034267890322312126,-0.004598525180779478,0.0013335820250285977,0.004527821194581659,-0.001897773262993128,0.0005005864661907907,-0.00031406839934365334,0.0015042454200151836,-0.0059150584837465645,-0.006519368856404674,0.013567546464698365,-0.001944561275240724,-0.007589903860867654,-0.0014800480856179464,0.002131658077521066,-0.0012593703990108882,0.0052146363423352625,-0.0018458146209664927,0.002413369508259732,-0.012014871005318605,0.004089248972863362,0.009653512997183119,-0.004771667971245107,0.001027191931940146,-0.00021177174490205104,-0.006391758836078728,-0.005484881674305858,0.002574397992084685,0.005495348234195039,-0.0017232549516343885,-0.00557271371405786,0.0034490594466224825,-0.0032971228117618452,-0.0006221860031768899,0.002138623369602842,-0.0023151514022016068,-0.0047846680645344695,-0.0035315859237375056,0.003901747110738656,0.0009275362423298851,0.0012567121128557888,-0.000484650753782085,-0.0038110477873423013,0.002902697540692344,0.0034071032986267096,-0.004207376609651463,-0.0027084712392052195,0.0025699887837769293,-0.001959585542590415,-0.0004149599297328615,-0.0008170226810514487,0.003249567203308057,-0.002464907856718329,-0.0014947054595513304,0.0005449108592884576,-0.0007608401193247267,-0.0018021379945928578,-0.00032326494280514344,-0.00011165311113745624,0.001705280878490061,0.0003478952228804242,-0.0021200314196397037,0.0007736646099321873,0.0010351505861110279,-0.005606568308533823,-0.004856575927425532,0.003218063518590677,0.0006156026372149212,-0.0027507910264637407,0.000525266523248607,0.004149704204124425,-0.00881036839233591,0.0030966150751419222,-0.00223490685795664,-0.0021970692146042145,-0.003995999697011186,-0.0011728858803400637,0.003287159642561386,-0.0012262581488523957,-0.00032154083450820336,-0.0035765130337827005,0.0012250470388732945,-0.007528107918246803,0.0011055024042720438,-0.010650415899201503,0.005354089353277753,-0.0032206623028276427,-0.0017118383908238763,-0.0056549955268702995,0.00558738744967859,-0.00962883106512269,0.010884914170828416,-0.004920317341779288,-0.01270080884139317,-0.005834867088061803,0.011798174609282392,-0.0017130094776261475,-0.010461738281663954,-0.001500532159633538,0.011526374255756665,-0.0018227296486489825,-0.0013413446366615815,0.007374590708469695,-0.012634916893065402,-0.015293108530270839,0.003807853431786648,0.02058157020729915,-0.008139705810083771,-0.012826625162894003,0.003031466867138163,0.01932427488132669,-0.011853212416899003,-0.0025987471547196375,0.006515691889272443,-0.009811326364680005,-0.004762846943529963,0.0024392525901515516,0.004250972498650071,-0.011012928490625953,-0.006526476263825725,0.004495052913060543,0.0029649851137436706,-0.0022260970219490756,0.019036759964927822,-0.0010332576696157109,-0.0027474296818762243,0.002861518718660648,-0.0043951302115811984,0.0007733430329269302,-0.0037236060780587925,-0.004950895074478255,0.009760983624586533,-0.008861862239363739,0.00854015778041177,0.008218610083890934,-0.0031244413819838082,-0.007007586663760125,0.0013236868760533563,-0.005106667195591667,0.003222092546834126,-0.002355343187827299,-0.00034107013997735594,-0.003267953809775019,0.0015524146706243486,0.008627257263092625,0.002252863701148868,0.0005109105101604821,-0.0032952036131786854,-0.003534665911688397,-0.003638923284708014,0.008026885810462184,-0.0036470212323299134,-0.0012696901975550437,-0.010260252669009673,0.008890193671307528,-0.0020049052927416846,0.004421983196820229,-0.001227347668156562,0.00018626088384151953,-0.007742336666218609,0.0004580162174613818,0.0052628373691550314,-0.004823376766788805,0.00038387775787224876,-0.005794914966134648,-0.0024359966278035593,0.009067412428347363,0.00611057224877513,-0.006146421696757676,-0.003209049348679775,0.0056574148610833465,-0.007217475530598822,0.0023469024363505357,0.004795830947262433,0.001829359359381777,-0.021368271650578953,0.027190141697500874,-0.0006409408869837001,0.0009535835000363394,0.0006732436382280988,0.0048824029380681415,-0.006542085881342657,0.0041496874987095094,0.007087727762596282,-0.0018675993053210967,-0.012467557652828256,0.005075134342156871,0.003534315302127536,-0.009473426281059988,0.0006071520606489133,0.0038129955954879116,-0.0003552631237725511,0.004791069896983571,-0.0019418912536731323,0.0026897235944445433,-0.0065320525027058145,-0.0032190787806323797,0.006190488000811888,0.0018718885890619261,-0.007602020340853276,-0.005039085057438557,0.004840129948347625,0.01077582168048573,-0.004386660953248396,-0.00029950070371445966,0.005248309014281425,-0.006251390044930784,-0.0007388270795596129,0.005836629560628781,0.0022262550492787372,-0.007124941660840747,0.00824266268669448,0.0073094199303069,-0.005642121268606031,-0.01097438472685382,0.007934914713626716,0.0055279845958493105,-0.005523832064867205,0.005839656995436447,0.005339821753530673,-0.01172470950876373,0.0031643891306857154,0.005686389624722948,0.004329156052104863,-0.01429339307670733,-0.008252827907273266,0.008966651300023781
VO,5.7524841364024146e-05,-0.007908701030674328,-0.0018482476390664269,0.0011927939028959107,-0.0015984881566638565,0.0005477132791011153,0.002010224676625041,-0.004576973210589548,-0.005663799385251175,0.002430257086554501,0.0007694825689563572,-0.007409073855275125,-0.018196457181958732,0.005803740723985542,0.0024163124288854886,0.004540917492133776,-0.0011978557425491513,0.005399660826390945,-0.0030101505507934495,0.0015886457641061562,-0.00011185438209190723,0.0018122992479845874,-0.009689176861035093,0.0007983207432798449,0.009418332535741815,0.008834464224015248,0.0011718820540961138,-0.004080434691244826,0.0007111860936895273,-0.0003077046489431371,0.0011287355450695453,0.0029444676360433656,-0.0008814222992168986,-0.006321954674934035,0.004314377349099253,0.0004427183395960581,0.005861470682561756,-0.0007704727272316487,0.0023016407148171167,-0.005554881343981765,0.0003704502429049338,0.0011483086133935074,-0.0017413728469481496,-0.001086251442752571,0.0023994056982172083,-0.0014222773874871498,0.00730800681002236,0.0011615458612809217,0.00284458006684409,-0.0010427413964278283,-0.0027665495364458752,-1.3978501087672699e-05,0.000719326320914142,0.005281569200860691,-0.006546551148634101,0.0008422068724175327,-0.0006363300387668913,0.0037159396037664827,-0.003611567504419964,0.010054249686799875,-0.004101983904308305,-0.002728033994368381,-0.002907380175552513,0.00012631399627740465,0.0010087161894789447,-0.0003754663979327689,-0.0009503205682484423,0.001760632486851063,-0.0010551164122017882,-0.003893078019096603,-0.00092393083104101,-0.0001146458892604414,0.0021090524994646794,-0.00012645497530800238,-0.009020417308336463,0.0037618092096385843,-0.01851230579498892,-0.024449226472077895,0.02812066027727093,0.015239427465729283,0.011626069810582928,-0.01885101694696871,0.005427425208492101,0.00044523291296179427,-0.0205031790277029,-0.011511009739946242,0.018523211277643833,-0.05942305030310443,0.027257775342542506,0.020013884677413756,0.006268949948066812,0.014789981815132008,-0.0027743741806582,-0.013954162608873413,0.00791258811839669,-0.0031298462121150477,0.0038346317872308302,0.004990651257431195,0.007717428713451977,-0.009082001813833248,-0.0011897087041842281,-0.005543295592243885,0.002230119067945811,0.0035059331733654766,0.0002523866415727881,0.000889260177811622,-0.0010938068925336376,0.003456726368637283,-0.005904579022105221,-0.01061194411743831,0.012412098213485198,-9.866984377522338e-05,-0.00682297891893752,-0.00499350350062896,-9.697710439356281e-05,-0.0003962236223686287,0.004747649208809956,-0.0027501345013676596,0.0031341228292629955,-0.013930212830996654,0.0028697844436701213,0.011107742924128963,-0.0018825963776341462,0.0009774950640585654,-3.9643889422582716e-05,-0.0061552517981844366,-0.007468434368530177,-0.0005057763799548323,0.006900276200041362,0.000620010333674082,-0.007154528213391076,0.0009921343771512553,-0.0038668284241053772,-0.0012324633467713866,-0.00024925109644183914,-0.0028497442503021262,-0.008135472492641425,-0.007220358416821126,0.0025060772867063173,0.00043154599055061135,0.0011346500480809713,0.0005940596646302153,-0.0042345461995002606,0.002046885371655982,0.0043347037288459815,-0.003782597786760223,-0.0038152271578062633,0.0008413955621803318,-0.002803344158212589,-0.00027216443644375205,-0.001880957409998517,0.0022788672490461244,-0.0017329673271288524,-0.0020090829481126562,-0.0008757715498329985,-0.0008170674861820123,-0.003122419998711982,-0.001025069688449518,0.00015860898827907267,0.0014960226780292088,8.717424212169412e-05,-0.001210361770860425,-0.0007945507127385045,2.534137801286717e-05,-0.005974161639663033,-0.009877879496358141,-0.00039297165056697354,0.0006890481244352305,-0.004251411696514165,-0.00173190790032247,0.004702944812868345,-0.009597851655044485,0.0019126886062780489,-0.0038430680810731107,-0.0031989825289665437,-0.00547289697613872,-0.0034515238639849575,0.002992855378262868,-0.0007208096193446553,-0.0021707537486074175,-0.005393052040350033,-0.00010737822671036913,-0.012209173910702305,-0.0008512172333260801,-0.014846558711936643,0.0006268653359374532,-0.004911579495293487,-0.0051993221820425305,-0.010225902679458726,0.0035020933065399757,-0.01331785150421676,0.009065481377626977,-0.00571622882553582,-0.016176098179865803,-0.014683821374259491,0.005791743077422384,-0.0010484384684337081,-0.0116145003401267,-0.00936130976475822,0.008860185755391875,0.0006148091961709109,-0.0020455738998937287,0.004942193102268521,-0.015013615206420985,-0.021414755976287808,-0.004114227499489169,0.02138944142416012,-0.0013246470744190185,-0.013705540572903397,-0.0006492064757275509,0.022758423115173555,-0.005442622072447972,-0.003619941684439757,0.002900225249645426,-0.009980332431936724,-0.009166937023524098,-0.005938662691470882,0.0014289573673684389,-0.015009530240964733,-0.0177933682050352,0.00018992067612974998,0.001624252393169039,-0.004723559077084051,0.023567333704599007,0.004705915906150783,0.0013626474862905582,0.006831899086460545,-0.004898797422653227,0.003101031622408023,-0.001975944875753236,-0.009028900231578419,0.01174394065773462,-0.007541518949051612,0.006900802852194125,0.011232878950935372,0.0011511959160747471,-0.008459943370975057,-0.0009094030108859015,-0.006247282679154679,0.00021253020684651762,-0.0042708724372597165,-0.00021679526740243853,-0.005324673862808271,0.001261716271433341,0.011738007255258157,0.006672878282638562,0.0031430431600588233,-0.0027506058905302226,-0.005776279393924954,-0.004533500770668652,0.006779541580583036,-0.004263518181788534,-0.0001237699911223991,-0.013785924135834588,0.005375993626080944,-0.0006063221469899513,0.006340485380971269,-0.0021454852767392525,0.0029197496816452456,-0.00820495185184534,-0.0027085257915563737,0.005872785889867096,-0.0033319269741741517,-0.0025626697175037635,-0.006866711842355861,-0.0038596018702890585,0.00577139374873972,0.00884453403474326,-0.0021259074293684846,-0.009496370798192306,0.002185512965236366,-0.006296593238095876,-0.003444634597641903,0.0026509659232462415,0.0048701230813079,-0.025841869213783838,0.026346701211845566,0.006363874135822793,0.008470053206150416,0.0018846807392364695,0.009534141533828266,-0.0006865673389930959,0.005172948249456951,0.009806908974340896,0.004223921312224349,-0.014903133715762351,0.0013392223900750553,0.004587741516932035,-0.009624317297143704,-0.0015170259573389795,0.0024096676189167524,0.0007268057407198227,0.007649986850635373,-0.0020319371646592495,0.004841250865273643,-0.006642093828148308,-0.006554955430155686,0.005407510045814251,0.0013809713975633288,-0.009128600936395025,-0.007227183360597503,0.0013475737564363915,0.012791168513959892,0.0006720514483226276,-0.00048184759578240375,0.0037651210804084986,-0.004708871174005681,-0.0005503237699922401,0.0035634824373117573,0.005864422967254237,-0.0044735997864728035,0.0048578997112713514,0.010884355109809195,0.0006108529531678345,-0.01529044347164339,0.007434978680501013,0.01087838220533646,-0.0043048717897426385,0.009152360549957198,0.006883427046812896,-0.011092348304420886,0.005838268202629346,0.004047923734791513,0.007145624732196272,-0.012587363401039171,-0.016285834048567486,0.0034937307359132388
