
key = model_output

indiv_variance

key = indiv_variance

,0,1,2,3,4,5,6,7,8,9,10,11,12,13,asof
DIA,0.00023348461088873207,0.0002396346385584109,0.0002319883615648595,0.0002308405707561403,0.00022873605750066127,0.000232542402755035,0.00023114390945146195,0.00023375240558179826,0.0002372461195571566,0.00023388351768805965,0.0002349298868428398,0.0002366884155775724,0.0002350212733409981,0.0002329649779278169,2024-12-27
SPY,0.0002898989118041247,0.0002974679366268389,0.00028548415607432856,0.0002844670789076567,0.00028216123615386004,0.000286988792394363,0.0002849841808031092,0.00028771301769827057,0.00029321147757620675,0.00028814334477189846,0.00028927631878433935,0.00029149520863418156,0.0002886745840251494,0.0002860232070307978,2024-12-27
VO,0.00031160911226795293,0.0003216774839927213,0.0003124245233348548,0.00030568047063501096,0.00030267738527060855,0.00030604959984647,0.0003039087868967108,0.0003079919812091598,0.00031152516271851395,0.0003099464606718904,0.000311010025918921,0.00031198888242669825,0.0003108882561784753,0.0003061541239195817,2024-12-27
IJH,0.0005019941147267828,0.0005176220396265797,0.0005050781245397213,0.0004948831128958139,0.0004895687854337742,0.0004939071903591091,0.000490502657903888,0.0004963568089391872,0.000500708491625462,0.0004989100237607139,0.0005004292021287066,0.0005016929783235137,0.0005003004471790151,0.0004935330247543542,2024-12-27
QQQ,0.0006538499671415762,0.0006690560608801612,0.0006432702762098288,0.0006417545461437491,0.0006375108520046139,0.0006482366156359634,0.0006442365477115517,0.0006500798921286257,0.0006622072134073092,0.0006510669442164999,0.0006535178516691753,0.0006584199189188786,0.0006523115166997874,0.000646813613118555,2024-12-27
IWF,0.0005929597208489036,0.000607775783094108,0.0005826932832258442,0.0005829165502755305,0.0005779792763406199,0.0005880665377049582,0.0005839036676759485,0.0005887460527091282,0.0006003767735525961,0.0005886187242406832,0.0005909535256179604,0.0005959228896977826,0.0005894996637346472,0.0005850134743560565,2024-12-27
XLY,0.0005962610093948514,0.0006090102581106832,0.0005858533376980039,0.000583975685936405,0.0005815845562585286,0.0005923320640423135,0.000589257718902472,0.0005955748461788391,0.0006069305244121528,0.0005978307454314574,0.0006001439357893726,0.0006046772562660634,0.0005996690060722158,0.0005944604198543449,2024-12-27
XLP,0.000146808709158148,0.00015081641762541465,0.00014746821810977985,0.00014796091349262972,0.00014570892386521668,0.0001478566157107236,0.0001469254504548644,0.0001482288267507029,0.00014964025543192402,0.00014707273638772325,0.00014785084235460083,0.00014917930294229217,0.00014814200303256853,0.0001475647770543135,2024-12-27
XLE,0.0007866071767599545,0.0007923297275896826,0.000783198885033268,0.0007831608399145935,0.0007811033898087457,0.0007844464846868372,0.0007827256243054643,0.0007843130777788665,0.0007883381224273715,0.0007844962455607236,0.0007852161660981897,0.0007868679828551152,0.0007845540494599813,0.0007830897043339421,2024-12-27
XLF,0.0003177549080265917,0.0003215109549929784,0.0003212348350725725,0.000316268764198462,0.0003152550795596552,0.0003153775284062246,0.00031488742331416846,0.00031685533446072214,0.0003164607173981059,0.0003182951900070803,0.00031855836355347057,0.00031811481601883555,0.0003189988226492151,0.00031667587005310615,2024-12-27
XLV,0.00029348128731056315,0.00030251604085429164,0.000288819833208626,0.0002911243027599171,0.00028739710095534185,0.0002941429378634993,0.0002915839828583202,0.0002946956628941151,0.0003010486784640717,0.00029402068361381663,0.00029562056282951896,0.0002992038109702561,0.0002954535387294097,0.0002941671501686852,2024-12-27
XLI,0.00036869277986379333,0.0003768489053353786,0.00037020463831988036,0.0003664960819354282,0.00036321302942347254,0.00036595895435167044,0.00036415638632677285,0.00036704214512440375,0.0003694860701170051,0.00036726494965336036,0.0003682737322810496,0.00036945759529954903,0.0003683270837698902,0.00036533251457745894,2024-12-27
XLB,0.0004066384025551657,0.0004155457196714781,0.00041171729141792037,0.0004085550205177549,0.00040398477155617195,0.000406550198759515,0.00040472665551950494,0.00040787081991317317,0.0004087982592595415,0.00040704304714786086,0.00040828629855910355,0.0004096619760608846,0.0004090954448166609,0.00040677077902061146,2024-12-27
XLRE,0.00046151567680244955,0.00047509300251855654,0.0004609242853716116,0.00045107767750032015,0.00044791542206647054,0.00045341460676152006,0.0004506585611681928,0.00045689588539704574,0.00046273702128682247,0.00046050684872803453,0.0004620429821765432,0.00046351777368748646,0.00046192632032022475,0.00045483627488811555,2024-12-27
XLK,0.001032984245779994,0.0010572466594928047,0.0010201170746951818,0.0010166003857267297,0.0010083286568545958,0.0010216037947314957,0.0010148126968439408,0.0010220359261591328,0.001038441620721565,0.0010227559071800628,0.0010259084577516656,0.0010322160224308448,0.0010231965790793221,0.0010150787420669792,2024-12-27
VOX,0.00032193033085587,0.00032751555289713607,0.00031928839798042177,0.0003184816608992507,0.00031656273967972074,0.000319692113068097,0.00031817517917372227,0.00031996116442019643,0.00032360789299744797,0.0003201280490711992,0.00032089010816020345,0.0003223719782369624,0.0003204030351403994,0.0003185766381579419,2024-12-27
XLU,0.00044718929448917086,0.00044872685451627224,0.00044701238871211815,0.00044705911997115663,0.0004463840972032605,0.00044691941042543,0.00044635261590806,0.0004466566929129024,0.0004471976887651759,0.00044713791979567166,0.0004471618113394698,0.0004474032689130517,0.00044704579672536214,0.00044711976020020774,2024-12-27
GDX,0.0017935983581100453,0.0018141457260350909,0.001786660241765839,0.0017893830990884155,0.0017787405342960857,0.0017880064295112328,0.0017816545322402553,0.0017849380072743623,0.0017963178272834108,0.001780525228192225,0.0017832113107273987,0.0017891066999556296,0.0017806868162672958,0.0017770681272504167,2024-12-27
GUNR,0.00038951755066042284,0.0003908895950379542,0.0003900781446386593,0.0003895724046111726,0.0003888394579377867,0.0003887064646424102,0.0003882006053489141,0.0003882621956303869,0.00038827086272144243,0.00038863094863354444,0.0003885539739423976,0.0003884788786110735,0.0003883629534849902,0.0003883104899539178,2024-12-27
IXUS,0.00027438923790409057,0.00028167614951114274,0.00027467231837183145,0.0002728764743582519,0.0002691423455708083,0.00027041289133305444,0.0002682047403640955,0.00026912657307499356,0.0002713578166079659,0.00026859938360712047,0.00026909003401751167,0.0002699391970827557,0.0002681136185341546,0.00026635190181804137,2024-12-27
IEFA,0.0003028476491478762,0.00031137187076466655,0.00030158590776485666,0.0003003682877568001,0.0002963037019522245,0.00029912811423953164,0.00029664664237397516,0.00029823436640230035,0.0003019771622434427,0.0002974018684217565,0.0002982861366727921,0.0002999352927025533,0.0002973175628410318,0.0002951328966855002,2024-12-27
EFA,0.0003078324626113286,0.0003161921657470834,0.0003064842686386924,0.00030533376889063375,0.00030141211271744685,0.00030435680452048776,0.0003019473628873662,0.00030361742682475295,0.00030738649291714415,0.0003028527895219855,0.0003037557263614196,0.00030543951432931196,0.0003028647889359425,0.00030070693692938366,2024-12-27
VGK,0.000325212651858475,0.0003322132628208839,0.0003260830460988272,0.00032271746700449614,0.0003194719407331699,0.00032010012641222067,0.00031807483619085967,0.00031910921507101366,0.0003208638609734836,0.0003192987190518284,0.00031962392156472514,0.0003199305344016361,0.00031863940090566105,0.00031633542874700117,2024-12-27
VWO,0.00036891139660381455,0.0003763428862436947,0.0003723693954847569,0.0003687587865676275,0.0003641575727995833,0.00036200199922205463,0.0003593060602968864,0.00035861747120339503,0.0003583514264910132,0.00035872995062179077,0.0003583263756837365,0.0003575373845397499,0.00035658626782329473,0.0003553342404815083,2024-12-27
IEMG,0.00038202581701471595,0.000389475669368637,0.0003842414982633655,0.0003818306476334574,0.0003773886321038017,0.00037642047955654446,0.0003737237738361519,0.0003734225321747085,0.0003740122169646083,0.0003735119169519966,0.0003733208850280008,0.0003731332032639647,0.0003717831145568377,0.0003708278364505848,2024-12-27
SHV,4.65811612936038e-08,4.851951998101212e-08,4.5699676648621344e-08,4.52337819336281e-08,4.460255378997077e-08,4.5558100863624154e-08,4.501503442097473e-08,4.5598968363564e-08,4.6807331322738644e-08,4.579238709596337e-08,4.60081962114258e-08,4.643099806329804e-08,4.579400657425477e-08,4.5126775159070507e-08,2024-12-27
BIL,2.7663729487754703e-08,2.8090187346279813e-08,2.760086832153913e-08,2.7674845919494186e-08,2.746767186909154e-08,2.7714275202920805e-08,2.7593852285387044e-08,2.7722809695708617e-08,2.7928298957347298e-08,2.7686283771972045e-08,2.7750278502921e-08,2.788803651431114e-08,2.7753999761213023e-08,2.7715517205774895e-08,2024-12-27
GBIL,2.2878157166437317e-06,2.327263585993456e-06,2.2696479828836845e-06,2.2642323168370208e-06,2.249403589785178e-06,2.2683841495340942e-06,2.2569230414466587e-06,2.26693128681016e-06,2.291521489131655e-06,2.267167246636188e-06,2.2717549834245095e-06,2.281144782434081e-06,2.2667768266976905e-06,2.254633366104827e-06,2024-12-27
SHY,7.0288009350154025e-06,7.310658625584418e-06,6.8615885078241465e-06,6.879255185997577e-06,6.765023022960448e-06,6.927117118350502e-06,6.842399645674568e-06,6.910258171925918e-06,7.109631856475657e-06,6.886471301987248e-06,6.925749130121222e-06,7.0129896415774076e-06,6.889681970545333e-06,6.818390122710823e-06,2024-12-27
