
key = model_output

dfs_serialcov

key = dfs_serialcov

key = (0, 0)

,0
0,72.36875802597602
1,54.26540104024869
2,50.71542242894177
3,46.96532748036072
4,42.330979007553815

key = (-1, 0)

,0
0,81.63238838581474
1,111.22894151308154
2,91.42025020826345
3,34.36667741702978
4,27.87774815548879

key = (-2, 0)

,0
0,94.48943040527723
1,68.9015068462445
2,19.51622808585754
3,26.265394333129407
4,19.452008953720696

key = (-3, 0)

,0
0,58.38548590347887
1,72.06315857982305
2,21.12004078934281
3,18.551052129898782
4,14.656361631075944

key = (-4, 0)

,0
0,59.13463660665858
1,85.45874517111385
2,23.67576443647246
3,19.111790015870955
4,8.477986190222932

key = (-5, 0)

,0
0,57.68231383255798
1,68.56797474355727
2,8.825882215391706
3,10.064045579494566
4,20.90101771730556

key = (-6, 0)

,0
0,60.675919527350864
1,78.77195744525096
2,25.441725762557144
3,10.046663822649872
4,21.52943486421269

key = (-7, 0)

,0
0,48.13998793245549
1,42.715064116603635
2,10.008747649101878
3,22.45079359813685
4,22.897241665614207

key = (-8, 0)

,0
0,55.34225488456125
1,87.40919271823755
2,49.1059356514902
3,11.085052265146265
4,34.79788105517238

key = (-9, 0)

,0
0,97.52903810686733
1,59.496186579983664
2,12.353684548645486
3,22.03492463281682
4,49.80697190046138

key = (-10, 0)

,0
0,109.18980114460383
1,29.81656524587416
2,62.39013115100162
3,22.353014160381452
4,56.980218583843154

key = (-11, 0)

,0
0,133.66411579560156
1,123.07858595147866
2,59.0585071933249
3,25.670104343797465
4,36.779456341276514

key = (-12, 0)

,0
0,133.8990457475403
1,88.22644806286388
2,130.6357652436764
3,16.37429151101388
4,65.82290265628139

key = (-13, 0)

,0
0,134.36629817275414
1,59.88548578058139
2,76.04220003726601
3,19.36672799811501
4,48.115124175344775

key = (0, 1)

,0,1,2,3,4
0,-70.90290389469298,4.207977171708689,0.8907530118864883,-7.165190367883926,-0.8529649475240436
1,-10.049419818431343,-30.695939745261946,27.61784687438613,25.364765883433567,1.2956340919817684
2,-3.303864198685977,-51.158515831841264,-10.077020798519927,-26.494946522799403,4.649226913675081
3,3.8142537368657194,1.7941455082528812,32.202691198219895,-3.8498121740879676,-16.954217933938555
4,20.346489933780106,42.13839164519636,47.48688199637743,-17.988362937696458,30.020559257815425

key = (0, 2)

,0,1,2,3,4
0,59.787925387852106,-11.569318490289945,-1.6542143814929358,0.2764127450759825,3.3726902486593535
1,37.61822294326851,-16.52453612525968,-2.213012236917806,-5.5609570378224165,3.288205807246206
2,7.276751754300385,36.955243602427394,-25.569760014007326,-23.255817917207523,25.043985888800936
3,-29.03376211053348,-40.232220366121645,-14.868435746735702,-18.271686892142117,7.931808767030839
4,-1.0216700168443844,-5.152393740383202,8.702981005143537,-18.31229462781535,15.103602020820956

key = (0, 3)

,0,1,2,3,4
0,-53.353699974666306,22.287349498434182,-0.7170283496872287,-5.363715909854199,-1.0214994561049426
1,-17.29523040396365,9.956106790552363,-16.28543638832055,-16.580478810387365,15.695727515694761
2,-21.759441465259286,35.116325578961884,17.286665652986713,4.955830363135045,-6.825610333208162
3,-6.099703145606044,42.80180076820516,3.3042246960453854,-18.750535382166095,15.448430253883906
4,12.014941273527784,1.456281223587247,-20.677955608931473,14.717832225043047,13.1772873165234

key = (0, 4)

,0,1,2,3,4
0,53.84898668041071,-20.01434636355968,-3.2993823269807403,2.989083221347077,4.608018976972967
1,-18.853633850457886,8.249085291833568,8.532780771679956,7.414530979031922,-9.131509459381016
2,23.447901849139452,-29.561284734101886,4.948721142784411,14.319185484804338,-9.031344285268355
3,-4.833586664249117,44.57862253684154,26.874856037562672,-24.43535098141329,9.943367282575904
4,7.059296132488564,28.453521269628858,16.35926047121453,7.18333144011112,-11.145407875575902

key = (0, 5)

,0,1,2,3,4
0,-49.58546616751431,26.77790936228274,8.887589382426368,5.813250916177848,-2.140891516853389
1,18.135060976022086,-18.43143878075453,0.9096436311724675,-7.507836655871133,-11.200582106744571
2,20.458666593852858,-1.8760853969845233,-14.135703796893145,12.920948536418274,9.878459487394958
3,14.734913759381929,2.9299844681643195,1.2789243790482798,15.487918771724773,16.27752355841736
4,-14.211113832767488,-46.983381904251424,-12.589736406001482,2.593672780786601,-21.539571424720243

key = (0, 6)

,0,1,2,3,4
0,50.0897914210226,-31.054099468208282,-12.570229267652579,1.055324615928783,-8.889584102176247
1,2.3380407396378002,4.939025574056572,-4.062299942618928,-2.539697567323368,27.440997944607386
2,-29.57084616114019,11.06254008805072,-1.6786886995936263,4.524664714633183,-16.24721493700858
3,19.208394653939855,40.77552794339554,13.282597664059407,20.723837552618953,2.327623299234463
4,5.847109820180924,-33.92124750883898,-28.465837783788775,3.926296809363125,-7.24718838005298

key = (0, 7)

,0,1,2,3,4
0,-56.20654843437727,28.217315286366667,9.744484680167474,-7.182562514998162,2.2668434591495936
1,-5.221719480769436,6.575942281546687,-7.317902937930008,26.086535097555426,-1.3306911218654016
2,-3.003877856838291,-30.090569781584538,-6.669250132903503,-10.351907263947183,-25.675448840799966
3,-12.984533492397352,23.344875110266717,15.941532963179977,-6.75015549166285,-19.12144194719503
4,-3.023097392841711,7.857799425606079,7.757718647092558,-16.088140142872575,9.223997949525923

key = (0, 8)

,0,1,2,3,4
0,60.88885905754578,-31.1502118652133,-19.448692824341183,2.408829345533585,1.2419886904441373
1,1.7110992310492297,-2.4887307831967567,21.22699340673389,-6.199471200507342,-25.305846107820017
2,10.705898279355429,-13.794722705756204,-17.067794681338466,-21.07031473943567,10.067982186317929
3,-7.577166817630465,-30.000466796206567,-34.74249535237766,-3.5565800471086755,-30.108285205452653
4,4.937124797004416,-46.45052392643055,-13.224072274778585,7.3419047213376505,8.421028709470107

key = (0, 9)

,0,1,2,3,4
0,-70.77198128139294,33.493295799377094,7.608606245356923,-0.634263441020635,-13.181531869912877
1,15.937818115463882,-26.69211158118887,-3.366666959992892,-24.102603063394408,31.677660567889607
2,-4.822809241815784,19.347023589582353,-9.750161305679592,8.983340889030249,25.713939074394926
3,-8.964890262607806,24.03552913791822,-17.284536395500286,-13.692484516312854,-20.57962388281659
4,30.145508956549055,-21.758851605249998,11.47236552948153,15.588770992442434,17.03928814857734

key = (0, 10)

,0,1,2,3,4
0,82.80999301059252,-27.869268516849445,6.575902275876981,-0.261486062659586,37.114101161921404
1,-23.814688273398925,6.278437310548622,-42.7642468409385,12.43218355082761,-26.232909788556455
2,8.163281841159469,7.817094264356653,20.061763155416397,30.381127662534507,1.5901508618769526
3,-10.980198856137092,23.7278343512761,5.902653399066676,-7.598734752905107,28.45885426621202
4,-2.0557143098011483,-14.786461355848804,28.66739199567542,-1.7768057152090302,18.368141103757843

key = (0, 11)

,0,1,2,3,4
0,-73.97402334517972,19.939120530281155,-2.370668642039185,12.558324510995561,-39.576118385974034
1,-12.006641928177714,34.6629181456112,27.526882973791118,1.190296845083351,10.940117435917903
2,35.93291446212639,-25.81898582157091,37.985331547917255,3.157023264817109,9.277065621439737
3,31.722180181651837,-17.031674937723828,6.302884666241087,32.82668276659866,7.650905643654472
4,-18.97664042309219,-56.76572321365727,-25.796971643563108,3.7022581001310706,-20.561757558824855

key = (0, 12)

,0,1,2,3,4
0,66.9421801261067,-10.129999991456542,17.66247630600008,-14.963124386812876,44.97641013688838
1,51.846038702875184,-56.49606173090696,-10.355413218995476,14.331594386946591,-4.567618457556468
2,-12.321988420830392,-17.93012303405382,-17.048079706850128,-16.39818001159508,-4.011254263079841
3,26.148052433630784,24.68895336688813,73.69135092093404,6.261913646006017,36.78514393096038
4,-14.387752813236714,-19.160112713437965,-11.254303248422744,-11.923334646491194,-18.808737154868915

key = (0, 13)

,0,1,2,3,4
0,-55.58453210629415,-7.7137034735404315,-39.48034175450812,12.736395550081937,-47.96489044384642
1,-33.45096901963587,32.845273353173226,27.484532200871875,-10.757297097553861,2.2667260975595642
2,-54.53287118663732,12.55455314896116,-42.702234833367356,-13.256863592922468,-19.232711571368206
3,6.775713848213062,-39.08365714108305,-8.69367994571977,-7.288966589666345,20.109703349264258
4,-22.003949250754154,-12.25944992459818,-11.304827554930961,-20.978109846838976,-3.714023387986782

key = (-1, 1)

,0,1,2,3,4
0,-68.86649464699751,6.243764406919451,6.671862461779129,-8.011746387109577,2.3589465010900055
1,-27.269278446039234,-35.26939122655318,35.04418228688918,7.6937143455190595,-11.588804878110087
2,-2.618215533132893,-49.261271665590805,3.502161511030428,-31.27698844480936,19.120655347440252
3,10.676505576280094,-20.397360358250506,10.008120578238726,18.802204823790106,-18.94891906628037
4,10.617035542844892,13.999210835763233,9.16206504249761,-8.658814112547326,10.182543031060419

key = (-1, 2)

,0,1,2,3,4
0,62.17306010248686,-21.791262189233684,-7.078295312929675,13.554117529922838,6.127097801723235
1,40.35776511369004,-36.67425922024295,-28.72497116490229,18.002531553041432,11.654842523003849
2,4.160577147069705,29.345410611790367,-32.66287417348564,-5.835411984855863,34.70663984923911
3,3.9603292282243485,-20.025937392666762,-8.055967993967661,-14.525313588024321,4.13754687420774
4,8.943950436245462,-11.224196093288889,-14.652993777696452,17.32818573217573,3.5294242864232532

key = (-1, 3)

,0,1,2,3,4
0,-47.79375409882222,37.303748566842124,11.375719994997308,-3.7662748875724805,-6.784792477549059
1,-3.0143064035077716,54.01663299448503,7.301008241117868,-12.24742958527879,3.828698246171436
2,-8.986733731143424,72.31104750178869,40.097849926063965,-7.73115462541861,-8.481222955379057
3,-28.997479183186744,5.5355528023078,-7.425026894750843,-5.360452959940004,3.9148172790209395
4,7.815959739452755,1.8091061629417242,2.5963743154686916,15.369823858984178,-12.59393595472526

key = (-1, 4)

,0,1,2,3,4
0,38.255954912330104,-45.044696517355355,-13.902573730046669,-2.6423661474432367,-5.502850414972941
