
key = model_output

vcf_component

key = dfm_loadings

key = 0

,0,1,2,3,4
DIA,0.00010138117727193395,-0.000766812091585662,0.0003898730504959299,-0.00011559450398893181,0.0004283820888104888
SPY,0.00031325605088265663,-0.0009025688955526492,0.0004256984603240025,-0.00010669795495824597,0.00016025550101208755
VO,0.0003423883223104412,-0.000808341218884609,0.0006642579021472641,0.00014358029547552033,0.000504937063619645
IJH,0.00044434871201832755,-0.0009441514199159189,0.0007928308945886963,0.00028645751758910233,0.0006924685276719351
QQQ,0.00041170707864233617,-0.0013271608578089855,0.000611597472097919,-9.230682047511683e-06,-2.4628209789403513e-05
IWF,0.0004687662576975715,-0.0013062303616509527,0.0004965422731844932,-0.00012226154503747755,-4.983347794241086e-05
XLY,-7.662872966850483e-06,-0.0012609774379751656,0.0006438135344441435,0.00024430216187590266,8.560162212735177e-05
XLP,1.3943814618693182e-05,-0.0005771903232802011,-4.697497217951322e-05,-1.464279083944638e-05,0.0005011604546779143
XLE,0.0003172025684995426,0.0007613603694599468,-0.0002836228151459343,0.00027937124965610893,1.7101104645093078e-05
XLF,7.447295065165808e-05,-0.00023317826379825126,0.0005129685018799578,-0.00013488224151786518,0.00047830703204935663
XLV,6.705214420686172e-05,-0.0009875008750645999,0.00015083943125230733,-0.0004286640401470201,0.00047446888342532353
XLI,0.00030116753663316035,-0.0007280607715597179,0.0004942153631484028,4.366953523742623e-05,0.0005562011965025897
XLB,0.0001351968134663202,-0.0006636534358478039,0.00042179970291082074,0.00023086634180006116,0.0007794111998964722
XLRE,0.00034174388853925946,-0.0009910163319439614,0.0008255295062622146,-0.0001233390226631415,0.0005168152801262819
XLK,0.0006970506954585116,-0.001565153021761112,0.0007206716879221023,-0.00017049567875086966,-3.743361995773787e-05
VOX,0.00030133871262171246,-0.0007449748242297537,0.0003461879899798105,0.0001274298440744508,0.00018458641733537412
XLU,7.83753895176324e-05,-0.00024207909771138152,1.9287237967671952e-05,-0.00038601550203157877,0.00018520729108400012
GDX,0.0007425317453649082,-0.0013847040689187909,3.112331962323099e-05,1.1078200317109047e-05,0.0005200024718323288
GUNR,0.00019528872060050681,9.360006384530554e-06,-0.00010523348409267092,0.0003342894884224145,0.0001760987212089082
IXUS,0.0004951126581523099,-0.0006563752552484601,0.00030177869115587775,0.0002420468898065607,0.00033487908806400553
IEFA,0.0004858516764345741,-0.0008118872756344936,0.0003227006067869348,0.0001201769281179144,0.0003504432928250384
EFA,0.000466867795207103,-0.0008116926428364408,0.0003248644763075647,0.00013073684087802677,0.0003555024980912379
VGK,0.0005039541208241386,-0.0005929954824283296,0.00040901004150789094,0.00020210184092445054,0.0002843125089538315
