
key = model_output

response

key = vts_response

,1,2,3,4,5,6,7,8,9,10,11,12,13,asof
DIA,0.0010221658951392832,0.002475814905050883,0.0022408050601525004,0.0009928842505778856,0.0013866724557695157,0.0011661093542537112,0.00048100157931008916,-0.0008536427000963369,0.0005383874088472062,-0.002149514189651112,-0.004584659614592266,-0.0014195106523940946,-0.0008166772484752828,2024-12-27
SPY,0.001081288740945782,0.002532146795319973,0.0024932791125815263,0.0006962849473870873,0.001874694647352588,0.00174407010076907,0.0011774328504254804,0.00012162941904394456,0.0026235068848638786,-0.0003264133015512035,-0.0020538352179923893,0.000909341071001964,0.0018531908963657499,2024-12-27
VO,0.0006735523648349434,0.0019320837510702054,0.002798560084189996,0.0013458268367628936,0.0016490044221473066,0.0016724385208598822,0.0015198035395347614,-0.0005396103758149964,0.0016907928873613886,-0.0011163673283312101,-0.003957260935132837,-0.001914217745994574,-0.0003923677866571188,2024-12-27
IJH,0.000648973059587221,0.001668140613441223,0.0026898095675226734,0.0014915409945504613,0.0016286254239205992,0.001615886051829449,0.0016712766718091825,-0.0004943857271230052,0.0016163281670410069,-0.0010640443600918451,-0.0038341594643752893,-0.0021569988442263002,-0.0007898124919641159,2024-12-27
QQQ,0.00091518843864056,0.002334539732732837,0.002415550572758546,0.0006674451743087489,0.0019802026531533833,0.0021699834610305465,0.0016055520946814674,0.0009016835249809033,0.003714388984669002,0.0011814816519718674,-0.0005055424478839932,0.00234482862117265,0.0031180142624685574,2024-12-27
IWF,0.0011173866025783186,0.0025080636817813827,0.0023910956404622147,0.0005418183129792891,0.002065353379548539,0.002040214671798994,0.0014747096203249002,0.0008268764210793509,0.0036833226792063285,0.0008800943891055209,-0.00041605280499275895,0.00256331312619836,0.003269776334905972,2024-12-27
XLY,0.000602435177572807,0.0021177733339297873,0.002268975639975806,0.001091702933914177,0.0017864711199081025,0.0024937157479036666,0.0017570209968005353,0.001202546506713999,0.0035493251945342558,0.0018245426403161815,-0.0009225738325421816,0.0022061501086073623,0.0024080880691753574,2024-12-27
XLP,0.0018185493049387165,0.002219376744075403,0.0014075753081413537,0.0015987677213979167,0.0015928721927785637,0.0006097432596327893,0.0005206822280436239,-0.0007140710982703159,-0.00037591310333708896,-0.0030552993684951884,-0.004469414376394334,-0.0014061634507531512,-0.0029915521440591086,2024-12-27
XLE,-0.00031145500403525654,-0.0014513960054354455,-0.0007488109561631176,-7.548631589759155e-05,-0.00046435206014994423,-0.0008139428067974195,0.00014702885905088945,-0.00016610470070342826,-0.0006807038800519538,-8.183444090227175e-05,0.0012203111718231798,-0.0011746059333855802,-0.0010461911958050555,2024-12-27
XLF,-9.952540616033035e-05,0.0008223222803371195,0.0011951223013602853,0.0003424977917263868,-8.986363699794964e-05,-0.00011739511686971173,-0.0005013482777731717,-0.0018344030281782701,-0.0017340838976829785,-0.0028664696849721406,-0.004784274410004867,-0.003993932698681445,-0.0023620214648451075,2024-12-27
XLV,0.001734562478719167,0.003181060857477689,0.001829058959712848,0.0006553366843282215,0.0014659475595698603,0.0006201077283912194,-0.0003499214502316793,-0.0011483427696671257,-0.0002510097798260752,-0.00343423260703833,-0.004868386669205279,-0.0006695622896513969,-0.0010161941490614114,2024-12-27
XLI,0.0007825643483663412,0.0017033139429100527,0.002145661211411028,0.0011085542781528745,0.0013036718983516554,0.0010244910239695342,0.0009221581791654465,-0.0008106849051044023,0.0006702746247387171,-0.0018304159567526079,-0.003902321077600886,-0.0020908665358830027,-0.0011268217147911077,2024-12-27
XLB,0.0007154879640623137,0.0012954684806134199,0.0018176548690253791,0.0015550787910364717,0.0011201017764308086,0.0008889179159523493,0.0009851489142013552,-0.0008516689850717263,-4.607361832207116e-05,-0.0020438770237486666,-0.004473507323075785,-0.002917794560636916,-0.0026611169375656456,2024-12-27
XLRE,0.0006275196615170805,0.002250386145698258,0.0026322308032612762,0.0008195558892682576,0.001325646894024769,0.0013235353237640995,0.000724175549079176,-0.0009603901605621719,0.0010062058249126825,-0.0017624171184083865,-0.004413499547116024,-0.0018938949311371463,-0.00010783282296962212,2024-12-27
