
key = model_output

dfm_loadings_collect

key = dfm_loadings_collect

key = 13

key = 0

,0,1,2,3,4
BIV,-1.3583915571547688e-06,6.006521546800385e-06,-1.1309637180535701e-06,7.836167009100385e-07,-2.4393145743385364e-06
BLV,4.419945721395444e-06,-3.995520664329752e-06,3.274432993437251e-06,2.5649269036929366e-06,-1.199261640250331e-06
BNDX,-3.0395386129630516e-06,1.0393569248830538e-05,-3.100576539854017e-06,1.3072232060150797e-07,-2.428407114576516e-06
EMB,-1.001724063459898e-05,2.769305128994592e-05,-8.428799539311207e-06,-1.728986088655509e-08,-7.3411576804194625e-06
GLD,-2.3733382027877716e-06,8.60854116024678e-06,-3.188088191578855e-06,9.281405816503847e-07,-1.5684660328842667e-06
SLV,1.0896654508079372e-05,-3.3663467729178765e-05,1.1035885970561953e-05,1.909444113239041e-06,5.884161410519799e-06
USO,-3.817761599926681e-05,7.788324827268418e-05,-2.8100464188638047e-05,-8.61845364545959e-06,-1.6350704423912475e-05
PDBC,-2.301108851562577e-05,4.845078833363345e-05,-1.7225701357659706e-05,-4.6888778499369105e-06,-1.0406394902178803e-05
VNQ,-1.8777775098691705e-05,5.824564018617022e-05,-1.8278554290978876e-05,9.380002314385665e-07,-1.384704221661047e-05
VNQI,-1.7119676514905222e-05,4.8476720242362754e-05,-1.565027352258042e-05,-3.292025914560725e-07,-1.118598510331021e-05

key = 4

,0,1,2,3,4
DIA,2.7291972111251424e-05,-6.219040375882306e-05,2.1913426500579078e-05,3.7898140587509664e-06,1.242319845129787e-05
SPY,4.507479674655729e-05,-0.00011121554428076976,3.822919997623024e-05,5.387988442726107e-06,2.339722693412646e-05
VO,3.60472542834256e-05,-7.837919801313783e-05,2.8756424802565083e-05,4.86698575771104e-06,1.6150702608643252e-05
IJH,3.690005141645014e-05,-7.413858104393432e-05,2.8279198115135586e-05,5.151410479828252e-06,1.534460077789779e-05
QQQ,6.44008082706685e-05,-0.0001620175752658317,5.5558923587705236e-05,7.116648844454278e-06,3.490851841835903e-05
IWF,6.62723929897642e-05,-0.00016818103446501582,5.7218011340670665e-05,7.354009505180019e-06,3.611359993080497e-05
XLY,3.6587160267830434e-05,-8.819955746581114e-05,3.115456832489003e-05,3.804010296085779e-06,1.956849784344705e-05
XLP,-4.520941375604709e-06,2.2837654349478653e-05,-6.9423510624518365e-06,-6.603726736211303e-08,-4.91902527158942e-06
XLE,-2.579384509995142e-05,7.238817036122466e-05,-2.357453399127417e-05,-2.9128532199113815e-06,-1.4822755546951964e-05
XLF,2.2810654143720928e-05,-5.1796004022108245e-05,1.8620196494223807e-05,3.762153746049818e-06,9.289858828066203e-06
XLV,3.0688023798898035e-05,-7.349776616994694e-05,2.4647942282429777e-05,4.276763799191839e-06,1.4482843251281266e-05
XLI,2.853414800145063e-05,-5.943386268211406e-05,2.1963428192649364e-05,4.110542882721102e-06,1.1951504251107539e-05
XLB,4.888107570695851e-06,7.254888936967145e-06,1.2392609714391556e-07,1.5065449435362457e-06,-1.9788967619510437e-06
XLRE,5.6932040721089406e-05,-0.000135840211378077,4.7619556687371635e-05,7.563464315722705e-06,2.747991603116616e-05
XLK,9.031642270153891e-05,-0.00022885041155950523,7.803434955545658e-05,1.024286064073585e-05,4.879175213147187e-05
VOX,2.8150549732926003e-05,-6.400641069139744e-05,2.288537682897704e-05,3.2723289106847864e-06,1.3988979656985719e-05
XLU,1.8867568197855425e-05,-4.937743633569944e-05,1.6037483789120468e-05,2.7533848276641546e-06,9.333156369023985e-06
GDX,3.606808547038959e-05,-7.351522681208789e-05,2.639634780777106e-05,4.3416146259831495e-06,1.6544590550322724e-05
GUNR,-1.633059050067019e-05,5.2131361073750935e-05,-1.6307787363296688e-05,-1.9650316640296994e-06,-1.0124474830448835e-05
IXUS,2.3090107726967904e-05,-4.4944777406934395e-05,1.7177540839851645e-05,2.879091424331694e-06,1.008335779518304e-05
IEFA,3.088686732578625e-05,-6.624200138755936e-05,2.406335734452472e-05,3.849132471723826e-06,1.4354025235745165e-05
EFA,2.9741560659067995e-05,-6.320069630284139e-05,2.3058151827638198e-05,3.7121900334036243e-06,1.3722382077077747e-05
VGK,3.0136769688363474e-05,-6.507013738626233e-05,2.3908807205540486e-05,3.761099909818971e-06,1.4064712974955914e-05
VWO,1.1818745228114776e-05,-1.3661809320975185e-05,7.292320447623006e-06,1.4551911478527939e-06,3.920481398012118e-06
IEMG,7.372873913907781e-06,-9.885405743191935e-07,3.021525453920623e-06,7.988754369165794e-07,1.5711275069770298e-06
SHV,6.011765351436599e-07,-1.4491246830623853e-06,5.107087463283982e-07,6.207091063050673e-08,3.247914053719166e-07
BIL,-1.751825601011309e-07,5.938290148208726e-07,-1.843823414279278e-07,-2.0617176493226814e-08,-1.1562011808389457e-07
GBIL,5.119060781215889e-07,-1.251313833615149e-06,4.54325678648667e-07,3.085067187120867e-08,3.0367680671856053e-07
SHY,8.96761770528293e-06,-2.2705635367268553e-05,7.713870369639598e-06,9.805976699202023e-07,4.91134775373833e-06
IEI,1.850590550173812e-05,-4.5860534694259346e-05,1.5719042941746113e-05,2.0506502877193037e-06,9.93219386309155e-06
IEF,2.3831734717788273e-05,-5.7899634519067763e-05,1.9952119795307366e-05,2.624854939807749e-06,1.263602297041051e-05
VGIT,1.9203534174799594e-05,-4.7233077096911205e-05,1.621990467089718e-05,2.123290908054148e-06,1.0260113406801375e-05
TLT,3.437780099218146e-05,-8.096777643541143e-05,2.8253647458342554e-05,3.6817039430783017e-06,1.797372898818547e-05
GOVT,1.882426511281204e-05,-4.5761654536795916e-05,1.579176061611171e-05,2.038313688922418e-06,1.004220729734889e-05
MUB,7.63053806909884e-06,-1.656741367030108e-05,5.831349279728128e-06,8.510435690325219e-07,3.7402308733488965e-06
SHM,3.462241946896321e-06,-8.050401201981069e-06,2.827517559154924e-06,3.954800360762329e-07,1.7474067160094055e-06
VCSH,1.2149837293979655e-05,-2.975003763555917e-05,1.0225373650148212e-05,1.3591487822138118e-06,6.452014614180221e-06
VCIT,2.1178932498276756e-05,-5.000112249667209e-05,1.7422698589513552e-05,2.3302117535691324e-06,1.1035238951891614e-05
VCLT,3.413285902814869e-05,-8.015410362664354e-05,2.7801560723828385e-05,3.802387999901784e-06,1.76004767667974e-05
LQD,2.6115894478658443e-05,-6.159149421490704e-05,2.138105981153168e-05,2.8984129286338758e-06,1.354196541653278e-05
HYG,1.843739586637679e-05,-4.2019757800845565e-05,1.4834832560061386e-05,2.2258658400298985e-06,9.071282818228469e-06
SHYG,1.4037063721861363e-05,-3.17972873801005e-05,1.1202154878937709e-05,1.7488508868042836e-06,6.787200544530019e-06
MBB,2.3096039729952283e-05,-5.5842958896065e-05,1.9315072701451488e-05,2.43147917488065e-06,1.2415425269868436e-05
VMBS,2.1418332789399943e-05,-5.10864289648593e-05,1.7778457986034434e-05,2.2164283267565378e-06,1.1485708402099314e-05
AGG,2.0740516808333312e-05,-5.021570205629711e-05,1.734623624563008e-05,2.2722731886760055e-06,1.0994271389974804e-05
BSV,1.2264670756894812e-05,-3.081172218507001e-05,1.0504756962418899e-05,1.34193512501242e-06,6.6770761512153145e-06
BIV,2.2125996955311846e-05,-5.358157387879317e-05,1.8506064993358943e-05,2.438128651974113e-06,1.1710746588697101e-05
BLV,3.284729849649006e-05,-7.692009726918412e-05,2.6832564660329975e-05,3.567576986646952e-06,1.7049219068951563e-05
BNDX,5.9440582524452955e-06,-1.209789778005748e-05,4.509065139832292e-06,6.145149787669862e-07,2.8793099185495197e-06
EMB,3.6035485312043905e-05,-8.768141966560228e-05,3.029716087338044e-05,4.089738928238383e-06,1.896409947565326e-05
GLD,5.602539452577607e-06,-1.5818413555469688e-06,1.6321984307528427e-06,1.0803098220775256e-06,4.7253317186872543e-07
SLV,2.2845276408951038e-05,-5.493813185941903e-05,1.8340235826706725e-05,2.998145704653932e-06,1.1292859392950617e-05
USO,1.3334530975183518e-05,-5.197575010477063e-05,1.597714393012238e-05,4.4466304019651014e-07,1.2032908192274502e-05
PDBC,1.3310845785298863e-05,-4.0864215425849204e-05,1.321743774119437e-05,8.856515604934581e-07,9.523254175581314e-06
VNQ,5.617612439808988e-05,-0.00013404449329195033,4.6994132053019416e-05,7.431762766168335e-06,2.7166998455318086e-05
VNQI,3.458631225306988e-05,-7.634066260419423e-05,2.7279226086708045e-05,4.093686250308263e-06,1.680404893289481e-05

key = 5

,0,1,2,3,4
DIA,-3.4195550915121607e-06,-5.076543309348027e-07,-1.4177741869209685e-06,9.503243849554008e-08,-3.247596387745218e-07
SPY,-2.4259836069851747e-05,6.0383998871189186e-05,-2.133038749606404e-05,-1.4686131067393618e-06,-1.116301224084477e-05
VO,-4.451310366668047e-06,3.0831557697734126e-06,-2.6337574689215972e-06,9.849780022421664e-07,9.28417445876916e-08
IJH,-1.3898391433981646e-06,-8.377158383053418e-06,8.399030755057655e-07,1.7038211785115842e-06,2.536850714334742e-06
QQQ,-4.236322882935202e-05,0.00011460962244245163,-3.9131260515320066e-05,-2.191086332611418e-06,-1.982838152412658e-05
IWF,-4.738265799084038e-05,0.00012619402088703355,-4.311931441934954e-05,-3.1272122536940048e-06,-2.279096351694523e-05
XLY,-1.8097842674799697e-05,5.286342907373857e-05,-1.8072659437734466e-05,6.736473365269283e-07,-6.664808924737021e-06
XLP,3.5762877831016514e-06,-2.3369681029528208e-05,6.454031571751615e-06,6.879563960720016e-08,3.285609571101289e-06
XLE,8.011828377441197e-06,-2.387047614393404e-05,8.497124572557292e-06,3.772771118745953e-07,3.830307392366628e-06
XLF,1.3885013978962834e-05,-4.612982874644698e-05,1.3842482667482909e-05,1.5131013326193644e-06,7.871710762831494e-06
XLV,-1.1940524956204231e-05,1.631496182059138e-05,-7.614171297374882e-06,-1.7570968008661157e-06,-5.224455585353645e-06
XLI,-1.9415466881125426e-06,-6.91013262338432e-06,5.310914736511068e-07,5.983643265056382e-07,1.0362464987874427e-06
XLB,1.5474176127023483e-05,-5.6716503172484734e-05,1.7105191292658125e-05,2.3220392722089225e-06,1.0675715096502594e-05
XLRE,-9.723632164100918e-06,1.6048802330535658e-05,-7.506859945989558e-06,2.404228464421742e-07,-3.0327263930819175e-06
XLK,-5.975589065411074e-05,0.00015851274683468435,-5.431961026432307e-05,-3.919657996048875e-06,-2.8834090781411328e-05
VOX,-1.7260960696682878e-05,4.25359530937917e-05,-1.4974424292636857e-05,-5.111068763553291e-07,-7.13491711605826e-06
XLU,-5.870440297578617e-06,7.196941833731014e-06,-3.5635578530255744e-06,-1.4847493859047672e-06,-3.4498987203924424e-06
GDX,-4.1219036517737056e-05,9.003481322343561e-05,-3.2194465975527265e-05,-3.604259088803881e-06,-1.841087669899294e-05
GUNR,2.3550778415642807e-06,-1.0493566118577871e-05,3.52859467502062e-06,6.074513367469132e-07,2.345265033878109e-06
IXUS,-1.5607976012330758e-05,3.3409309422437574e-05,-1.2179804311460224e-05,-4.116404341605558e-07,-5.877672622032741e-06
IEFA,-1.965964021295057e-05,4.293286271125323e-05,-1.563925148682141e-05,-9.635087182659186e-07,-8.04943108034807e-06
EFA,-1.863048089903432e-05,4.0316979766764544e-05,-1.4748590345720164e-05,-8.396062208127662e-07,-7.487491832418067e-06
VGK,-1.555689884246872e-05,3.522730443036007e-05,-1.2747196394363849e-05,-3.0663455679086164e-07,-6.094664489588798e-06
VWO,-1.1109612054107437e-05,2.440213278782139e-05,-8.551159647420255e-06,3.3031936509670187e-07,-3.5817086066389373e-06
IEMG,-1.244126041281166e-05,2.7235610658815434e-05,-9.500936258980785e-06,2.673998774333074e-07,-3.9245670455117556e-06
SHV,-4.686014262085543e-07,1.305720336975779e-06,-4.3853436231416515e-07,-1.4796396665584204e-08,-2.107183423590219e-07
BIL,7.0131996857453e-08,-2.64991938960322e-07,8.285041852909415e-08,1.462944669167849e-08,5.9584404479585643e-08
GBIL,1.8599765459072097e-07,-8.974807916967509e-08,2.949697436353622e-08,1.2952605666887202e-07,2.1777640243077473e-07
SHY,-7.305358398594561e-06,1.9348350832787313e-05,-6.585322558279494e-06,-5.31467976556666e-07,-3.5566318662147353e-06
IEI,-1.4088354956707335e-05,3.6755774170789056e-05,-1.2609418820078991e-05,-9.132993654935306e-07,-6.644072031942932e-06
IEF,-1.8475684125319415e-05,4.7425568573720055e-05,-1.637332520902931e-05,-1.1096281007712036e-06,-8.450968403102253e-06
VGIT,-1.4828157057600758e-05,3.842485214856854e-05,-1.321066436003216e-05,-9.450634771462112e-07,-6.9249219309562275e-06
TLT,-2.538672458448106e-05,6.487864821169351e-05,-2.2600034159410906e-05,-9.539934176704681e-07,-1.0666017896288773e-05
GOVT,-1.473099407471999e-05,3.8316065729531034e-05,-1.317941482422985e-05,-8.14564287694377e-07,-6.690770130353614e-06
MUB,-7.829304426122715e-06,1.803832152654121e-05,-6.4029895114707675e-06,-5.546800795161685e-07,-3.386526157548458e-06
SHM,-1.8042974874563933e-06,4.365036257502611e-06,-1.5805009349030866e-06,-2.3182852020230243e-08,-6.732291719231234e-07
VCSH,-9.666119704770012e-06,2.4786901097196988e-05,-8.526435687042214e-06,-6.675165945880919e-07,-4.5646794089390906e-06
VCIT,-1.7691631183881386e-05,4.474729023429007e-05,-1.5459689762334813e-05,-1.051810543281464e-06,-8.001705056826773e-06
VCLT,-2.7414599535859535e-05,6.727807673925024e-05,-2.3577373377667155e-05,-1.6593900927867898e-06,-1.2096780451484178e-05
LQD,-2.1591392039080555e-05,5.368825680489593e-05,-1.868095441834979e-05,-1.3438911791296463e-06,-9.700351979884416e-06
HYG,-1.3953038715322638e-05,3.2745212798495295e-05,-1.1552770790204592e-05,-9.947133548294457e-07,-6.3522082428565155e-06
SHYG,-1.0435895298865713e-05,2.3518043297232855e-05,-8.404672802246803e-06,-8.48089647252415e-07,-4.788793290826689e-06
MBB,-2.047901870203122e-05,5.3685207833627964e-05,-1.832475609348432e-05,-1.1920269689382078e-06,-9.416088692674372e-06
VMBS,-2.0188377753317525e-05,5.296977455221776e-05,-1.803625910623498e-05,-1.140834211327334e-06,-9.232106709559785e-06
AGG,-1.623935763117428e-05,4.184674199538883e-05,-1.442260017622984e-05,-9.421835719168273e-07,-7.4040355782082565e-06
BSV,-9.782238259378814e-06,2.5843570317958722e-05,-8.813845327274117e-06,-6.73347251461942e-07,-4.7009508177320814e-06
BIV,-1.7362784308341767e-05,4.462052530522134e-05,-1.5379806825232333e-05,-1.043026438878015e-06,-7.96255367768407e-06
BLV,-2.582070053141165e-05,6.488156454968267e-05,-2.2616344325821285e-05,-1.2477930782349612e-06,-1.1126363326641232e-05
BNDX,-5.681379651294198e-06,1.4020374753947617e-05,-4.875665291488009e-06,-1.424494455367506e-07,-2.235703278868004e-06
EMB,-2.7424548044354415e-05,7.020000138114228e-05,-2.4161052931802633e-05,-1.835155797534597e-06,-1.2934590850620417e-05
GLD,-8.452406344503037e-06,8.257678449960924e-06,-4.054352088476965e-06,-1.0491275741241677e-06,-3.0268068830733607e-06
SLV,-2.2198378844943477e-05,4.7764107143778806e-05,-1.715270317843763e-05,-2.9963161570570753e-06,-1.1405843272003336e-05
USO,-3.5984659619955926e-05,0.0001157967614401375,-3.614828135820064e-05,-3.795095099002889e-06,-2.1678461614974376e-05
PDBC,-2.8460490504996773e-05,8.432407655741938e-05,-2.7010469750289876e-05,-2.7930926363113417e-06,-1.5918871679777024e-05
VNQ,-9.903212948648405e-06,1.6935996725332864e-05,-7.75491155568845e-06,2.586663114259259e-07,-3.0975646621556526e-06
VNQI,-2.910175102804074e-05,6.829472229237539e-05,-2.402671998522578e-05,-1.934368096597843e-06,-1.2970289988687798e-05

key = 6

,0,1,2,3,4
DIA,7.897587066247907e-06,-3.0130559981973302e-05,7.353171790950976e-06,-8.059719611544036e-08,-2.694064944845117e-07
SPY,6.010541432344589e-06,-2.1080085130754088e-05,5.087713902008097e-06,-1.6846862319816704e-07,-2.4961597137545367e-06
VO,3.7481329804318538e-06,-1.2758201143927302e-05,1.3487899123176445e-06,2.4814600681658923e-07,-5.1928164048479125e-06
IJH,5.614143329431409e-06,-1.573048557013622e-05,1.7398497440224454e-06,7.55620623316706e-07,-6.141726889177475e-06
QQQ,-4.6431435800229594e-06,1.0861215680149548e-05,-5.374563299013099e-06,-1.060314694898073e-06,-1.132896268273236e-05
IWF,3.3439931293291808e-06,-1.195458369074342e-05,2.3357286130991116e-06,-5.497000724286659e-07,-6.279435076233305e-06
XLY,-2.45851915045983e-05,6.614358425046011e-05,-2.3792831763861317e-05,-2.3848981771533298e-06,-2.1936878607756063e-05
XLP,1.8015772744668875e-05,-5.269936327644359e-05,1.575918477523155e-05,1.4134360700082968e-06,6.838875749774823e-06
XLE,1.4052293143933315e-05,-2.5269023674512916e-05,9.96811220371595e-06,2.714159369836472e-06,9.776554688199082e-06
XLF,5.1898635632004945e-06,-2.464706515694487e-05,5.402993046936005e-06,-2.822636604392451e-07,6.908354204768815e-07
XLV,2.383464773873681e-05,-8.006732858719159e-05,2.3574514667207257e-05,5.139644102552807e-07,9.300967480371544e-06
XLI,1.1865716838382667e-05,-3.6660678643024336e-05,9.320684106522675e-06,8.035963193202032e-07,5.018592703830377e-07
XLB,9.970723478414182e-06,-2.94349875007988e-05,6.7160995323751724e-06,1.1378157553545282e-06,-5.638777010864045e-07
XLRE,5.99407127252129e-06,-2.7070756707004416e-05,5.1706231475692e-06,-4.771202228589849e-07,-4.02305709113323e-06
XLK,6.471996763564107e-06,-2.150245401833202e-05,4.874413830695924e-06,-5.05297134962221e-07,-6.7375636527334276e-06
VOX,2.620954026795781e-06,-5.494072668309126e-06,5.06207035566446e-07,2.9933181789946105e-07,-4.4329546974156815e-06
XLU,1.8341626998600825e-05,-6.038658569761638e-05,1.866810075220228e-05,4.957483143008079e-07,1.01485180035719e-05
GDX,4.245721018746579e-05,-0.00011221175573541252,3.518640817914257e-05,3.8041219694121295e-06,1.3899147764061295e-05
GUNR,7.291562462965281e-06,-9.814696635276769e-06,3.627386958295035e-06,1.802330318665467e-06,2.1011147518080876e-06
IXUS,1.3044159018225234e-05,-2.9702508315374257e-05,8.513775065183583e-06,1.7381198079293306e-06,6.212245288287424e-07
IEFA,1.574755229265706e-05,-4.059027918173526e-05,1.1728969717567957e-05,1.556791490000159e-06,1.856142971958651e-06
EFA,1.4848246839984146e-05,-3.812821707210742e-05,1.0903728253148322e-05,1.4930496768085225e-06,1.3667382073380813e-06
VGK,9.472312171227702e-06,-2.1409941943462754e-05,5.666508913312382e-06,1.2626153093195577e-06,-1.0635119238112136e-06
VWO,1.0567478592523956e-05,-1.421182813261782e-05,4.4109647482123e-06,2.4832071977373235e-06,-8.225329171272805e-08
IEMG,1.0407410156267818e-05,-1.3092233485709226e-05,4.042642569161642e-06,2.528369223437074e-06,-8.406577517580054e-07
SHV,-1.2304703127438233e-07,4.376395389863549e-07,-1.5485127186835493e-07,-5.104101460760258e-09,-1.806071810033995e-07
BIL,1.5755523613607865e-08,8.06516654070333e-09,-1.2395387410783635e-08,9.161376894853566e-09,-3.707262946263559e-08
GBIL,-2.1593661992884866e-06,5.553582029353667e-06,-1.9375808794506716e-06,-2.1963426018612663e-07,-1.493263154695604e-06
SHY,1.3313774622771615e-06,-3.6690116372473803e-06,1.0528721752783012e-06,2.5668649612762772e-08,-3.6594419593099777e-07
IEI,2.174546624490865e-06,-6.1968855126631394e-06,1.5416414930541509e-06,1.0710028071222559e-08,-1.4790454250448625e-06
IEF,2.4839875904431472e-06,-7.418620012742791e-06,1.5941106855097637e-06,-3.437241835496573e-08,-2.742480779280905e-06
VGIT,2.3568377747335107e-06,-6.744164435770338e-06,1.651265009259789e-06,1.7464612852874424e-08,-1.6682643708437976e-06
TLT,-3.840453287774884e-06,8.388386261202493e-06,-4.654492229124993e-06,-7.683979300385623e-07,-1.0066389760175564e-05
GOVT,5.775471833720092e-07,-1.8782947782171784e-06,-4.827897944842681e-08,-1.3045020715402118e-07,-3.064722663508315e-06
MUB,4.370895681409434e-06,-1.2180421888918666e-05,3.540805502971118e-06,2.9587533340454446e-07,3.106353847370584e-07
SHM,-5.628848178190087e-07,1.0077030194447007e-06,-5.863132583684559e-07,-1.1279644232194247e-07,-1.1172796603311672e-06
VCSH,2.7143220415811343e-06,-7.33967744360614e-06,2.1002284708180034e-06,1.4292289973465123e-07,-3.037044790469476e-07
VCIT,4.176472965605617e-06,-1.0654178889869315e-05,2.7767243448041123e-06,2.75620103567295e-07,-1.7809406345772955e-06
VCLT,6.842349773490691e-06,-2.0698193888630714e-05,5.137354967114866e-06,1.4882311218739475e-07,-3.3219056637480464e-06
LQD,5.870203641516601e-06,-1.640809170932154e-05,4.3283870742515e-06,2.7495576622745367e-07,-1.9115068332595118e-06
HYG,1.0177862301417893e-05,-2.650786841649836e-05,8.096429699079405e-06,9.175912049714234e-07,2.4177773214223084e-06
SHYG,9.915126728785334e-06,-2.651737233269828e-05,8.209699102295818e-06,8.510291258610207e-07,3.157310009842986e-06
MBB,1.659579351263313e-06,-3.4113135060513966e-06,4.939843302177097e-07,4.3339550344620693e-08,-3.391615273097892e-06
VMBS,1.7764571602549504e-06,-2.7938015238968435e-06,3.8733408215172335e-07,1.5587248764920883e-07,-3.3293316785359385e-06
AGG,1.8672101355553691e-06,-5.30196410775334e-06,1.0254356259587027e-06,-2.0333780626188517e-08,-2.6330592187913735e-06
BSV,1.4671633157400916e-06,-4.07271822685272e-06,1.0845957075135738e-06,8.181973289516579e-09,-8.197941113953724e-07
BIV,2.721478109532179e-06,-7.519216307888998e-06,1.7414466505291345e-06,5.459618402407649e-08,-2.304134982172261e-06
BLV,1.3393383148116199e-06,-4.918823389708242e-06,-4.129775208876187e-08,-2.3689643603634256e-07,-6.603027400622809e-06
BNDX,3.8468949240454563e-07,2.588657626980069e-07,-4.216275444663614e-07,1.3435518758142277e-07,-1.8516846105176166e-06
EMB,8.599438545206218e-06,-2.2346236225636497e-05,6.474453747167297e-06,5.905854207360245e-07,-4.6928007695903785e-07
GLD,2.7977593157278093e-05,-7.440111112544127e-05,2.35005612220778e-05,2.705655595342922e-06,1.1786786680217149e-05
SLV,3.24885795948421e-05,-9.1511840074172e-05,2.9570537969114466e-05,2.3257435046863087e-06,1.6167661232643685e-05
USO,1.0525112707957435e-06,1.4815545998767087e-05,-1.1050570589057115e-07,1.1549259515743419e-06,6.2349475446604145e-06
PDBC,7.206632457276648e-06,-7.985601782862825e-06,5.15451328729965e-06,1.3384641174887238e-06,5.440695546731623e-06
VNQ,4.993213841347297e-06,-2.413497338434027e-05,4.245442807726896e-06,-5.499297207130123e-07,-4.615111936956165e-06
VNQI,2.0127861590339766e-05,-5.0688964935269206e-05,1.5447520681652294e-05,1.990615687637216e-06,3.9386370203528975e-06

key = 7

,0,1,2,3,4
DIA,1.2465920081114708e-05,-4.194403069551324e-05,1.4187534757303563e-05,-1.8386958425410171e-06,7.939714299398465e-06
SPY,7.890957520636253e-06,-3.245070760186054e-05,1.0651005723590312e-05,-2.4661401934811804e-06,5.270427390952043e-06
VO,4.808565016705314e-08,-1.379869629252103e-05,4.294335782765388e-06,-4.278687967376065e-06,-1.438399223647687e-07
IJH,-5.953637894481805e-06,-4.981278206257778e-07,-1.5872997704408763e-07,-5.936466515053861e-06,-3.722972964218819e-06
QQQ,1.0415405982070735e-05,-4.303655736445316e-05,1.3945406864651632e-05,-3.433862840077597e-06,5.741727041267428e-06
IWF,9.374394241073324e-06,-3.9881485379027376e-05,1.2979372843383197e-05,-3.1695165314071457e-06,6.11739959695095e-06
XLY,1.8095979817494696e-05,-5.84826068393741e-05,1.945854431390945e-05,-2.626921049781461e-06,7.876279046841027e-06
XLP,1.0357986514090796e-06,-4.881070621194344e-06,2.507455046379265e-06,-1.83427218913635e-06,2.366596354317805e-06
XLE,-3.55021777414719e-05,9.766897215679425e-05,-3.2876911367599235e-05,-1.8582365833009056e-06,-1.9636323525523184e-05
XLF,1.0944519111683666e-05,-3.743383072370959e-05,1.2204034481294165e-05,-1.067214446895525e-06,6.488853975432302e-06
XLV,2.0819291752994483e-05,-6.29968329802109e-05,2.1769921039749552e-05,-7.696115729676396e-07,1.488718922989154e-05
XLI,1.7877158326525822e-07,-1.1987503705872792e-05,3.96859239189817e-06,-3.6992699555599255e-06,8.809490523589464e-07
XLB,-3.1268188671020935e-06,-6.497677023653318e-08,4.0079503595985745e-07,-4.1105541558638244e-06,-1.5158525261664933e-06
XLRE,1.3813986278992343e-05,-5.373120215511406e-05,1.7482194624608543e-05,-3.382535716332965e-06,8.296747963910765e-06
XLK,9.120073277640948e-06,-4.510030629962069e-05,1.4371378906156957e-05,-4.379155509591378e-06,6.276608880736075e-06
VOX,-2.7035613161068237e-06,-1.956372564939066e-06,5.421116382845326e-07,-3.2695160682357446e-06,-1.473844729579332e-06
XLU,1.086209378389712e-05,-3.228587563047475e-05,1.097288843604353e-05,5.405951890004961e-07,8.47756231252061e-06
GDX,-1.923278041394196e-05,3.809910437317832e-05,-1.1987096518981e-05,-6.497184375353428e-06,-6.764582107771108e-06
GUNR,-2.221246860121312e-05,5.921228216997307e-05,-1.9580412392118696e-05,-2.7441762861530547e-06,-1.254692967175016e-05
IXUS,-1.7014412221125192e-05,3.506844106434377e-05,-1.181824967880764e-05,-4.9138293169330715e-06,-8.960473277848807e-06
IEFA,-1.0783437258459062e-05,1.7412698317678143e-05,-5.84430010181368e-06,-4.577225489068917e-06,-4.915164579868181e-06
EFA,-1.036299340088216e-05,1.649965358090146e-05,-5.522633451701203e-06,-4.540354460727231e-06,-4.774436730739392e-06
VGK,-1.409795555585821e-05,2.6147504968470988e-05,-9.102448949583794e-06,-4.582806849125892e-06,-7.645243169948408e-06
VWO,-3.521481007740109e-05,8.461794821140938e-05,-2.8750276943504473e-05,-5.972471963306095e-06,-2.0120209071288687e-05
IEMG,-3.4246860768893314e-05,8.290752115805967e-05,-2.7905488971582088e-05,-6.14122559620068e-06,-1.9521326801317946e-05
SHV,-8.763607586605062e-08,6.38192548661283e-08,-2.857343424925161e-08,-6.014237764845629e-08,-6.575878255567499e-08
BIL,-6.569608293569766e-08,1.6797333496905078e-07,-4.7872826713239486e-08,-2.9153158267378623e-08,-4.01908264080889e-08
GBIL,1.9985877763658805e-06,-5.454817043229977e-06,1.8487926583469536e-06,1.935901455064383e-08,9.407427003645908e-07
SHY,3.2132322185544404e-07,-2.86146418783001e-06,9.127503065177126e-07,-4.923521747249005e-07,3.75890433531745e-07
IEI,1.3566185594024422e-06,-8.111277673570805e-06,2.6588488458000746e-06,-1.1957733623267626e-06,1.0853922754278228e-06
IEF,3.309739069946556e-06,-1.4902949506057784e-05,5.031851570611715e-06,-1.7490295455468432e-06,2.2747150247572956e-06
VGIT,1.684611107474755e-06,-9.24331392673213e-06,3.069599927143545e-06,-1.313300524553508e-06,1.2984875143744304e-06
TLT,1.2750598579912578e-05,-4.3473947138083026e-05,1.4883184806738715e-05,-2.8743106379906983e-06,7.1288111581838835e-06
GOVT,3.054243797900658e-06,-1.2943471133481882e-05,4.365314037299268e-06,-1.394034062186154e-06,1.907141831656759e-06
MUB,6.166606677177604e-07,-4.05144036179169e-06,1.5502495544452096e-06,-1.002640115125405e-06,8.546986391975343e-07
SHM,1.8385410325532892e-06,-5.909130166496375e-06,2.013304163705752e-06,-2.672699916116666e-07,1.0132855487212365e-06
VCSH,-1.8535597928211357e-07,-2.567299646206011e-06,8.300506578511341e-07,-9.002367720646386e-07,2.1413946369084687e-07
VCIT,-4.065008314591515e-07,-4.82585708133695e-06,1.6633886352079332e-06,-2.0427771289939137e-06,2.346847712609625e-07
VCLT,6.939674415571128e-06,-2.7862933306589075e-05,9.672310579791013e-06,-2.9799319402692416e-06,4.89334516338306e-06
