
key = model_output

dfs_prederr

key = dfs_prederr

,0,asof
0,26.644404282888868,2024-12-27
1,29.079273081353893,2024-12-27
2,17.75790794299812,2024-12-27
3,36.6598930068691,2024-12-27
4,38.37347927497604,2024-12-27


