
key = model_output

forecast

key = vts_forecast_que

key = 2021-07-09

,1,2,3,4,5,6,7,8,9,10,11,12,13
DIA,0.01435196475297263,0.018112359572744312,0.016127479590989986,0.03089044962366943,0.03101412639911908,0.043603241028320174,0.04617528269446352,0.045710912243082595,0.06331413216906512,0.060696517932698986,0.06999418107698582,0.074987890314714,0.07851952815120633
SPY,0.012294679700402386,0.018307930994275995,0.01620693501930211,0.03150839683552924,0.03168224619355761,0.04470614166871158,0.04779387529327867,0.04880956894343657,0.06502099405747513,0.06430003542966502,0.0729427311648128,0.07925325597577425,0.08276048098275889
VO,0.014064035371914044,0.02157640545416035,0.018697819853995906,0.03630136386759515,0.0359404324964402,0.051664908280508653,0.05439370531325631,0.056720703557009824,0.07409713741249752,0.07370950258461666,0.08364550790858369,0.09071972479946852,0.09512849270235425
IJH,0.018381199393774684,0.025948818943615684,0.022286666992416153,0.04378812945105559,0.04258437191702952,0.06027207723430656,0.0649164009425151,0.06523571831937011,0.0877749030318313,0.08551869595269967,0.09769413800839169,0.10607351014581312,0.11053312599647194
QQQ,0.011265237080466589,0.016568869146658543,0.014705882231617364,0.029720081873203897,0.029562368534432764,0.04298344523909191,0.04540445002114711,0.045729263487210785,0.062384150457454324,0.06104699271754649,0.07001660490953968,0.07514149142568799,0.07888212691700305
IWF,0.010869604490895135,0.017008793583218003,0.014774230514576846,0.029897869000161895,0.02985877598891297,0.04353296448615245,0.045605689494452546,0.04640971474487066,0.0633483621615455,0.0614822682033405,0.07100357320487512,0.07629688795056909,0.07974496032473867
XLY,0.01308392963592777,0.018437949219401617,0.015384234090171494,0.03247066218229,0.02965879578102686,0.045323447504328304,0.046459390711783954,0.047330022018999864,0.06497998860315068,0.061897162560633504,0.07154262338754556,0.07794904324859421,0.07954598615219705
XLP,0.005914776905424692,0.00962301475681787,0.007480596291202601,0.016263846545098132,0.016473190219461538,0.024028646789703997,0.024795639010891008,0.02522428275386883,0.034446493672132567,0.03408276532819106,0.03863411531410142,0.04162992165820156,0.04373434375115237
XLE,0.06790079913079985,0.06254940656970265,0.058829232423727666,0.08299270899729551,0.062051747420287746,0.11413550524996449,0.10262268613048625,0.08077252355572852,0.1465822559187932,0.11950258414379583,0.12324632099647637,0.1558275748736836,0.14106071337998324
XLF,0.01908773105446917,0.02407458252693652,0.02673427997402658,0.044959696804249646,0.04513256498333413,0.06388963571299484,0.0677751017158688,0.0707642414520085,0.09254927344259913,0.09089955519668305,0.10405641130086266,0.11339669063623475,0.11763835254045894
XLV,0.007408505668735407,0.01594526877643173,0.010242780020204716,0.024504755246996253,0.02381546856793161,0.0342628108423323,0.03758179967995309,0.03726349935089488,0.05036765664306079,0.05056974363393367,0.055803911208940814,0.06202896873348862,0.0645155392013678
XLI,0.017026960379611347,0.023546397833707766,0.024122052333922363,0.040289238916056416,0.042639773597937684,0.058716270516904326,0.06302595054223883,0.06561933897554136,0.08552571590800903,0.08433189160374224,0.09705930871124453,0.10399081376456709,0.1104284626171268
XLB,0.017556441108099126,0.023501615350572637,0.02007910775095883,0.03924565519735936,0.036402290171506105,0.053709684127322924,0.057471314272537155,0.056586883484361195,0.07792405681695361,0.07399154680941775,0.08568040432329209,0.09265879353459283,0.09643715284205324
XLRE,0.00787632039421671,0.0128554869337488,0.01333018577399532,0.026663964214152038,0.030005596922054435,0.038170731995698946,0.04074223951892015,0.0438812150715035,0.05644840313644753,0.05955258405969045,0.0653530913018568,0.0711988175620247,0.07545787133089946
XLK,0.01376822536291443,0.018278108558647692,0.015070676909028524,0.031063188601509865,0.03830443684069269,0.047283620355084606,0.04966083637288677,0.05229094681474861,0.0713634797560637,0.06591312771951569,0.07712080920929551,0.08386400572909507,0.08805369797877996
VOX,0.014571225050660754,0.018964219749467284,0.01883220723562981,0.03612374086642463,0.03639346552070803,0.051160288255153445,0.05435674623675551,0.056434674231461805,0.07458582066081751,0.07385751213638192,0.08410126372106747,0.09154616120512707,0.09456740444578388
XLU,-0.005436925803206956,0.00517442524480442,-0.0010782099743606825,0.005865287303211009,0.010620633484508379,0.011228251427023835,0.017484840532357344,0.011774684382616241,0.02396986498099786,0.022738513639275572,0.02367794534679087,0.030792311797718665,0.026264497497235348
GDX,0.018357761336673068,0.008114069887073309,-0.0017424611866940776,0.0021545367713878437,-0.007304589502866045,0.01285374402157962,-0.013365773850206035,-0.014786335109397966,0.0015345275251547798,-0.017450118185580205,-0.011449897870218346,-0.02145327868014012,-0.017119895905735132
GUNR,0.01764141132006997,0.022239628788491478,0.018394348182265628,0.03787615057009701,0.03404656851236773,0.05073667138329286,0.053642752045284375,0.051652594654841254,0.07351005192572174,0.06889877515075526,0.07904820641894039,0.08661137735805853,0.08854592786204606
IXUS,0.010163692287287076,0.017594030937647283,0.011758437568267105,0.02795121635690318,0.025878862155244146,0.03834091636599744,0.04150337048913664,0.03994041183930933,0.05638346383799945,0.05421229177488234,0.061384773857664894,0.06740982972419796,0.06963933923701335
IEFA,0.010421326438038413,0.019045071841097293,0.011522818585961655,0.02888116821767492,0.026655555783320257,0.0382492493493885,0.04301010897554347,0.03976685845544038,0.05705113051151767,0.055148318836615584,0.061477902853650006,0.06815998432974975,0.07029743627761782
EFA,0.009346009579107565,0.017872918581556083,0.010614044548697844,0.027091015182881786,0.025256744679834225,0.03623680029860116,0.04061733593088515,0.03782035229999785,0.05405994261630457,0.05243791908898254,0.058553935038216126,0.06469699675098764,0.06691796287820234
VGK,0.014499243496698115,0.021265927988525637,0.013631053031999168,0.033461433176757024,0.029356796057976108,0.043781210647787616,0.04730930933818191,0.044150154985130245,0.06398422938161288,0.06023752426344335,0.0679566128485818,0.07561121214602881,0.07656797106840176
VWO,0.00783848317432023,0.01693336289043955,0.00920295842165706,0.02332674752462337,0.02124496433303153,0.03220726980694258,0.03529617358321483,0.03233947531208748,0.04713507632026111,0.04518863194335441,0.05062375986567653,0.056120301401578795,0.057230226308328525
IEMG,0.009307771486263348,0.01846873292189927,0.010605736654271985,0.026787366931283765,0.02420600365624541,0.03573831978561057,0.03983003434712083,0.03675733971925105,0.052889130327716166,0.0509905981214947,0.05658677653376899,0.06350307025340227,0.0643477756180687
SHV,2.6810113698675884e-05,2.243700551675032e-06,3.989002579682351e-05,1.3960251283980015e-05,3.239780954751693e-05,2.481562821922047e-05,2.9546563288653394e-05,4.156296449392754e-05,2.988349402776424e-05,4.3820997095633934e-05,3.604341883151573e-05,5.187482600378381e-05,4.3106981962535756e-05
BIL,-6.590411722086145e-05,-7.67026242703358e-05,-6.05364062194338e-05,-8.66339031706986e-05,-0.00011888392507744151,-0.00011819358489671214,-0.00013538465140308328,-0.0001274642440804306,-0.00019116340772416102,-0.00015614904016520505,-0.0001877059390057331,-0.0002160032371527515,-0.00020943968311901178
GBIL,-3.10766148011927e-05,-2.3597962764919303e-05,-1.4682809729653455e-05,-3.991187759774685e-05,-1.5830270242078958e-05,-3.8845898566602376e-05,-4.144045796843627e-05,-2.9010617490761023e-05,-5.5060477110242595e-05,-4.075633651373001e-05,-4.1994800548752334e-05,-5.853435356736883e-05,-4.712020001055335e-05
SHY,3.758719866453872e-05,-3.171110923423308e-05,4.887585523242109e-05,-1.3314836725360183e-05,3.5506761278545914e-05,5.296443881450779e-05,2.6171399851848454e-05,3.8640684350332516e-05,7.490929739872466e-05,2.734073132696545e-05,0.00010841662503700741,5.776952178223081e-05,6.671325294793726e-05
IEI,2.562020167282624e-05,-0.0007154194286161837,-0.0003651664827413677,-0.00100982402794689,-0.0009544022655042768,-0.0011394153657457496,-0.0015368757976083162,-0.0016897771733510646,-0.001732819983712083,-0.002257798480009848,-0.0020558532710079004,-0.0025940657874919,-0.00277319759657883
IEF,0.0021178497588069086,0.003008732511808063,0.006236002253526957,0.007387936454448682,0.009520247803520818,0.011893875900280607,0.013091044743862353,0.015374443833671734,0.01757067054835236,0.018440124875940555,0.021630218047799327,0.02232151548799076,0.024613547991297134
VGIT,0.0003976154847308914,1.6059099283780866e-05,0.0006943502021624186,0.00048216715810398306,0.0005811990657566908,0.000978535773263409,0.0004587764614907083,0.0006612898350721539,0.0007999426741789831,0.00016958152898768127,0.0007714530087919742,3.234675374693785e-05,0.00011411819103142068
TLT,-0.0025790059863680854,-0.004520052413221839,-0.004414002245528731,-0.008184306100417676,-0.009735477488789732,-0.012838579057198327,-0.013858346212117458,-0.015994040570365,-0.017852683220272267,-0.021670350249400297,-0.020928526603348287,-0.02536560251974213,-0.025899337125062906
GOVT,0.00012686399943396046,-0.0002358626006670216,0.0007715155784351968,1.4293499163938231e-05,4.867872090716233e-05,-0.00011562266853523613,-0.0007144450073362479,-0.0008624989770589203,-0.0011262300901041839,-0.0022942251084626885,-0.0016607629470600056,-0.0031761226169592545,-0.0030625714934128276
MUB,-0.0007474461580068462,-0.0009307014174239284,0.00020068243061946466,0.0026196460480311236,0.00520282888324804,0.007446904061823306,0.0076577623459316655,0.007202129922037653,0.006745353544291375,0.00540608941877406,0.00565129039408424,0.0060862989199155235,0.008428376100989579
SHM,0.00011846995455877112,-0.0003233657821954265,-0.001005066293158941,-0.00022987572032747512,0.0005097933107605952,0.001315944829828863,0.001373739646553582,0.0009145199070150846,0.0014417134370225343,0.0011056016582939472,0.00096632863486967,0.0005424385376589497,0.0005506090933357151
VCSH,0.0004972760233658766,0.0010610482009825624,0.0012230794987720596,0.0019507099159731401,0.0020721911158704327,0.0029599124737871066,0.0031795769865718255,0.0034827139241657293,0.004283621253656863,0.004223160931553518,0.0049842577214335455,0.005210361599568663,0.005646720591871913
VCIT,0.0011455837503951552,0.002413777669425359,0.0031873057785155308,0.0047567412167882454,0.005363584463915696,0.007536605900760083,0.008321641223569778,0.00897285661760894,0.011190690001392264,0.010667081084817953,0.012928587937003636,0.013106520740254389,0.014423675833963711
VCLT,0.0067603417133424585,0.012328592029504874,0.020159888694465222,0.024757515446825536,0.02966259877418611,0.03647393848020741,0.04017428914874799,0.0439559765168966,0.04917225616804873,0.0483165215984155,0.0549256714392144,0.054286410160676056,0.05765426691837652
LQD,0.0004595019113372603,0.001370283736957947,0.00021022111726286242,0.0018321664475819384,-0.00033879892126947755,0.002981078085842825,0.0011133287194189613,0.00249953021294363,0.0029571504492776693,0.0017363151826493032,0.0036686948264075215,0.0028278632351928833,0.0037702034806622537
HYG,0.0027234537554399916,0.005589975239165634,0.005557580821835053,0.009516928341412148,0.009737543272229544,0.013657771589083632,0.01557862184316541,0.016254136398890118,0.020762201335997946,0.020519227899705804,0.02378108819830071,0.02566838054584476,0.027504874836168425
