
key = model_output

diff_score

key = diff_score_dict

key = diff_fit_variance_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
HYG,-0.015341430432257296,0.01221969358588034,0.05133762143311632,0.05311647694419926,0.037693665237406596,0.030371886136327263,0.019324349729420338,0.016534805646141685,0.0011528504155673257,-0.005052775034139645,0.008338051128788623,0.008722161370054899,0.007473363838237989,0.0016838907167790547,0.0029006259911018395,-0.010034603507498206,-0.024983668440929394,-0.041605950826141457,-0.058173763821763605,-0.05519147903403538,-0.06417442782058622,-0.0742450537787908,-0.04394824519117442,0.002086019072977138,-0.006504534437329652,-0.003306416159874618
SHYG,-0.009757281129553787,0.033255916760401204,0.06507810280033662,0.07151617565550696,0.056058425303196865,0.04966094276954326,0.038822667843889914,0.03620275071077951,0.02207951771400426,0.016051383592069295,0.042539404624831224,0.050456354140366866,0.04755761347031343,0.03839221294911942,0.03850532167953442,0.023706806049855058,0.008279490752653471,-0.009005010111820092,-0.025608296532709053,-0.020179949852518118,-0.030374812375293284,-0.04336264763624282,-0.018785491807447294,0.015365105466521657,0.0067620216430652426,0.008818284201265585
MBB,-0.02005609930543816,-0.010288279866437513,-0.019588622919258874,-0.03721789400734061,-0.04475733547538174,-0.01429377344379718,-0.02342379022564553,-0.03870866513584913,-0.05419053729066401,-0.053695165933172154,-0.04152320076706039,-0.03983596772975831,-0.015819548726948365,-0.029526253029602198,-0.04337810958911304,-0.06228648047354272,-0.07870580118421971,-0.08064513212107956,-0.09722507424657213,-0.11276789741235685,-0.12673188817099917,-0.13921781967856234,-0.1281477489099584,-0.10081476231477633,-0.10576038229015576,-0.09781303514463065
VMBS,-0.021572279762857787,-0.014695668620510954,-0.025086793866470884,-0.03916071693278831,-0.046050931046097275,-0.020945536387140144,-0.028575601931776443,-0.04445270211136601,-0.0595993576351438,-0.05806572685304424,-0.047638619615170574,-0.05032162429481346,-0.023143799487093865,-0.03560615785409257,-0.047906897754281315,-0.06842942177065987,-0.07717821848673194,-0.07395475178105161,-0.08986210301970692,-0.10467331251441987,-0.11882667450887452,-0.13180730664204063,-0.1212818213686785,-0.10457004971711242,-0.11021329327707334,-0.10058977715275842
AGG,-0.007973178414594956,0.0031891571667375315,-0.006191585647463668,-0.022414296845825552,-0.029255018249105633,0.00022003530436515262,-0.0021503198433717643,-0.019873152108037202,-0.03618440728843496,-0.02458790304924597,0.0035727632251842667,0.0019327734957500602,0.04608265064975921,0.0413386098805439,0.03687866373438368,0.01954105627220133,0.003378946372069834,0.010328494376111401,-0.005250922055074858,-0.017958609239770787,-0.02780360985428107,-0.038907716323326305,-0.0046823096499944835,0.016953630176588783,0.008277691583935175,0.02016855481988395
BSV,-0.01869125189754664,-0.007863467234578349,-0.012280333545997824,-0.019615059524243517,-0.028707763912303338,-0.013655063644142743,-0.013358159908487485,-0.026260118669280748,-0.04056372978424295,-0.03938391235765521,-0.009943288767769587,-0.011384109691832445,0.035984345205934576,0.02821474873779772,0.030301159788209724,0.0225856774797485,0.0063756621692010055,0.009291284693613478,-0.005141067355283955,-0.009558599094262196,-0.018232443634209786,-0.026328239109376584,0.008653333859182821,0.04032079739152518,0.03176069930040223,0.045358793590319614
BIV,-0.009434668514785898,0.007043896403339516,-0.0030497234031824846,-0.01738519844006093,-0.02237650171944958,0.014087374964775988,0.007348547730966718,-0.009426030480614467,-0.0251670394170086,-0.018698614286319564,0.008898053646703518,0.011278125212972907,0.05999102190247875,0.04771991645817419,0.0365669150188112,0.019382010082637735,0.0019922963433779976,0.004588695787476173,-0.011808337143051378,-0.024826129339044926,-0.033748327571342704,-0.04402893855731003,0.002079062811895562,0.027741386166993683,0.01895507218013893,0.027701846273019887
BLV,-0.008399696866379681,0.0018256364720431368,-0.010145106278173556,-0.025391599437426342,-0.030933442629298827,-0.009510711625337148,-0.011729585391540332,-0.029367887836568116,-0.04394338863436195,-0.029927448037676864,-0.009011415152627803,-0.011791153933774555,0.03645921532879896,0.03195495637329042,0.024625523689196075,0.009308222438518884,-0.007400457249672704,-0.0015229385389523731,-0.016122608433185012,-0.03199532477934376,-0.039760903176080054,-0.046601110617703105,-0.005181950379306414,0.01973032379113042,0.011987414201776724,0.02125909113690175
BNDX,-0.006237958998157833,-0.00244192180944553,-0.012282554978873584,0.03728138311972292,0.05874378398548995,0.07376103726668945,0.06635480348989256,0.04684473244220188,0.04129057634270461,0.05741715766474686,0.13645199207877717,0.12886989083609987,0.1714715496940197,0.15701360279061186,0.14082688348748396,0.12046324249247262,0.10654355136524994,0.10566132553546462,0.09237125715345437,0.07842663735852272,0.07912139084104136,0.06629988788889073,0.07261002101910029,0.14862211911912993,0.13912911661434066,0.16695454449606129
EMB,-0.015717800242755476,0.0011365427902859334,-0.019100498991606492,-0.015830120961434716,-0.02978439308291172,-0.038463531481328916,-0.034431133126359176,-0.04339741479073003,-0.05844301360514703,-0.06426503736646359,-0.061174875171267705,-0.06344560046401808,-0.06176323624602742,-0.06985972950744516,-0.07846433974780913,-0.07750308287818228,-0.09600463052338891,-0.10672740952813076,-0.10673650535188704,-0.1182684792213021,-0.12728532490240516,-0.13263805615059093,-0.12212929159690944,-0.0870822637929905,-0.09676831186113469,-0.11627361088200033
GLD,-0.0006607660766120054,-0.0058003116429766145,-0.01794344560322239,-0.031049639617227738,-0.02852167093785489,-0.025572282384882843,-0.02600706361362745,-0.04064726028911692,-0.053919929542332,-0.005590170251026462,-0.014559488669896595,-0.02903836596821125,-0.02883782619509687,-0.023563142407592493,-0.03710378482875489,-0.054806254148467126,-0.04744533822109472,-0.026837739721461484,-0.039801851510834096,-0.04872377312133133,-0.06094525038067398,-0.07389251802297106,-0.058436774831262764,-0.004863548769685663,-0.012616201861604118,0.08283871943244148
SLV,0.0379804262904788,0.03628188282579754,0.023591544493493835,0.021557074399719205,0.03086085161918718,0.020883490202403068,0.0199841819070565,0.0032527811870306364,-0.010364499044586552,0.043923509211817854,0.04273820816367667,0.029796910013714505,0.025657109588918786,0.018327840329467687,0.00472160521314856,-0.011857099645778319,-0.025562447471740316,-0.017948493099369713,-0.034475161015688156,-0.047255282476557615,-0.041288689361953235,-0.046920495981010016,-0.05639152738616744,-0.03946379736688587,-0.04474441524840763,-0.02618487610774255
USO,-0.01769021088535262,-0.024008030711974743,-0.020705424301377767,-0.02117319485236848,-0.03536197171064999,-0.047000713399300266,-0.04770327327987554,-0.05906960969549467,-0.07013734165831755,-0.08031508062846703,-0.08806389486639458,-0.09518714408723292,-0.10268449922737159,-0.11434621194280949,-0.11439606438553532,-0.12539348562145505,-0.13531624855456445,-0.14885951572517217,-0.16172649892129162,-0.17030762999184965,-0.1811145867948432,-0.1685516005278816,-0.13325592781967793,-0.12958010384781216,-0.128633324197968,-0.0975504411836006
PDBC,-0.018884336147497658,-0.026090788179048727,-0.03173641967369498,-0.03725936664756029,-0.05209616087402761,-0.06948366886581347,-0.07809886509126238,-0.08899250865235399,-0.09992474920235245,-0.10518633500378496,-0.11321167251431749,-0.12707125276471662,-0.1352556379875944,-0.15105208516153715,-0.15932469513693334,-0.17030644123367783,-0.1804180294965417,-0.19001925842724363,-0.20395973547380364,-0.2080729508082894,-0.2141829644176874,-0.22309543620332437,-0.21643853259003837,-0.21815875942830207,-0.21892372295744805,-0.22288509925704814
VNQ,-0.020426402166948323,-0.018356681055462103,0.003605849401779771,0.004417407270030208,-0.00599050940401605,-0.0014841477590833135,-0.006799567254123004,-0.019842260992521538,-0.03237173626335771,-0.03256993279545162,-0.026378092363176477,-0.03322320955499629,-0.023342916471940093,-0.03532106981856858,-0.03737735401708517,-0.05254827007520099,-0.0577192267275391,-0.06460619784755983,-0.07796450969405709,-0.08235947574507665,-0.09564676272758223,-0.1048108357950625,-0.08806511318891395,-0.08577751636029768,-0.08906126185127908,-0.07723812538069878
VNQI,-0.025007107620144613,-0.030626214188959642,-0.013704477838160313,-0.013077016260576437,-0.02536868867543666,-0.02449222960315099,-0.03445870501976655,-0.039762897477810685,-0.056323268625008124,-0.0655525250463148,-0.052921865081088426,-0.051938698058203316,-0.04351976361764356,-0.05109567567537424,-0.05011510601070988,-0.06590486807041647,-0.07225029947152431,-0.08173871196139004,-0.09872466019580438,-0.10301527330692745,-0.11411018292154937,-0.12228300966008679,-0.08948120367332515,-0.08239988856053018,-0.09210376434518223,-0.09152658283655117

key = diff_agg_variance_ts

,0
2018-12-28,0.05154351176607037
2019-01-04,-0.003892624733493986
2019-01-11,-0.026768339321484994
2019-01-18,-0.02785790050696372
2019-01-25,-0.032565072579265754
2019-02-01,0.04692402789146143
2019-02-08,0.15360222292260647
2019-02-15,0.16882840820983883
2019-02-22,0.14575538191709617
2019-03-01,0.14404460196036942
2019-03-08,0.19591185711820455
2019-03-15,0.1509326042689907
2019-03-22,0.2264776729072627
2019-03-29,0.23240972301510865
2019-04-05,0.2538791392740109
2019-04-12,0.23969569073780878
2019-04-19,0.24117489879598614
2019-04-26,0.23486262697768226
2019-05-03,0.2166592939020892
2019-05-10,0.2127806026543001
2019-05-17,0.2467393866889586
2019-05-24,0.2606591243029222
2019-05-31,0.3335813882887624
2019-06-07,0.17952972003096823
2019-06-14,0.17600425354703622
2019-06-21,0.11967702654378937

key = diff_agg_zscore_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,-0.06272378122472522,-0.025120194915507543,-0.011497413328125594,-0.005606110331779601,-0.023730757264542435,-0.014169881668251394,0.053323901791067996,-0.009535561002425919,0.006063635989174365,0.15496286215433075,0.008878729798428742,-0.04418264493256885,-0.028119760406292382,-0.024525110983616316,0.05767728563993174,0.09035472262029834,0.1551910811035433,0.0038599823310930814,0.1456746899667431,0.15534854094619788,0.1061172492153343,0.09342119503365573,0.032545970708554195,-0.13949214678407085,0.09382379153262085,-0.004953917358440307
1,-0.06490874996589646,-0.02588755036641066,-0.017342643141992076,-0.0062734284451337885,-0.004779368726938404,0.01802860356260888,0.027126398674658492,-0.0066158842697005005,0.13371491146095216,0.03939090918684962,-0.08555397285790978,-0.024744566838420967,0.008250605578027814,0.04583741646099804,0.09755306248554685,0.1301971886176348,-0.005089006302080423,0.14468040248033287,0.1682480382117965,0.07829606815706319,0.11838964106703467,0.0415485520729571,-0.3789913701029448,0.08734966269899838,-0.07303159455170416,0.10140839443701241
2,-0.0544256278538533,-0.026753221585320452,-0.018013068599968873,0.009788396184887027,-0.027100918652437023,0.01041435035450744,0.030272391463913473,0.14013147838861895,0.014007562575564458,-0.027819896023298263,-0.05866485273008659,0.0022902503909918437,0.0760478544414129,0.08208460618444567,0.13915224117502306,-0.027339257143178197,0.1407715019117764,0.16845189012811973,0.09018856414788501,0.08861744163989244,0.07004490932330187,-0.27765670574916346,0.07846597921975215,-0.08025217613552349,0.0892359206281539,0.10453635729567057
3,-0.04268058567461497,-0.02687216730579789,-0.0026416227136689674,-0.00920640595820632,-0.02201688539381752,0.011262160496599782,0.1616208120475593,0.002659524555207571,-0.05224513343920267,-0.010385788261711104,-0.024089058854708578,0.05021426773039819,0.11085346029323165,0.11939222374265784,-0.025949309346785965,0.11546180239647158,0.16386939406161538,0.08482162877177143,0.10008764813584894,0.047019515007295565,-0.2279346822955053,0.08361076942798862,-0.2552386277153653,0.08329517573747236,0.09491926339017794,0.12313616238291875

key = diff_agg_bias_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,-0.07526371297313171,-0.029892427136622778,-0.018524436690190552,-0.014298144762681106,-0.06494268929087123,-0.015507151135765423,0.24844870655921836,-0.024580778219142396,0.01663423135754092,-0.3114408277438589,0.031073909662302116,-0.05958175455493636,-0.04937960545774864,-0.059315350349054254,0.548470909405523,-1.9794070204954695,-0.7161763756415683,0.008920078598098123,-0.8894483352216138,-0.5983571584311163,1.186855324207363,2.1375199094715565,0.14868661692125973,-0.1064047680369154,2.5341811209894938,-0.00531362255444718
1,-0.07411553043267469,-0.04024703020933983,-0.04311044598231253,-0.01704128184780044,-0.005044669630840808,0.07923812538456164,0.0703665020020035,-0.01785056950976349,-0.26171387622869263,0.12957436869589242,-0.11140736241575558,-0.04038393108505141,0.020186276010740266,0.4166663170287265,-2.0605625916552364,-0.6081512605992125,-0.01140062185891832,-0.8773355849481089,-0.6264604251452284,0.785901635842328,3.477579858963317,0.1682603378660093,-0.2607466700477514,2.0185915126786376,-0.07374189808599,2.68349787052623
2,-0.08094339200564193,-0.06357476925952842,-0.0477501528691789,0.01036134402334154,-0.10348124093743745,0.026715556597677763,0.08293861327475015,-0.2812320557269008,0.04518705651729231,-0.03608818244642134,-0.0930210289291029,0.0052825509033147654,0.7045505378349404,-1.9324951174029752,-0.6513159127479602,-0.06181819446776874,-0.8994163264224929,-0.6317048527100276,1.0253442936333468,1.806258214528875,0.2943420108871528,-0.18858370925076787,0.9881728610205295,-0.0818118786626348,1.3641262727115184,3.1450249885395887
3,-0.09601532242273127,-0.06885792353280164,-0.00277626614654392,-0.03502644808282798,-0.05266579925426819,0.030294692171193308,-0.33025661609243484,0.00842540318611431,-0.06832307269509996,-0.015982585525868395,-0.053045375644474,0.43503581443555955,-2.8914479218540627,-0.582430762177438,-0.05956818046885167,-0.7577901977392225,-0.6481594140916433,0.9877130672728103,2.5713922640931313,0.18971191173390897,-0.1575382234589009,0.9983746990039478,-0.23579762706867718,1.2367208960928386,3.215341024541318,-0.9054340140248374

key = diff_agg_loglik_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,0.07878691815170491,0.0441667675120998,0.027656286053245882,0.01832512995801383,0.033627008071987374,0.0024339808291156118,-0.09972008085332607,-0.07701589739649206,-0.0772984414660084,0.08249818480876558,-0.10302985903633033,-0.009934479528435958,-0.08121099478527505,-0.09592258543510346,-0.1391462032914298,-0.11093635031100657,-0.052612355688534174,-0.12077197649551052,-0.059828288205860614,-0.025124756770210976,-0.14289930660123307,-0.13925848175831412,-0.18104521211458346,0.27605800330907426,-0.0958550109138877,-0.05060138309244322
1,0.08793256325748278,0.03525003072546795,0.027338046017420514,0.01854786835072164,0.025338581267872584,-0.03166697991691669,-0.09771780870655289,-0.07951013477450641,0.0639525309499881,-0.0959805334710262,0.03347837973676837,-0.045141647010937924,-0.1199833266462611,-0.12632645045787927,-0.1168997092731533,-0.06367195350956367,-0.11604417876074069,-0.06895040063021907,-0.01721944203107395,-0.12219114262333308,-0.13336596699392955,-0.15086084460874805,0.9364859052290262,-0.09795565361554293,0.05667052654310334,-0.0686196403745496
2,0.04742886509051214,0.02446452642074648,0.02697516502389241,-0.004565352020884816,0.03048073548396646,-0.03158165057749196,-0.09890297633561329,0.055464423159617526,-0.08156248572089553,-0.029129167482037754,-0.02394717224749643,-0.077452179790508,-0.1298251853415554,-0.10869733511186619,-0.06695585756540023,-0.09566420515796403,-0.0757817978914741,-0.026846117446687967,-0.1245414850018477,-0.11566882658363087,-0.15676718003142465,0.687878516014182,-0.17950437261314645,0.06770151074324904,-0.1001262093335441,-0.06342439424426682
3,0.012180150108465182,0.02292239375904226,0.018411188911465093,0.018768726003432823,0.034691874415627266,-0.03183567118288244,0.08174599117466452,-0.08609319350492872,0.007031461448164578,-0.05852446339087014,-0.07607591485918608,-0.08710399504952826,-0.10330760341123568,-0.06691110388936672,-0.10432963165596498,-0.08424290479577601,-0.03700370583008672,-0.132294631585946,-0.11716601543230865,-0.12971505954963358,0.536547351376182,-0.1446234524886163,0.3864142110927191,-0.1013402547242277,-0.09476435945093731,-0.025776173105449995

key = diff_agg_qstat_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,-0.1338536350963484,-0.054548483154083005,-0.010019796094815847,0.005505785353617343,0.030253745726162018,-0.036284838413926934,-0.2026107677751725,0.009784164802287165,-0.00779273034262018,0.0023998561659583917,-0.0209260487078462,-0.07148189065718258,-0.014676077878963856,0.01875079820415282,-0.524057642096674,1.9615840303796745,0.5802261882226505,-0.0022387525847589185,0.7924456177312462,0.435826069317238,-1.1477960976938557,-2.1196620702578497,-0.12017758098085518,-0.6252409586122027,-2.5184753527087542,-0.013160637804455089
1,-0.1532931078483606,-0.02636040650810223,0.015202693268956402,0.007803445653320695,-0.013067420325639123,-0.06282819344218926,-0.028533107511504063,0.00804243084893752,-0.011946567588380308,-0.08165790371420956,-0.15146125417598544,-0.020265379162063724,-0.006697295625481159,-0.3964231391280766,2.040482870927531,0.4957994768805314,0.0023140805844137358,0.7803737592308653,0.44424001530528723,-0.7542999532499621,-3.4575873116644167,-0.12719777295143553,-1.9458065286990642,-2.0022099254785193,-0.21560340854725313,-2.6659356163209202
2,-0.06545784994145287,0.018538341151529414,0.02056816214287882,0.026627260525390994,0.07508484254876979,-0.0104762833341554,-0.03873488352613008,0.001474801197826725,-0.027817466992597684,-0.04969808454987357,-0.05499648369410881,-0.0013107955912898817,-0.6713778400590922,1.9174800646115981,0.5313484886047504,0.013450914045888274,0.8098050234094551,0.4505344606257218,-0.9929206175317402,-1.787701164015914,-0.22754703751326244,-1.4478324470805184,-0.9627455040829993,-0.2331208628548307,-1.339878107591467,-3.137853226594844
3,0.020111510439730695,0.02690576074821127,-0.007277772354900236,0.025346896582926215,0.015847123002279195,-0.01354737769688974,0.013162410820499515,-0.0050674243860955315,-0.09149523211832578,-0.011013089652760488,0.009285348244641334,-0.41176042860549433,2.871585455769271,0.48384324694106295,0.01434830450677027,0.6865803165929654,0.48099192695583115,-0.9579864310786004,-2.5537195271306024,-0.1430623952889416,-1.162295865982423,-0.9697869183296368,-0.8706121834055236,-1.2135701066753515,-3.2018165591864802,0.8373093336919477


key = obs_score_dict

key = obs_agg_variance_ts

,0
2018-12-28,0.26297452306530517
2019-01-04,0.28046489970601346
2019-01-11,0.2865761059202271
2019-01-18,0.28529007020750075
2019-01-25,0.28423663373875924
2019-02-01,0.26852642288643663
2019-02-08,0.23986139106258256
2019-02-15,0.23377646417700823
2019-02-22,0.23567922301230315
2019-03-01,0.23697976559858444
2019-03-08,0.23074236930839467
2019-03-15,0.24189459443874464
2019-03-22,0.23250362898686672
2019-03-29,0.2287579774035091
2019-04-05,0.223192035558268
2019-04-12,0.22261552533663231
2019-04-19,0.21850802472059014
2019-04-26,0.21989369863728273
2019-05-03,0.22031651128345833
2019-05-10,0.21975380406707085
2019-05-17,0.21063082833193864
2019-05-24,0.20571961657870874
2019-05-31,0.1986668216110759
2019-06-07,0.2411675673208516
2019-06-14,0.2399681365710265
2019-06-21,0.2574405757732027

key = obs_agg_zscore_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,1.6983320890468185,1.6932976589043176,1.247081516504847,0.7869795062804613,0.7427511059187765,1.8346227693868853,0.4031447328280853,0.7806326411575725,0.7260275311076622,-1.0746267060209145,0.5670309458794861,1.505294120897055,1.153039772122475,0.8392629342464685,0.1827981136430214,-0.14380524482816917,-0.5156045628879588,0.8635307079054518,-0.4057802793823153,-0.600791797435157,0.13097944084504762,0.04886642441739589,0.42170805069623746,2.692279827144063,0.03678632205341181,1.8670882372087998
1,1.7842107899541015,1.299420011340826,0.8132704961276706,0.7394036753644432,1.8972100038747017,0.4460939345661387,0.7575195196079649,0.7445647614042831,-1.0901556085957536,0.5885218469467937,1.5790505679511067,1.2378798997607634,0.8133286560562367,0.19789628815868965,-0.15169344751426128,-0.4965663737269963,0.8953063445728242,-0.40742990259216666,-0.62564715297613,0.1626608391906387,0.02524055370492751,0.4733772992394784,3.100582022119587,0.05009534871729549,2.0174756024762894,0.03588752086760513
2,1.372178850333701,0.8550776366741686,0.7635140346585542,1.8845166844504688,0.5374514892662869,0.7744513109852628,0.7149635355911168,-1.0682613542910062,0.6130037835898932,1.5557249663792803,1.2908843244344963,0.8659555480862066,0.18008017327961887,-0.1325031353318098,-0.5006414887417963,0.8982452439326226,-0.38867212922156325,-0.6219770856019098,0.1346606370111436,0.06039442886231611,0.44177860068406505,3.0856618390602764,0.12279491847445834,2.002270647148824,0.0912475350456571,-0.01796546268242328
3,0.9105480061717736,0.7940237137310042,1.9043250612480294,0.5302997420978166,0.8471547820498827,0.7378903106677583,-1.0617923762746961,0.6299821001083887,1.5556267931697587,1.3048378752515053,0.9203412724376931,0.20665354773063657,-0.1450155712718765,-0.4725685425284291,0.8842863986154803,-0.36610076754475734,-0.591997872930991,0.132819469591536,0.03824247944547709,0.4725557212420292,3.009169765257628,0.12915214186954196,2.2950220702069997,0.09732078102247785,0.02378231051870669,-0.3381914508602362

key = obs_agg_bias_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,2.884331884686131,2.867256961650843,1.555212308808029,0.6193367433054389,0.5516792053435653,3.365840705952804,0.16252567560702824,0.6093873204406474,0.5271159759262873,1.1548225572933606,0.32152409358498474,2.265910390407238,1.3295007160962489,0.704362272799992,0.03341515035144696,0.02067994844008968,0.265848065270883,0.7456852834956907,0.16465763513558987,0.3609507838653667,0.01715561392408133,0.002387927435341065,0.1778376800220204,7.248370667646867,0.0013532334902173323,3.4860184855234633
1,3.183408142988639,1.6884923658729927,0.6614088998717476,0.546717795142447,3.599405798802245,0.19899979845669846,0.5738358225870819,0.554376683925017,1.1884392509527777,0.34635796433366517,2.493400696146713,1.5323466462317177,0.6615035027622441,0.03916294086698712,0.02301090201876194,0.24657816351637898,0.8015734506323526,0.1659991255262624,0.39143436002713705,0.026458548606202822,0.0006370855513313298,0.22408606743526266,9.613608875891188,0.0025095439631074388,4.070207806587067,0.001287914154022794
2,1.8828747973031175,0.7311577647402814,0.582953681120584,3.5514031339721885,0.28885410331454964,0.5997748330867921,0.5111728572249502,1.1411823210716547,0.37577363869552455,2.4202801710158126,1.666382339070706,0.7498790112612825,0.03242886880841755,0.0175570808727599,0.25064190024960215,0.8068445182475766,0.15106602403362357,0.3868554950138455,0.018133487160246986,0.0036474870376053607,0.19516833202237063,9.521308985032846,0.015078592003148874,4.009087744433771,0.00832611265190842,0.0003227578493935434
3,0.8290976715433922,0.6304736579671758,3.6264539388973116,0.28121781646901095,0.7176712247499841,0.544482110577361,1.1274030503150656,0.3968774464569759,2.4199747196276276,1.7026018806908627,0.8470280577522322,0.0427056887896585,0.021029515911308687,0.2233210273874437,0.7819624347763361,0.13402977199686045,0.35046148155481777,0.01764101150257696,0.0014624872341377376,0.2233089096785744,9.055102676140649,0.01668027574949029,5.267126302737223,0.009471334418825087,0.000565598293608187,0.11437345743495156

key = obs_agg_loglik_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,-1.693255414562366,-1.7169136657364388,-1.0716691186620673,-0.6014824918028907,-0.5658040506945339,-1.944455905873765,-0.28635434114905844,-0.49693724267937567,-0.45985470963570363,-0.7764595524948474,-0.34647384238115675,-1.342267124468386,-0.8542641684873596,-0.5335743188349363,-0.18578474233324405,-0.17812395886211319,-0.2913962964846808,-0.5344756562449824,-0.24492231132385123,-0.34179020929672443,-0.14869218684035368,-0.12951193598290056,-0.19979431288384375,-3.8319922235210666,-0.2059905855790346,-1.9834645963629078
1,-1.8427935437136198,-1.1275313678475136,-0.6247674141939266,-0.5651730177213947,-2.089667347423874,-0.3610354521257122,-0.4920094146390853,-0.46943192442156056,-0.7905163471489486,-0.37222725601499973,-1.4324121436620207,-0.9754852523806258,-0.5202655618203572,-0.20097465286843386,-0.18058261816690147,-0.2910730664002579,-0.5592589891654156,-0.2446325772602682,-0.3583106737696249,-0.17454409166714246,-0.14043292265397866,-0.24036100598286125,-4.9176799108184275,-0.20906166167918716,-2.2404178721274595,-0.24109931067818735
2,-1.192526870870859,-0.6488640672811581,-0.5855398048183447,-2.0675156871362654,-0.434391499680026,-0.5614229694407589,-0.46067793195801954,-0.7628347429948794,-0.38418354102032215,-1.4091883593560732,-1.0189029651240173,-0.5842514348954083,-0.20572824484344399,-0.19017172287132023,-0.2943981172823217,-0.5712062437658567,-0.23400527586605113,-0.3550607620040598,-0.17166023733617974,-0.16313856088284373,-0.23769854588949835,-4.888972464781652,-0.11841476887440805,-2.212350761914519,-0.2094770251598802,-0.2406167325258728
3,-0.6656383079909965,-0.5985220138946052,-2.1072899337067086,-0.4324230283846766,-0.6488000603977433,-0.5337766081860433,-0.7687930285030772,-0.3906823056875399,-1.4062840814863735,-1.0503492141935986,-0.6092258244647805,-0.23066477365959626,-0.20002856839488958,-0.29305369612866217,-0.5600583845456885,-0.23479887064049854,-0.33370300462664826,-0.17045352024842542,-0.16332473737312514,-0.27296927220332834,-4.667665717948637,-0.1366581101399752,-2.744438624241445,-0.21254255690704593,-0.20559676798073,-0.29764208231865175

key = obs_agg_qstat_ts

,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21
0,1.8250385939765705,1.8139011514025112,1.1136002395010955,1.098442885721754,1.1464677567214885,2.1521629357387253,1.9794449615650902,1.104688539716046,1.1674506624071868,1.010875855170947,1.4562068905310368,1.4479337738581872,1.0446972457747352,1.0548247359357255,3.4321610288610875,3.8992706710109437,1.5906783818507524,1.039136923276781,1.9685445344568027,1.3799644465916991,4.08258543034711,6.039717398559432,1.9047217347435839,5.267593959534073,6.606611605949862,2.2372582356504043
