
key = model_output

indivVar

key = indiv_variance

,0,1,2,3,4,5,6,7,8,9,10,11,12,13,asof
XLV,0.0007341423642628425,0.0007924686575203903,0.0007757090290579306,0.0007783350894128857,0.0007821077725222573,0.0007838036093018568,0.0007817831633701775,0.0007855584525076651,0.0007797604682201298,0.0007729303219483994,0.0007626036433947927,0.0007699495124427725,0.0007901491052549189,0.0007824540215002919,2022-12-30
XLI,0.0009768237154221093,0.0011702257541430325,0.0012100211982537417,0.0011864511950538952,0.0012035464071330072,0.0012249093931449035,0.0012650905193084905,0.0013708086029514868,0.0013749610294939197,0.0014012803840222543,0.0015399276112586485,0.0015332069052212236,0.0016687851524556465,0.001641132641796562,2022-12-30
XLB,0.001189749620731619,0.0013480004339046065,0.0013508010057385438,0.0013455997972181065,0.0013348764443641982,0.0013770206697046514,0.001417920776799768,0.0014460810354761794,0.0014241936016948888,0.001403990918407561,0.001382941177846963,0.0014139671289250273,0.0014907479257029867,0.0014975066268931073,2022-12-30
XLRE,0.0012550475280374218,0.0014594199926636514,0.00143385079575639,0.0014212638295058853,0.0014141577981867624,0.0014521343190363157,0.0015033635008885604,0.0015154835328111652,0.0014979487790140185,0.0014824620467138454,0.0014739176155180635,0.0015186340579335417,0.0016046913899533466,0.0016124074084759954,2022-12-30
XLK,0.0016879912509465437,0.00186291532422376,0.0018316646650278479,0.0018494528823570125,0.0018313916450397338,0.001856689118006384,0.0019077445642503546,0.0019290922546987264,0.00189366186820066,0.0018781615435827584,0.001868768072895359,0.001909608553281253,0.002001251786555854,0.002005673690147569,2022-12-30
VOX,0.0012995621192080275,0.0014229069483556703,0.0014024569884232229,0.0013959547627011872,0.0014132450675799874,0.0014641747096386672,0.0014694741218922672,0.0015045792755395008,0.00149221111527048,0.001477425262817677,0.0014684949634695132,0.0015456220922435953,0.0016094203344777461,0.001616986120471328,2022-12-30
XLU,0.0010939817112658983,0.0012353928709454413,0.0012412944825521562,0.001224798345415077,0.001223015984355243,0.0012463312370834434,0.0012469313546390828,0.0012570930824671082,0.0012499663022914004,0.0012452782378790063,0.001238406580746827,0.0012551033100278153,0.0012924767219726597,0.0012915988509035548,2022-12-30
GDX,0.002524693375543903,0.0026390773200271763,0.0026366751506938938,0.0028965982689976104,0.002743625032680962,0.002615925319942368,0.002802965624608752,0.0028567620930825617,0.0026507122365227293,0.0026839441077209218,0.002833331017020307,0.0027121963060531802,0.0026866637155135505,0.0028782565415700454,2022-12-30
GUNR,0.0012803911277169014,0.0013529680836123002,0.0013357302080180176,0.0015244024792347131,0.0014021061777882006,0.0013395861872764528,0.0015057635387569308,0.0015476364663838133,0.0013881997497472882,0.0014518108823972048,0.0015866793506471126,0.0014681827226886608,0.0014788984930146755,0.0016775357645611847,2022-12-30
IXUS,0.000778600410050446,0.0008538383282921513,0.0008523471281671072,0.0008493204387734802,0.0008438581164292125,0.0008641452082390164,0.0008750066594420462,0.0008950340171453708,0.0008793351323661911,0.0008658864333372311,0.0008567083606067082,0.0008781842680990608,0.0009225486344374417,0.0009248288654945038,2022-12-30
IEFA,0.0009247901785521182,0.0010204969334225993,0.0010159438662872915,0.0010125711157071273,0.0010067733391269612,0.0010325911094167565,0.001043729949899276,0.0010634279873346405,0.0010480552209218288,0.0010336728945928705,0.0010226273675443104,0.0010479318906141137,0.001097346346800478,0.0010987711661560394,2022-12-30
EFA,0.0009130523182390118,0.0010050798717244481,0.001000195908599404,0.0009975418362825439,0.0009911274899096212,0.0010161777275496083,0.0010281272846826958,0.0010465988622242366,0.0010323104540634123,0.0010181087069876115,0.0010070747129020488,0.0010323532792658216,0.0010806176690585146,0.0010822146670639342,2022-12-30
VGK,0.0012380428211217261,0.0013618994175874314,0.0013586760586107851,0.001357060692242281,0.0013615050032166295,0.0013879462461117448,0.001389357988271619,0.0014299534747719033,0.0013961900473000973,0.0013787665541760159,0.0013752018989057078,0.0013925685673762424,0.0014601719454110486,0.001456661348802209,2022-12-30
VWO,0.0007220660529139348,0.0008150607789210617,0.0008264093289817051,0.000853817300807487,0.0008773137378284823,0.0009086255122280431,0.000941573962351312,0.0009912877396772936,0.0010253558402169042,0.0010574458711320447,0.001095877641715492,0.0011634454582629104,0.0012524108774429473,0.0013231547395922718,2022-12-30
IEMG,0.0007450062905467797,0.0007707685805586379,0.0008190166212528429,0.000890038460924002,0.0008563819272215366,0.0008240599716981387,0.0009508828870006946,0.000994560443489639,0.0009137437652563501,0.000989922320411421,0.0010715151957349975,0.001063435703265132,0.001115434540096338,0.0012506308534310892,2022-12-30
SHV,1.8337965454385165e-07,2.0934986024841994e-07,2.0085998109144933e-07,2.0075759765486634e-07,2.0757519138728917e-07,2.100711050791151e-07,2.0365588440768636e-07,2.043529488342969e-07,2.1022738328396095e-07,2.1684561037738954e-07,2.1883046329659679e-07,2.1827921066772286e-07,2.1794036909222518e-07,2.2147059090959232e-07,2022-12-30
BIL,9.670770576959415e-08,1.0864370772197678e-07,1.0963840827942855e-07,1.1074383426757502e-07,1.1259647449519964e-07,1.156417409737321e-07,1.1835786003238985e-07,1.2020613941304359e-07,1.224091292209823e-07,1.2689630808276285e-07,1.3149154806368314e-07,1.3460256103134977e-07,1.3745382439871173e-07,1.4018326370078192e-07,2022-12-30
GBIL,1.7834403776981883e-07,1.943357172982637e-07,1.9056759904245897e-07,2.1017460848315159e-07,2.0872518399712275e-07,1.9819393448991545e-07,2.096992052583079e-07,2.140738641396525e-07,2.0468081804149525e-07,2.2049766295722917e-07,2.40547375669147e-07,2.2938499671461324e-07,2.2393768747493003e-07,2.4068217418267897e-07,2022-12-30
SHY,9.4032251490418e-06,1.0437907961149969e-05,1.0097436786518997e-05,1.024579233532804e-05,1.0129779856354369e-05,1.0085233361371726e-05,1.0259244168973636e-05,1.0029431451245907e-05,1.0061745877412765e-05,1.0152712326993964e-05,1.0178339006629788e-05,1.0349749480543905e-05,1.0301850899638915e-05,1.0235584083982314e-05,2022-12-30
IEI,6.335438602989863e-05,6.975971484010659e-05,6.816216334382721e-05,6.676323311020978e-05,6.479709072540818e-05,6.447499147330662e-05,6.756190217110215e-05,6.582117103191693e-05,6.752174584381155e-05,7.074796180835322e-05,7.20916086905258e-05,7.451037322998928e-05,7.660127321996325e-05,7.669634695215194e-05,2022-12-30
IEF,0.00017047561873207866,0.00019066035786093635,0.0001865045456956359,0.00018686198392696087,0.00018571601365322037,0.0001858430405603927,0.0001917839655172227,0.00018751886425454213,0.0001886710931473665,0.00018920171763560074,0.00019175355627935322,0.00019422353565954118,0.00019659408387240015,0.00019574302760501074,2022-12-30
VGIT,7.810284407181782e-05,8.638380169515158e-05,8.440384825073548e-05,8.185452771930503e-05,8.094920746146412e-05,8.112586595873592e-05,8.358172769150638e-05,8.212125997351771e-05,8.289994394382855e-05,8.591695591697285e-05,8.691529948711537e-05,8.899777824899333e-05,9.038354651409004e-05,9.031895226563127e-05,2022-12-30
TLT,0.0006530665293469958,0.0007006042536474291,0.0007014484666336766,0.0007020121870418592,0.0006969093928945506,0.000695712692876439,0.0007184052671797166,0.0007127407951193977,0.0007116874975745843,0.0007160492711081809,0.000721736957520627,0.0007309975426833497,0.000741801463485621,0.0007457152518487663,2022-12-30
GOVT,8.848521601063893e-05,9.600106078069972e-05,9.431675433486985e-05,9.519335153616119e-05,9.399404070632519e-05,9.379719371205059e-05,9.668757150158716e-05,9.491808080600279e-05,9.50410240413508e-05,9.531549594774167e-05,9.60725946193221e-05,9.758467068726299e-05,9.839706221561756e-05,9.850341774074766e-05,2022-12-30
MUB,6.226376389112026e-05,7.372276904975619e-05,7.312966707771533e-05,7.040149534994603e-05,7.055094635104956e-05,7.378101956209232e-05,7.06075309383833e-05,7.390504214763607e-05,7.436811164606693e-05,7.67463427175363e-05,7.687461674091386e-05,8.019393028912348e-05,8.131909860648489e-05,8.205603391108111e-05,2022-12-30
SHM,1.8942690883099976e-05,2.2244612525569324e-05,2.2295614869965333e-05,2.15705995290647e-05,2.192871035843705e-05,2.3131422898774477e-05,2.156922832317731e-05,2.209276808849926e-05,2.2157878197052356e-05,2.206840349031563e-05,2.227096748196558e-05,2.2833737777876928e-05,2.3402804045798204e-05,2.3452178477466647e-05,2022-12-30
VCSH,2.8645583270114408e-05,3.222478428287324e-05,3.16658491473891e-05,3.17846026082835e-05,3.154345448294238e-05,3.2323711995736304e-05,3.307268564142428e-05,3.3125368658307256e-05,3.32936319793304e-05,3.3708118970299754e-05,3.372333050787464e-05,3.4701653262067655e-05,3.578949692088261e-05,3.58728615427165e-05,2022-12-30
VCIT,0.00014603159131465948,0.00016164866724681682,0.00016240228376099546,0.00016338818639719316,0.00016146524933113924,0.00016417319882531511,0.00017135539796624296,0.0001709798198102673,0.0001711384412123752,0.00017213726531758132,0.00017173100133524368,0.00017755453232144058,0.00018217868955790802,0.00018436955560871521,2022-12-30
VCLT,0.0004960393444002244,0.0005452404839440769,0.0005477695626473229,0.0005515382045143998,0.0005463226280841919,0.0005623444513490795,0.0005881720978953833,0.0005921947752880231,0.0005853672418722865,0.0005860636731639922,0.0005864949500017096,0.0006038544412233928,0.000632917161648396,0.0006382421302135269,2022-12-30
LQD,0.00023763802304284848,0.0002733990584377506,0.00027301746597469196,0.00027575087299223195,0.0002746743416854145,0.00027815900648733383,0.0002908255204695561,0.0002926689859909653,0.0002943276776183086,0.0002935164004091232,0.00029254520901031314,0.0003011447307571869,0.0003173180914091304,0.00031879376220266377,2022-12-30
HYG,0.0002649433580203913,0.0003089492573313217,0.00030323965984646,0.00030046254680883946,0.00030314632377271585,0.0003106136538135481,0.00031653371016891025,0.00032087441868774297,0.0003246010159801151,0.00032810132175056095,0.0003249259960427248,0.00033671573611999674,0.0003436768027337472,0.0003457542607841785,2022-12-30
SHYG,0.0001313617755107837,0.00015056128176438153,0.0001485009734389839,0.00014678630344469408,0.0001464475031855547,0.00015160683301994356,0.00015075828707844215,0.0001532234015960725,0.00015247382101333433,0.00015275730756539733,0.0001511550385430916,0.00015445399360901959,0.00015832717893082073,0.00015771897395615132,2022-12-30
MBB,0.00013135865421457933,0.00014154076046624185,0.00014793915709536588,0.00015096719951608893,0.00015033669141644124,0.00015360076489714884,0.00015125251427806945,0.00016455412312952993,0.00016236285839174932,0.00015923846157025199,0.00016134240429504674,0.00016610053197977067,0.0001809456846409693,0.00018005966779412717,2022-12-30
VMBS,0.00013006264272276592,0.00014524535793404683,0.000142857081671988,0.00014513406680067057,0.0001432329039394907,0.00014780073583931587,0.00015450029084466052,0.00015352317839695734,0.0001528558222552414,0.00015571846391370346,0.0001545148890974163,0.00015797865720782215,0.00016356058287832974,0.0001647545898200907,2022-12-30
AGG,0.00010294044857975853,0.00011360213022182241,0.00011175349045926886,0.0001138749246512859,0.00011358964932800521,0.00011516706907841504,0.00011883599512588932,0.00011745986697584619,0.00011791173942301826,0.0001188620026160078,0.00011927855316332116,0.00012181967033333496,0.00012478959508989898,0.00012523875045672254,2022-12-30
BSV,2.0551496094713293e-05,2.2921555204675782e-05,2.244344270659292e-05,2.2600657030742655e-05,2.24517058043314e-05,2.2649655416355994e-05,2.3121586553049076e-05,2.2733529892539316e-05,2.2872105987380392e-05,2.2992693325486994e-05,2.3063233324609483e-05,2.3581533065148734e-05,2.3715987404646395e-05,2.3658762238429333e-05,2022-12-30
BIV,0.00012026313262182312,0.00013180479116680027,0.00013009297672449794,0.00013500953674712925,0.00013314845949815058,0.0001318540872004131,0.00013412967827585264,0.00013528907334485493,0.0001371003409995665,0.00013852362401090714,0.00013653245836170878,0.0001409339690378605,0.00014777697841515642,0.0001473485390476199,2022-12-30
BLV,0.0004912211182659508,0.0005329665100708892,0.0005330880982005378,0.0005381467729665886,0.0005334177566170602,0.0005401992417924416,0.0005656790721598258,0.0005641923946269065,0.0005630978199010941,0.0005653952188323843,0.0005683503208132546,0.0005819440968559972,0.0006002993952128144,0.0006046977029896321,2022-12-30
BNDX,8.485215587379615e-05,9.151418902564605e-05,0.0001035739559523273,0.00010254784596977178,9.571680230894265e-05,0.00010322975790307855,0.00010881667401476433,0.00010796544978276435,0.00010683131379494114,0.00011735363603013493,0.0001140926092795623,0.00012016146367304297,0.00013566462036689958,0.0001316031037086204,2022-12-30
EMB,0.0004151021972481965,0.0004647086096180484,0.00046516326076746284,0.00046690825731615757,0.000467834226729408,0.00048141583449364705,0.0004939319779039957,0.0005023525851788787,0.0004962239567765683,0.000494738207671269,0.000498596856648568,0.0005147564059500151,0.0005386186179920937,0.0005417845889716853,2022-12-30
GLD,0.0003857816526257284,0.00043039455342482383,0.00042919450323824896,0.00042437170772762026,0.00042340948154950776,0.00042828006901717355,0.00042328805400731583,0.00042226832587986867,0.0004208641012709344,0.00041760277514013767,0.00041235806661741377,0.00041431578975573765,0.00041902327795385495,0.00041544961658150094,2022-12-30
SLV,0.0018993706169316428,0.0021740608841693725,0.0016327384904442298,0.001870613922788874,0.0020087867639435137,0.0017682202306158329,0.002107705773785916,0.0018509380634625361,0.0019442094482646824,0.0032394147137130946,0.003314439296990163,0.0033175393994600995,0.004079245009367967,0.003110183196842487,2022-12-30
USO,0.0031556239357151046,0.0035296274854538785,0.0035291814726720865,0.0034938632184347857,0.00348207935765788,0.0034648353712429564,0.003457600481731677,0.003436677573617761,0.0034112731742357745,0.0034358857524695537,0.003409769013888244,0.0034033494202297303,0.0033957312842080264,0.003362219526245912,2022-12-30
PDBC,0.0014311106915485669,0.0016137501275411,0.001611953014426676,0.0016001891618735655,0.0016142605526464323,0.001629902580164197,0.0016227810622389124,0.0016114831402675187,0.0016246079441225225,0.0016199271039664903,0.0016023151086876708,0.0016310361044150454,0.0016343375911674562,0.0016149447307725784,2022-12-30
VNQ,0.0011404736711645624,0.0013124051459710352,0.0012812135703964666,0.0012613677847391066,0.0012525571421169285,0.0012906166546310881,0.0013498993810599695,0.0013825944490225904,0.0013811474915778246,0.0013645132469948468,0.0013421273733491858,0.00137234553545804,0.0014496789344952761,0.0014577963739976644,2022-12-30
VNQI,0.0006650999952918637,0.0007660941409327853,0.0007317887205518497,0.0007263076760260305,0.0007546870716736388,0.0007904510311757143,0.0007956031105711917,0.0007990505239624083,0.0008143412532221959,0.0008273166749113832,0.00081399440160484,0.0008110414092350842,0.0008524923487597655,0.0008867607267619107,2022-12-30


