Symbol,2015-06-26,2015-07-03,2015-07-10,2015-07-17,2015-07-24,2015-07-31,2015-08-07,2015-08-14,2015-08-21,2015-08-28,2015-09-04,2015-09-11,2015-09-18,2015-09-25,2015-10-02,2015-10-09,2015-10-16,2015-10-23,2015-10-30,2015-11-06,2015-11-13,2015-11-20,2015-11-27,2015-12-04,2015-12-11,2015-12-18,2015-12-25,2016-01-01,2016-01-08,2016-01-15,2016-01-22,2016-01-29,2016-02-05,2016-02-12,2016-02-19,2016-02-26,2016-03-04,2016-03-11,2016-03-18,2016-03-25,2016-04-01,2016-04-08,2016-04-15,2016-04-22,2016-04-29,2016-05-06,2016-05-13,2016-05-20,2016-05-27,2016-06-03,2016-06-10,2016-06-17,2016-06-24,2016-07-01,2016-07-08,2016-07-15,2016-07-22,2016-07-29,2016-08-05,2016-08-12,2016-08-19,2016-08-26,2016-09-02,2016-09-09,2016-09-16,2016-09-23,2016-09-30,2016-10-07,2016-10-14,2016-10-21,2016-10-28,2016-11-04,2016-11-11,2016-11-18,2016-11-25,2016-12-02,2016-12-09,2016-12-16,2016-12-23,2016-12-30,2017-01-06,2017-01-13,2017-01-20,2017-01-27,2017-02-03,2017-02-10,2017-02-17,2017-02-24,2017-03-03,2017-03-10,2017-03-17,2017-03-24,2017-03-31,2017-04-07,2017-04-14,2017-04-21,2017-04-28,2017-05-05,2017-05-12,2017-05-19,2017-05-26,2017-06-02,2017-06-09,2017-06-16,2017-06-23,2017-06-30,2017-07-07,2017-07-14,2017-07-21,2017-07-28,2017-08-04,2017-08-11,2017-08-18,2017-08-25,2017-09-01,2017-09-08,2017-09-15,2017-09-22,2017-09-29,2017-10-06,2017-10-13,2017-10-20,2017-10-27,2017-11-03,2017-11-10,2017-11-17,2017-11-24,2017-12-01,2017-12-08,2017-12-15,2017-12-22,2017-12-29,2018-01-05,2018-01-12,2018-01-19,2018-01-26,2018-02-02,2018-02-09,2018-02-16,2018-02-23,2018-03-02,2018-03-09,2018-03-16,2018-03-23,2018-03-30,2018-04-06,2018-04-13,2018-04-20,2018-04-27,2018-05-04,2018-05-11,2018-05-18,2018-05-25,2018-06-01,2018-06-08,2018-06-15,2018-06-22,2018-06-29,2018-07-06,2018-07-13,2018-07-20,2018-07-27,2018-08-03,2018-08-10,2018-08-17,2018-08-24,2018-08-31,2018-09-07,2018-09-14,2018-09-21,2018-09-28,2018-10-05,2018-10-12,2018-10-19,2018-10-26,2018-11-02,2018-11-09,2018-11-16,2018-11-23,2018-11-30,2018-12-07,2018-12-14,2018-12-21,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-15,2019-02-22,2019-03-01,2019-03-08,2019-03-15,2019-03-22,2019-03-29,2019-04-05,2019-04-12,2019-04-19,2019-04-26,2019-05-03,2019-05-10,2019-05-17,2019-05-24,2019-05-31,2019-06-07,2019-06-14,2019-06-21,2019-06-28,2019-07-05,2019-07-12,2019-07-19,2019-07-26,2019-08-02,2019-08-09,2019-08-16,2019-08-23,2019-08-30,2019-09-06,2019-09-13,2019-09-20,2019-09-27,2019-10-04,2019-10-11,2019-10-18,2019-10-25,2019-11-01,2019-11-08,2019-11-15,2019-11-22,2019-11-29,2019-12-06,2019-12-13,2019-12-20,2019-12-27,2020-01-03,2020-01-10,2020-01-17,2020-01-24,2020-01-31,2020-02-07,2020-02-14,2020-02-21,2020-02-28,2020-03-06,2020-03-13,2020-03-20,2020-03-27,2020-04-03,2020-04-10,2020-04-17,2020-04-24,2020-05-01,2020-05-08,2020-05-15,2020-05-22,2020-05-29,2020-06-05,2020-06-12,2020-06-19,2020-06-26,2020-07-03,2020-07-10,2020-07-17,2020-07-24,2020-07-31,2020-08-07,2020-08-14,2020-08-21,2020-08-28,2020-09-04,2020-09-11,2020-09-18,2020-09-25,2020-10-02,2020-10-09,2020-10-16,2020-10-23,2020-10-30,2020-11-06,2020-11-13,2020-11-20,2020-11-27,2020-12-04,2020-12-11,2020-12-18,2020-12-25,2021-01-01,2021-01-08,2021-01-15,2021-01-22,2021-01-29,2021-02-05,2021-02-12,2021-02-19,2021-02-26,2021-03-05,2021-03-12,2021-03-19,2021-03-26,2021-04-02,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-07-09,2021-07-16,2021-07-23,2021-07-30,2021-08-06,2021-08-13,2021-08-20,2021-08-27,2021-09-03,2021-09-10,2021-09-17,2021-09-24,2021-10-01,2021-10-08,2021-10-15,2021-10-22,2021-10-29,2021-11-05,2021-11-12,2021-11-19,2021-11-26,2021-12-03,2021-12-10,2021-12-17,2021-12-24,2021-12-31
DIA,-0.003510499,-0.011679827,0.002031533,0.018438817,-0.028199458,0.006587119,-0.016204402,0.006079182,-0.058612881,0.01161109,-0.032755953,0.021023507,-0.003213615,-0.004044243,0.010383306,0.036861915,0.007002618,0.02578714,0.000680079,0.014903375,-0.037132534,0.03431788,-0.000899391,0.002918791,-0.03241079,-0.007735411,0.024378237,-0.007044207,-0.063776444,-0.021524504,0.006927631,0.022020238,-0.014893824,-0.012176917,0.026717242,0.015637214,0.022243534,0.012919376,0.022030772,-0.004278079,0.015766154,-0.011659208,0.017772336,0.006804487,-0.012923339,-0.001408999,-0.010543716,-0.000603882,0.021175344,-0.002468292,0.003644111,-0.010327003,-0.015759194,0.031441146,0.011037315,0.02028225,0.003402351,-0.007467108,0.006118219,0.003448515,0.000403223,-0.00812715,0.005641847,-0.021599236,0.002277389,0.007980442,0.001971458,-0.003067986,-0.00511708,0.000607533,0.000772578,-0.014719638,0.053174352,0.002766401,0.014957258,0.002297493,0.030559568,0.004705421,0.004330033,-0.007766711,0.010075166,-0.00406815,-0.002752867,0.013397494,-0.001246672,0.011708654,0.018087687,0.009908001,0.009477485,-0.003627246,0.000563284,-0.015002565,0.002863733,0.000193547,-0.009787225,0.005183292,0.018488163,0.003295066,-0.003629917,-0.003008137,0.013243821,0.006486175,0.00357965,0.006022348,0.000842131,-0.002341749,0.003791222,0.010271568,-0.002290023,0.011486503,0.011628366,-0.008514257,-0.007540707,0.006949245,0.008585389,-0.007668773,0.021167979,0.003366071,0.002773927,0.01652752,0.00517226,0.019843608,0.004450969,0.004303785,-0.003194131,-0.002051848,0.008872486,0.029212179,0.004814324,0.013022751,0.004659244,-8.07002E-05,0.021356732,0.020328487,0.01069814,0.020401342,-0.042168507,-0.051927649,0.042765642,0.003763416,-0.030347954,0.032914607,-0.015920882,-0.057715888,0.026316462,-0.009447654,0.01843772,0.004223717,-0.006278099,-0.001771575,0.024519619,-0.003396688,0.00149666,-0.004091297,0.027662098,-0.008544415,-0.020345807,-0.012120982,0.007674466,0.022636281,0.002227601,0.015138042,0.000510969,-0.004294173,0.014699585,0.005210144,0.00772655,-0.00119374,0.009013984,0.021818974,-0.010234629,-0.000302776,-0.042585666,0.00463049,-0.03110952,0.02376935,0.029774848,-0.021121121,-0.045251842,0.050982309,-0.044823374,-0.011900037,-0.071795659,0.02811645,0.016352672,0.023621764,0.030165573,0.001375296,0.012412833,0.003348031,0.031488085,0.00585944,0.000960503,-0.022170409,0.016267937,-0.013169651,0.01622332,0.019224997,-0.000340876,0.006222646,-0.000829097,-0.001395182,-0.019242704,-0.007100522,-0.005140452,-0.031330937,0.047327628,0.004829495,0.023530273,-0.004690826,0.012782214,0.015184727,-0.006300294,0.001509082,-0.026274636,-0.006174104,-0.013843153,-0.010055076,0.030131813,0.015738896,0.01582548,-0.009978769,-0.004690459,-0.008732572,0.009366694,-0.001301417,0.007296503,0.013777241,0.013553451,0.012152916,-0.003865263,0.007466757,-0.000889969,0.005010303,0.011342965,0.006552291,-3.48377E-05,0.006683632,0.017772936,-0.011902807,-0.025795421,0.030580406,0.011438796,-0.013681141,-0.129447314,0.01671224,-0.109037657,-0.187242909,0.11992322,-0.026936906,0.118690261,0.022615381,-0.019156969,-0.002315152,0.026368947,-0.025974962,0.033088161,0.03770674,0.065634419,-0.056045772,0.010874821,-0.03307605,0.031606605,0.009244104,0.023234027,-0.007715222,-0.001285336,0.03811437,0.018686756,0.000350214,0.026185453,-0.017345067,-0.016748726,0.000328857,-0.017584701,0.018596828,0.032451664,0.000549708,-0.009239324,-0.066691424,0.066267863,0.041259799,-0.006705737,0.022678724,0.01113303,-0.00550108,0.005155537,0.000397398,0.012405277,0.017023004,-0.0090208,0.005986061,-0.033326488,0.038378737,0.011171763,0.001526641,-0.017522106,0.018537715,0.040624041,-0.004989675,0.014011489,0.002537471,0.01915464,0.012098458,-0.004191785,-0.004386203,0.026034361,-0.010460265,-0.004408762,0.010470005,0.006517264,-0.008022841,-0.034413841,0.033926704,0.010080935,0.002268091,-0.005132189,0.010985193,-0.003114012,0.007440452,0.009329188,-0.010223698,0.009663636,-0.001213409,-0.021232538,-0.000946924,0.006431056,-0.013573857,0.012595998,0.015526461,0.010964021,0.004168143,0.014053736,-0.00557581,-0.01302263,-0.019548644,-0.007997113,0.03961047,-0.016647414,0.016073503,0.010959317
SPY,-0.004707078,-0.01203484,0.0008195,0.023813189,-0.021309878,0.011947441,-0.01218783,0.007043857,-0.056933847,0.007303192,-0.034147636,0.021319644,-0.001390865,-0.013391816,0.011086864,0.031945676,0.009590041,0.020644051,0.00202199,0.010096646,-0.036360933,0.032883158,0.001190069,0.000286049,-0.037622875,-0.003320596,0.02790005,-0.008838727,-0.060388393,-0.021663216,0.01432605,0.016660725,-0.030241854,-0.007047824,0.028367289,0.015961431,0.027007932,0.011558102,0.013100733,-0.006184192,0.018535071,-0.011768112,0.015916067,0.005710691,-0.012709952,-0.002964703,-0.004677502,0.003559078,0.0228522,0.00019011,-0.000999011,-0.011854807,-0.016550688,0.032884,0.012917039,0.01484364,0.006511793,-0.000552861,0.004870618,0.001282093,0.000366516,-0.005736563,0.004958378,-0.023585069,0.005460948,0.012203983,0.001434419,-0.005842054,-0.008968868,0.004027201,-0.006752238,-0.018951362,0.037042029,0.009564842,0.013727241,-0.008341079,0.030616903,-0.000634372,0.002972779,-0.009705263,0.016329179,-0.00070474,-0.001366156,0.009787094,0.001614446,0.009417608,0.01534557,0.006993873,0.007071331,-0.003066411,0.001560771,-0.013463937,0.008006698,-0.002293384,-0.01150297,0.008906176,0.014767538,0.006781221,-0.003008099,-0.002807621,0.014166542,0.010125676,-0.003117407,0.001696903,0.002017351,-0.005485227,0.001281462,0.014148806,0.005361123,0.00012146,0.002023193,-0.01338704,-0.005792495,0.007593134,0.01332293,-0.005097039,0.015478006,0.001002871,0.007150311,0.012420969,0.002277523,0.008436571,0.002331032,0.002867198,-0.001393962,-0.000891535,0.009648426,0.015624837,0.003962493,0.008859117,0.003745054,-0.00243289,0.02428494,0.016324445,0.008919324,0.021764884,-0.039611427,-0.051971848,0.043440349,0.005841151,-0.020706985,0.035736663,-0.012891616,-0.060704386,0.019570778,-0.013120026,0.020691775,0.005491286,-0.000187804,-0.002027645,0.025350592,-0.00558645,0.003017397,0.005314138,0.016636893,0.000661333,-0.008661801,-0.012673438,0.015145596,0.0150272,0.000321895,0.00620177,0.007716875,-0.001552955,0.006687767,0.008558016,0.009691584,-0.009378555,0.011340214,0.008323734,-0.004358791,-0.010025425,-0.042115608,0.00108668,-0.040331807,0.024423163,0.021359824,-0.014615278,-0.039037966,0.046027905,-0.044812965,-0.011831629,-0.073111923,0.028868798,0.018555367,0.025775487,0.028473173,-0.002555192,0.015975171,0.001516996,0.025191191,0.006361348,0.004574792,-0.021482999,0.029047428,-0.007349906,0.011500463,0.021329968,0.0054946,-0.000482639,0.01162124,0.002110628,-0.020374161,-0.007875184,-0.010762929,-0.026917122,0.043992141,0.005581637,0.021104257,-0.003406858,0.018463199,0.007310911,-0.011642592,0.016155803,-0.031585298,-0.00342331,-0.009543887,-0.013945022,0.026331196,0.018967639,0.010147837,-0.004770442,-0.009702405,-0.003560781,0.006535599,0.005687561,0.01210892,0.014940789,0.009104769,0.009182662,-0.002665491,0.010715311,0.001780266,0.007750756,0.015593327,0.006619317,-0.001394959,0.010183424,0.018977172,-0.009626129,-0.02164564,0.032024336,0.016124651,-0.012278662,-0.118345666,0.004042298,-0.099379342,-0.157190949,0.102200211,-0.020853738,0.114145643,0.029886975,-0.012886448,-0.000636309,0.033555184,-0.021289141,0.03149523,0.029613986,0.048176513,-0.048538075,0.018849215,-0.02822656,0.039790879,0.017021358,0.01292008,-0.002614254,0.017424039,0.0243548,0.006762113,0.00780679,0.032173922,-0.02311294,-0.02515522,-0.006264743,-0.005823669,0.015425172,0.038230693,0.001267554,-0.004357399,-0.057250259,0.069837907,0.022421821,-0.007765176,0.023199776,0.016850887,-0.009645041,0.012085411,-0.000487872,0.013138508,0.019546619,-0.014690714,0.01893081,-0.034029482,0.046565332,0.012635663,-0.006669591,-0.025105507,0.008560417,0.026824649,-0.008421319,0.016551191,0.011624541,0.026796496,0.013924706,-0.001246906,0.001342757,0.011484319,-0.013211053,-0.003944769,0.012216035,0.006076169,0.004038379,-0.019112719,0.027784377,0.016528981,0.004141629,-0.009644173,0.019741682,-0.003255643,0.009035258,0.007721761,-0.00575751,0.015420804,0.006265764,-0.017006083,-0.005912407,0.005670323,-0.022024381,0.008301796,0.018128321,0.016129537,0.013437661,0.020005407,-0.002692912,0.003461107,-0.021383436,-0.01216608,0.037487195,-0.019854005,0.023064635,0.009222114
VO,-0.008527236,-0.013047339,-0.002112413,0.009743818,-0.017134449,0.017212039,-0.011702764,0.011392369,-0.054368272,0.008889874,-0.029333825,0.018721579,0.001230569,-0.023300547,0.004563225,0.033004723,-0.000816676,0.006186145,0.003158923,0.006610104,-0.039496455,0.030051628,0.008962619,-0.005238741,-0.041411041,-0.005912989,0.030685162,-0.008126164,-0.066521985,-0.035965541,0.011007877,0.012331171,-0.028147864,-0.015128362,0.037401735,0.027183683,0.034165949,0.014052579,0.012082743,-0.011133877,0.024365973,-0.014982096,0.016542075,0.009307339,-0.009717955,-0.008653961,-0.004811836,0.005722271,0.024345886,0.005633055,-0.003456984,-0.010210276,-0.017299907,0.02931528,0.014023258,0.015632886,0.008968495,0.003719438,-0.00131528,0.0020114,0.005011709,-0.004548178,0.007543525,-0.028861205,0.0024431,0.018068521,0.004879408,-0.013142269,-0.015063957,0.005547092,-0.012245171,-0.016698039,0.039086233,0.019598342,0.017263189,-0.016573093,0.035691004,-0.013254092,0.001319788,-0.009903013,0.019857595,0.000744662,-0.000521285,0.011990413,0.005722314,0.010985145,0.009147579,0.003935209,0.000928078,-0.007591571,0.007805561,-0.014659016,0.011183324,-0.004751162,-0.010591207,0.014264364,0.012716476,0.00474477,-0.008015983,-0.000426704,0.013446324,0.01215794,-0.004035995,0.002158848,-0.000678164,-0.004410287,0.001261961,0.013849327,0.00585743,-0.002338856,-0.004556245,-0.018574453,-0.00629252,0.012825691,0.014114809,-0.006719166,0.013394222,0.000959605,0.010653739,0.010690976,0.001949205,0.009094501,-0.006142744,-0.002615304,0.000200813,0.009089638,0.008413895,0.012326018,0.003967224,0.001038006,0.007365283,0.000387667,0.020210308,0.016515093,0.005217645,0.016894057,-0.038943376,-0.047869158,0.042152816,0.00311659,-0.016841887,0.038947973,-0.008483202,-0.050007465,0.018654126,-0.016014757,0.015366216,0.008399769,-0.001609949,-0.003615774,0.019853966,-0.000444492,0.000888114,0.002784943,0.01698432,0.005947519,-0.006560438,-0.01648332,0.017169369,0.009433565,0.000493909,-0.002101292,0.003089032,-0.001667009,0.005606292,0.013001404,0.004537414,-0.010376513,0.014894067,0.000300277,-0.009075295,-0.021298502,-0.049680231,0.000130643,-0.046775228,0.042976173,0.013622514,-0.010019431,-0.026168238,0.03307552,-0.044620156,-0.016775988,-0.077353526,0.025394814,0.019404126,0.040127673,0.031061302,0.003666212,0.019372101,0.006504657,0.026739541,0.00691986,0.004440959,-0.027844441,0.024718978,-0.007604174,0.017405558,0.023850268,0.008889295,-0.00846441,0.009547932,0.002702743,-0.018218109,-0.010191312,-0.011918133,-0.022225807,0.044395752,0.003719158,0.017731222,0.00275623,0.01561078,0.006340668,-0.012484708,0.015231376,-0.034316208,-0.00096698,-0.013818974,-0.013080957,0.022537546,0.018411212,0.008902614,-0.002271153,-0.008951507,-0.00655566,0.005955703,0.006337848,0.010553634,0.010267489,0.001108852,0.009921138,-0.001039833,0.0108641,0.000228538,0.003081938,0.018236837,0.001642152,-5.61222E-05,0.007777817,0.022813094,-0.007326952,-0.024837818,0.023519824,0.02136718,-0.009295475,-0.127391489,-0.004202564,-0.141962401,-0.18461993,0.123918982,-0.05362702,0.154541414,0.012667427,-0.009639502,0.001989878,0.047989785,-0.036808146,0.04863225,0.040997221,0.064860051,-0.064054178,0.02090077,-0.032325986,0.037353124,0.00850886,0.027324265,0.001343621,0.017537847,0.016106749,0.004225931,-0.006825898,0.021171336,-0.017837494,-0.020519146,0.009571086,-0.010002011,0.029800438,0.040918584,0.001722668,0.005953612,-0.0598297,0.071208685,0.024390527,0.008579821,0.026004465,0.019789988,-0.005930666,0.022312427,-3.42122E-06,-0.001498151,0.029966617,-0.002678945,0.00647339,-0.038511953,0.056812666,0.026055617,-0.000268486,-0.030573287,-0.006618357,0.038086015,-0.009295847,0.003902123,0.01196287,0.014195384,0.014256211,0.0062574,-0.001851496,0.003785364,-0.013442799,0.001174023,0.016510254,0.005202207,0.007077861,-0.02575217,0.034837443,0.003644787,0.001003502,-0.025343817,0.02530178,0.004668401,0.009189837,0.005997826,-0.012778331,0.027859351,0.006314503,-0.018859252,-0.004586199,0.007234137,-0.020802945,0.006941079,0.024952278,0.020552581,-0.001227765,0.01899746,0.006742138,-0.00806509,-0.025152258,-0.026661782,0.028696033,-0.015539027,0.022289336,0.011846397
IJH,-0.004047423,-0.017422739,-0.001531836,0.002929061,-0.020416622,0.017687274,-0.009241743,0.00910836,-0.053263423,0.002808299,-0.028088718,0.020698678,-0.001201688,-0.017131327,-0.001372852,0.040535567,-0.0056415,0.004390326,0.00277801,0.013704657,-0.03976778,0.029800819,0.014743662,-0.01274261,-0.04124124,-0.011635501,0.030578148,-0.013049026,-0.065630371,-0.029005965,0.013558261,0.023539225,-0.029864375,-0.012929848,0.034396092,0.026629776,0.043746828,0.005842552,0.015509061,-0.010745106,0.027715147,-0.01740782,0.026819831,0.008172718,-0.010979994,-0.005501288,-0.008169438,0.00741109,0.029574513,0.004678822,0.000533477,-0.012878232,-0.014889342,0.029488334,0.01294232,0.015702008,0.00537324,0.004508985,0.002375541,-0.002567758,0.003529492,-0.00179459,0.013576418,-0.033148804,-0.004131636,0.019522998,0.001612524,-0.011506831,-0.009592248,0.005333354,-0.017687977,-0.013592432,0.055798443,0.027552718,0.021155111,-0.008765526,0.040952488,-0.014284048,0.002925194,-0.007111775,0.012561573,0.004112641,-0.007223266,0.012503426,0.006663496,0.007961391,0.008477301,0.001444588,0.001960949,-0.015796962,0.011002754,-0.020627331,0.015064571,-0.006974827,-0.015409384,0.021390243,0.008963238,0.004508968,-0.010960954,-0.003680932,0.008567444,0.01417448,0.004281921,-0.002109853,-0.005208832,0.001722888,0.000919341,0.010228338,0.005216234,-0.006297348,-0.005935863,-0.023049578,-0.010956665,0.010663824,0.016505984,-0.010255209,0.020349522,0.008862752,0.015393176,0.013491661,0.000275769,0.008672801,0.002129745,-0.00109167,-0.005310051,0.008907004,0.009799144,0.019842694,-0.001903163,-0.001800512,0.009981595,-0.001369336,0.017963961,0.01586602,0.006701193,0.007962848,-0.039523635,-0.050828796,0.043385561,0.001839897,-0.013642066,0.037819408,-0.007099277,-0.050727278,0.022210174,-0.013742248,0.01629778,0.009526755,-0.004646037,0.003170194,0.022068006,0.002988272,0.001696275,0.006092936,0.022312022,-0.004352724,-0.000953127,-0.0184104,0.019019167,0.003620476,0.000752266,-0.010993332,0.01279731,-0.002004562,0.007844592,0.01192388,0.00500352,-0.007810762,0.01035261,-0.00386354,-0.00961425,-0.025816226,-0.050659929,0.001339704,-0.042280255,0.037555995,0.010864223,-0.008928949,-0.021332516,0.029835736,-0.053934398,-0.026077301,-0.073023013,0.022153849,0.023517504,0.04555241,0.030155278,0.001156741,0.011548018,0.00769731,0.033349,0.009874109,-0.003834036,-0.033788925,0.018619507,-0.021338919,0.023289005,0.027547135,0.008592434,-0.006385889,0.01034984,0.004302198,-0.024127005,-0.022234323,-0.013796291,-0.028839142,0.04453812,0.005161147,0.014391754,0.010452744,0.009885964,-0.00198956,-0.012333377,0.024314067,-0.035388796,-0.006661525,-0.013939016,-0.019454673,0.023714923,0.016497312,0.027735252,-0.010426513,-0.010132283,-0.0094799,0.006713292,0.010503894,0.011929669,0.012899133,0.007741083,0.001650814,-0.007073275,0.012307902,0.007184771,0.001331915,0.019763724,-0.000582884,-0.003553176,-0.001415357,0.021017928,-0.014690026,-0.027746726,0.021418824,0.022928509,-0.005838645,-0.138143325,-0.007968011,-0.155410676,-0.199179014,0.122022232,-0.062786928,0.171209797,-0.015236833,-0.007415396,0.026504822,0.053502863,-0.059572339,0.070978135,0.039493264,0.080793684,-0.081702825,0.014437103,-0.037288443,0.035093209,-0.003782173,0.036050435,0.007284282,0.007016541,0.040010391,0.005770612,-0.019559058,0.019456322,-0.025499329,-0.02227879,0.00655353,-0.02710536,0.046539991,0.048649408,0.00050252,0.009546683,-0.059173389,0.065075845,0.042172429,0.016364423,0.026193205,0.018590854,-0.001830133,0.020622315,0.012606485,-0.003734755,0.047166699,0.002777064,0.016013314,-0.051186108,0.05776316,0.026869303,-0.002998081,-0.015409066,0.006439232,0.052309512,-0.01290944,0.006102239,0.00821643,0.008187036,0.01942388,0.009352921,-0.007879919,0.016857191,-0.017299124,-0.011775627,0.015009967,0.000440506,0.008305412,-0.052259342,0.043724624,-0.005792282,-0.001555119,-0.033499031,0.021382099,0.011598021,0.00587815,0.005659989,-0.020551024,0.03405742,-0.003078397,-0.026425292,-0.003432265,0.008138589,-0.005446261,0.002764084,0.021988712,0.017112786,-0.000430617,0.039131204,-0.000690425,-0.010867909,-0.032213029,-0.027931776,0.029263399,-0.019755657,0.025900833,0.01641921
QQQ,-0.005658014,-0.012153985,-0.002783171,0.053710454,-0.022164222,0.007621034,-0.014757818,0.001811904,-0.076219099,0.030960491,-0.033307604,0.032834723,0.000343936,-0.023336919,0.010535901,0.023938742,0.014815129,0.042197899,0.004864372,0.012800884,-0.044079521,0.041374942,-0.001485852,0.007234425,-0.038511566,-0.005650837,0.024819279,-0.00650485,-0.072760913,-0.030951954,0.028641721,0.003463351,-0.059449039,-0.001019187,0.036166368,0.017557021,0.021425858,0.00772988,0.011189535,-0.001025203,0.028492159,-0.012400004,0.014934137,-0.015117586,-0.030370048,-0.001324736,-0.000758773,0.009153041,0.033797852,-0.000636101,-0.010228232,-0.020089249,-0.02087545,0.035695655,0.020332507,0.013507284,0.016412213,0.013806913,0.013361432,0.003590175,0.000512086,-0.004102261,0.00290758,-0.024547255,0.028498238,0.008828427,0.003290559,-0.002108402,-0.011289986,0.008584975,-0.008926425,-0.029904978,0.01874119,0.013041212,0.012535884,-0.026440826,0.032315296,0.003789,0.005004719,-0.014413126,0.028703219,0.010036642,0.000730695,0.020478446,-0.000954619,0.013436515,0.018896748,0.003460783,0.005817309,0.002819753,0.004359961,-0.008082004,0.013307932,-0.003102127,-0.01196833,0.016429161,0.025546131,0.011333021,0.00767752,-0.005498863,0.024225912,0.015736927,-0.024556452,-0.010436228,0.022120596,-0.025818868,0.000871281,0.031158969,0.013904973,-0.001875479,-0.001321334,-0.010849231,-0.006141283,0.005226022,0.027991376,-0.012336182,0.012746618,-0.009795088,0.007799354,0.015079935,0.004594759,0.002490933,0.016869578,0.01333354,0.002671271,0.001755682,0.014892855,-0.011391379,0.001357974,0.018889838,0.000313898,-0.010283497,0.038786039,0.015747672,0.011183963,0.027220269,-0.037675108,-0.053081901,0.055206208,0.019272102,-0.013047616,0.042288063,-0.012435155,-0.074344824,0.010168639,-0.022099738,0.02981332,0.005746706,-0.001294617,0.01700542,0.027459514,-0.011872095,0.013405263,0.017637899,0.009793139,0.014455897,-0.007283975,-0.021155228,0.022807992,0.02252255,-0.003457802,-0.007683795,0.013755017,0.002440239,-0.003663165,0.014462168,0.022594751,-0.030131036,0.015777002,-0.001522742,0.013054791,-0.030826771,-0.032897428,-0.007485239,-0.037451373,0.016188544,0.012555493,-0.023716508,-0.050759764,0.061861572,-0.04832359,-0.001860828,-0.087598234,0.038793268,0.021087538,0.028148036,0.027982041,-0.000605291,0.01383106,0.006606581,0.019853842,0.005510243,0.008638694,-0.018637036,0.04109061,0.002996194,0.006141345,0.027450055,0.006316225,0.008359869,0.017247242,0.002409638,-0.032493039,-0.010651608,-0.027022171,-0.023914368,0.039950307,0.008798732,0.03195215,-0.007545708,0.022817968,0.012897642,-0.013106712,0.022159495,-0.041506853,-0.004601181,-0.005430279,-0.018555952,0.029227821,0.021738698,0.004946196,-0.009078275,-0.017941142,0.009472329,0.012107472,0.003030423,0.020396831,0.016375274,0.011796928,0.008314131,-0.005336893,0.01607187,-0.000487688,0.010626603,0.021581149,0.011098198,0.002665166,0.019648523,0.022408968,-0.003048647,-0.016434626,0.045203768,0.023457702,-0.01880016,-0.112347736,0.010729632,-0.078369506,-0.119357088,0.084195486,-0.010470405,0.09110253,0.06937775,-0.006758155,-0.005157025,0.055406929,-0.007096296,0.028218556,0.015982047,0.026764119,-0.016023222,0.034828254,-0.014857489,0.048627383,0.045652766,-0.017387033,-0.014991299,0.039249524,0.021145003,0.002538671,0.035055747,0.037121297,-0.031073179,-0.04740694,-0.013325536,0.018877137,0.010075883,0.040718415,0.009752323,-0.013153142,-0.055453486,0.089529442,-0.012569661,-0.001892374,0.029286672,0.021538345,-0.012085054,0.026835452,0.000198347,0.013412482,0.016720711,-0.022730999,0.042562299,-0.033941693,0.05203036,0.015244155,-0.016270543,-0.052340105,-0.017533519,0.021726752,-0.007381584,0.010353137,0.026758761,0.037908252,0.014430499,-0.007601589,-0.004221848,-0.011276717,-0.023646721,0.001897746,0.020940584,0.004988609,0.016666225,0.004064864,0.020896783,0.025929915,0.006586689,-0.009490683,0.029211375,-0.009907824,0.009500198,0.002090016,-0.002959738,0.022346543,0.014598734,-0.013137164,-0.007355848,-0.000230627,-0.035858806,0.002717031,0.021313045,0.013889078,0.031599246,0.031835965,-0.009832372,0.023264044,-0.032171007,-0.020844586,0.038102763,-0.03346661,0.032001645,0.002340301
