
key = training_type

ContinuousTraining

key = model_output

filter

key = uoc_filter

Symbol,0,1,2,3,4,5,6,7,8,9,10,11,12,13,2021-12-31
VGK,0.28844131605210505,-0.1081362300936974,-0.031110546002065243,-0.08775397861309578,0.10487562529171379,0.07060817840737141,-0.11846875954138154,0.012420812667082816,0.1125176055818344,0.16380238188285143,-0.22748175428295725,0.04877304696822017,-0.08086874337331815,0.23355807150707372,
VWO,0.1801698462024755,-0.010937006153610582,-0.1589390821801859,-0.07666581122218666,0.15676915530160754,0.12295199230565819,-0.09637291273258192,-0.12143275714410835,-0.003032537192294442,0.1515201734818487,0.026314005128621237,-0.04876021854543883,-0.14035666988322393,0.08357525392430044,
IEMG,0.208528631398611,-0.022290814178000294,-0.16467095462589232,-0.07382358663177463,0.16069494735214646,0.12309459226544937,-0.09273045641088275,-0.11553293480602453,-0.021704279115230443,0.1623965281337888,0.02712916970492717,-0.03527403371410978,-0.1695990004958767,0.10710460295150558,
SHV,0.13598962964748454,-0.14049361102119642,0.12812366065396372,-0.12850712440204393,0.1188661278067027,-0.08483742546159255,0.0580342436918333,-0.028888553833639304,-0.007835754341927993,0.040063933627138205,-0.06116191359431752,0.08541973481734758,-0.11355142562220884,0.11705306556854661,
BIL,0.1409709493614166,-0.14460490616624805,0.09162168610558769,-0.0533332905543763,0.043792627133514256,-0.004927789421831078,-0.052484094972028536,0.08692952531056373,-0.11113494234245806,0.12643540097961187,-0.1279524488122331,0.1211148047460829,-0.111436209924424,0.069997491169613,
GBIL,0.09924267840269757,-0.03690111643543328,-0.08710905092185785,0.1178338236554523,-0.02866616523297456,-0.07756575577732928,0.11803376802874652,-0.06697066631703699,-0.037904722082018234,0.10917646249826621,-0.09545560398581575,-0.002269395637571158,0.10128516795631132,-0.09258492504276401,
SHY,0.07870483443647823,0.0077387824506124706,-0.11805190805277607,0.03839902544088502,0.10563797114489597,-0.05366008426910958,-0.10801153603571169,0.09925017455331848,0.04341786552563464,-0.04192551828076373,-0.06947447352610861,0.008641809981505233,0.0875474841211745,-0.07262972156695728,
IEI,0.24657760555437228,-0.04183080996887941,0.06920964810032236,0.09502435577109988,0.11570524716895422,-0.11599594951120938,0.04823156845226284,-0.003111100377156706,-0.0796998689146947,-0.03331442421958719,-0.2724955183969978,-0.04917020700784843,-0.11823693545685716,-0.2071606439664081,
IEF,0.1966187201875969,0.03683801169236045,0.13740942347192658,0.10521227582940681,0.14578004286862375,-0.015221908559178491,0.17289091811931698,-0.03922795534908142,-0.021600324962942053,0.058548320772759274,-0.17589607859325485,-0.027699004358911077,-0.06827846039292683,-0.1829619208946968,
VGIT,0.20234969284804055,-0.0434832471702433,0.10628423795463028,0.06253126382239273,0.07578106829737709,-0.08167783546458152,0.09306851800142854,-0.08184686882418113,-0.06692053264602568,-0.003507811544900024,-0.24919376793346049,-0.02731894077371044,-0.13407574311259637,-0.1766960094420572,
TLT,0.21545551179715172,-0.15397457837258433,0.16460194498440622,-0.08206835036970962,0.0889618009350629,-0.014612579260249682,0.14943265170427575,-0.09008512979319502,0.011609385565848982,0.13562456643119725,-0.125997718585156,0.1716724045099699,-0.09348983800581534,-0.017552244805575233,
GOVT,0.17854065811899797,-0.058988992831636,0.14412623580952613,-0.02486781618741932,0.11651629899071965,-0.02788830597964752,0.16265895020921167,-0.03109143030257236,-0.03058367879622282,0.17009169350286396,-0.1577767300538745,0.11052657276013704,-0.06112798753119081,-0.09644789862752275,
MUB,0.08802931787301489,0.1372507372069095,0.08198030403006563,-0.035308535696142854,-0.1374519919383226,-0.15130554589149015,-0.07186065369137114,0.020343529829034594,0.046578174306614734,0.03215622936982558,0.02916211068288909,0.02166694231288359,0.03461961763122198,0.01971663711952452,
SHM,0.18272146802980135,-0.004651560527001396,-0.2055133459672434,0.03748528797758968,0.04000787715193829,0.0558985006308655,0.09171408602050873,-0.19194960848347362,-0.04392705585844669,0.20147653040377156,-0.04688571170567482,-0.019195622766226696,0.009976160496118868,-0.10247815063640059,
VCSH,0.1856004351072465,0.0835550190267524,0.11176919495778738,-0.06337989455369615,0.0024626054817993882,-0.07383023312093417,-0.021884754796975665,0.02334457308097601,0.008356773326062028,-0.004573613394823017,-0.1866548801304098,-0.15171867053102653,-0.21922237092748437,-0.1231804704612452,
VCIT,0.10793072532728964,0.0903963761930761,0.09309240514274261,0.06026414307537119,0.047082078033783725,-0.0026022804893863953,0.016608772185305144,0.009883757642192587,0.00657303454921247,-0.03161415474290324,-0.1034706096415407,-0.12732964794910634,-0.14793302150842957,-0.15287032922122373,
VCLT,0.003123215178284138,0.0135762652367602,-0.0197423535505843,0.014073231581925565,-0.010809353985597235,0.001525532987320061,0.013342347881831126,-0.023714752298666666,0.006654988880943786,0.004054206055127105,-0.016842417669310134,0.02277298686694304,-0.02369513465037709,-0.007569109252778709,
LQD,0.025015735459999917,-0.03182768058996407,0.06341635055572614,-0.059544664825655715,0.04841598517234465,-0.028421877501528622,-0.01018349855500068,0.0546270919712186,-0.04380070938248317,0.01588673147527073,0.015910616796813173,-0.059077559056205875,0.051934191983485305,-0.03096218035655114,
HYG,0.09423121538860595,-0.103378489075289,0.06624349598117973,-0.03934308231783292,-0.014037939634588813,0.014115523498467763,0.04168203902223946,0.07795395166154499,-0.12285554490655015,0.10937607933898648,-0.06452944426009502,0.0275901054217236,-0.08415698634292902,0.14647083923439458,
SHYG,0.09024539963423249,-0.08054246932407019,0.07700605841028656,-0.053851390278594084,0.0236675167026071,0.020917267153197836,-0.0004006451691579811,0.06870856285098728,-0.047010062034215,0.08933432898617528,-0.08918343218107841,0.1019670318361593,-0.11701294372722913,0.13722938783352281,
MBB,0.0982336128108469,-0.06375068335383316,0.1413014710175297,-0.019878918210683775,0.10077067178143073,0.026613731091670808,-0.007891536409848727,0.06209714139823487,-0.10977595093554246,0.017869645189394028,-0.1471326424467407,-0.04812071079190516,-0.08953567149511633,-0.07089891206324374,
VMBS,0.1836907227251491,-0.06568635506273093,-0.015858027143064543,-0.13787992968001464,0.0961000977608843,-0.08539759001944358,-0.09791270584852138,-0.10744161917524848,-0.02980403290525816,0.15700331805368925,-0.09775374059459939,0.07068215883070023,0.04175218852046594,0.21651671133171457,
AGG,0.12948466525299834,-0.01759965238225247,0.07326436127434587,-0.03635789287678458,0.08723215944962526,-0.10658874596578688,0.08245897507510216,-0.04895053455166364,-0.09714725709272817,0.06768237418852835,-0.1768262616579451,-0.025019491724005107,-0.08082175109163153,-0.15845717897849837,
BSV,0.13352320986307642,-0.1265487286184987,-0.015919316110651515,0.09659424204434149,0.054311844401808786,-0.12740108432406688,-0.02533802572203071,0.16403555861175956,-0.09491853263692115,-0.02466590098049226,-0.05165923520874027,0.10195879539781723,0.060117723800860376,-0.13065017727941441,
BIV,0.11574361831947624,0.07714107392619918,0.10241067375845762,0.08210304477417918,0.09026693265397465,0.03515942569422984,0.05564060096837784,0.009978271878746253,-0.008415575618692429,-0.02630070271764126,-0.11710012449756185,-0.11160867913463278,-0.12938117329843982,-0.15138266665209732,
BLV,0.23497277070575673,-0.1511156700870253,0.17047099476465397,-0.09659820124901847,0.10396332315721693,0.020574731102828436,0.15188691650824937,-0.14315085548783757,0.11180696776523802,0.05089757333617309,-0.03480005724894011,0.15051947018243075,-0.14960287281510623,-0.04898998913665931,
BNDX,0.1122440389261865,0.10908174091141326,0.08777254921880909,0.06484527302270894,0.0014393311033401922,0.018475902438002453,-0.07484960755871964,-0.04328286616295896,-0.11728314766344276,-0.14184068894082166,-0.09494598387094598,-0.13450570928693661,-0.06401829301357106,-0.05421505724773237,
EMB,0.040643033320076905,0.0414863963342115,-0.008502219008401007,-0.0691905139587413,-0.06338539255557585,0.022596349606291963,0.06830034743883437,0.090208750749666,0.04465249865113988,-0.0006434538107724696,-0.07248162885352569,-0.06881673280779008,0.008940306292943526,0.05491870331714665,
GLD,0.14141561665969812,0.07778648043707462,-0.09462755204138491,-0.15720087128258184,-0.08509735966805078,0.020128097873826658,0.10297609578970078,0.09253940861572296,0.08488137112537905,-0.12825247345230598,-0.08774419246839306,-0.069817973009607,0.1255504519229138,0.05381118652179642,
SLV,0.2057210617556854,-0.01829229137004273,-0.21861415581882568,-0.03736952623483055,0.14675974649588258,-0.033564527367945046,-0.07112628866454172,0.10243978872232794,0.08351002972214606,-0.16541088103858495,-0.057321890288194725,0.11291783583314385,0.10586671273336438,-0.11865970577507239,
USO,0.22197852386217062,0.04070166334984956,-0.16867217446081745,0.024652138137206375,0.10282797045260235,-0.08012121233228701,-0.2119310366944372,-0.03337216713049743,0.0929654939324177,-0.061287951533528146,-0.15573282327987573,0.02433527372791882,0.18709672259968763,0.08196974784216124,
PDBC,0.13102890187167876,0.004339442775186772,-0.14611294892061133,0.007268273016031346,0.13778340925773402,0.012394809501633653,-0.13894474110605676,-0.029030834368063342,0.12863055658640113,0.05020184208306183,-0.13557805399617506,-0.0413386428675733,0.10646051747123665,0.051605889363926016,
VNQ,0.22887799957964533,-0.17642829222722808,0.0007652250006463058,0.09075562441797759,-0.0545768751164653,0.03594753505159786,-0.0798667287808407,0.14564899175156767,-0.1438578581185495,-0.0708844536143354,0.23753446866385913,-0.1434160257994515,0.04682854492382505,0.019031130628856183,
VNQI,0.25364171726431484,-0.1494428763081208,-0.10589735828671086,0.19541241984358393,-0.08900041221435892,0.05143534519585461,-0.18767636723968606,0.09603643860154706,0.0009169441519848477,-0.19676809549808355,0.12926576363459702,0.06541748334194156,-0.02546171745018546,0.04696984601732738,


