
key = training_type

ContinuousTraining

key = model_output

ARcoefs

key = ar_coefs

Symbol,1,2,3,4,5,6,7,8,9,10,11,12,13,2021-12-31
EFA,-0.1681141892485508,-0.033840060149007124,-0.1510941523521603,0.17367145507800913,0.09778377961299949,-0.13669917384630018,0.007425183922589215,0.10435224489623558,0.21706091173379138,-0.2486400062365743,0.025857385219199388,-0.15006046299442743,0.3492388015292744,
VGK,-0.15197092317633193,-0.04372168691618889,-0.12332641086778126,0.14738858179600758,0.09923029540672687,-0.1664919032174395,0.01745578115661412,0.15812835697199323,0.23020221041227032,-0.3196950011499192,0.06854395578115333,-0.11365013905056903,0.32823444752474756,
VWO,-0.013340575609410599,-0.19386830484822531,-0.09351426129798221,0.19122150432676724,0.1499725177661908,-0.11755229090583488,-0.14811940812572127,-0.0036989822565655192,0.18481898083401072,0.03209689837185478,-0.05947600038810145,-0.1712021316038202,0.1019421566005747,
IEMG,-0.02816376569299083,-0.2080567423643925,-0.09327385621317985,0.203033178112445,0.15552627315245798,-0.11716211108779206,-0.1459723489558227,-0.027422696481850157,0.20518307367297453,0.03427688073273856,-0.04456766866556729,-0.21428317842447733,0.13532340802266843,
SHV,-0.16260639436986757,0.1482894940273569,-0.1487333124828272,0.13757488554009537,-0.0981902861038334,0.06716845732783899,-0.033435424880204595,-0.00906905126466369,0.04636973698682828,-0.07078840219170465,0.098864247176219,-0.13142368369476862,0.13547645906239425,
BIL,-0.16833529210537404,0.10665726151808036,-0.062085549394085664,0.05097921554685463,-0.005736464230363168,-0.06109699658354164,0.1011950937467624,-0.12937274037454588,0.14718408054491589,-0.14895008348916264,0.14099034794696266,-0.12972344746849335,0.08148442839922397,
GBIL,-0.040966768241191706,-0.0967064589243509,0.13081639286206295,-0.03182451537795017,-0.08611171279716366,0.131038366493029,-0.07434928888313523,-0.042080948079114396,0.12120519021112687,-0.1059726095998259,-0.0025194306869988758,0.11244445704499356,-0.10278564805733052,
SHY,0.008399894778432865,-0.12813690168510558,0.041679395351431996,0.1146624611671344,-0.05824418305319958,-0.11723879606992735,0.10772896489976788,0.04712698725503195,-0.04550715107152382,-0.07540957135448949,0.009380066567720854,0.09502653155422235,-0.07883436740117093,
IEI,-0.05552106000201751,0.0918603543119357,0.1261236146836587,0.1535728802620617,-0.15395872271166006,0.06401663768934275,-0.0041292910857074665,-0.10578378012421343,-0.044217459509018335,-0.36167695625440155,-0.06526247078709166,-0.15693313117385704,-0.2749594988065599,
IEF,0.04585370933831376,0.1710388665068384,0.13096182158236852,0.18145810281098998,-0.018947303032419358,0.21520406619343757,-0.048828565383352604,-0.026886766602261285,0.07287737745946837,-0.21894470659601156,-0.03447803061253687,-0.0849888615886973,-0.22773983598101774,
VGIT,-0.05451417341704772,0.1332466583434565,0.07839433303255781,0.0950053771908598,-0.1023980492858021,0.11667834534375496,-0.10260996340165461,-0.08389708127232845,-0.004397680930412724,-0.31240979373933453,-0.03424927004824175,-0.1680883739533918,-0.22152064364264712,
TLT,-0.19625984337139765,0.20980575029143214,-0.10460636917825163,0.11339293344453569,-0.01862555849920331,0.19047059019760665,-0.11482475646416501,0.01479761280643567,0.1728704598280611,-0.16059983911655318,0.21881793459950108,-0.11916448259036529,-0.022372529626435912,
GOVT,-0.0718099969458759,0.17545145384737063,-0.030272729177899728,0.14184061590183775,-0.03394970944732096,0.19801217408612135,-0.03784901907789894,-0.037230909963469894,0.20706039219589728,-0.19206882435908834,0.13454904841309615,-0.0744138929520457,-0.11741043495430152,
MUB,0.15049906745554606,0.08989357403339254,-0.03871674428589405,-0.15071974859733864,-0.16591053731968763,-0.07879710949015473,0.02230721911102171,0.05107420141838404,0.03526015693270725,0.03197702651457438,0.02375837594071542,0.03796132738662037,0.021619814656255728,
SHM,-0.0056915241806094665,-0.25146059504562795,0.04586598878013422,0.04895256095310862,0.06839589986061666,0.11221888552414958,-0.2348643711718992,-0.05374796246336303,0.2465212562455002,-0.05736809407271261,-0.023487247022079667,0.012206561295657089,-0.1253895050801816,
VCSH,0.10259708210644192,0.1372412262677302,-0.07782407713103642,0.003023829564697366,-0.09065603212921253,-0.026872257477025575,0.028664766150814692,0.010261269389507244,-0.005615933003875445,-0.22919324638267696,-0.18629512719718364,-0.2691828193159132,-0.15125311428360916,
VCIT,0.10133335914550073,0.10435557841278315,0.06755545201069882,0.0527784997987489,-0.0029171282581626234,0.01861825382496074,0.01107958532236055,0.00736830057466561,-0.035439125234418695,-0.1159894333088681,-0.1427351569706535,-0.1658313156931724,-0.17136598419142957,
VCLT,0.013618799678626498,-0.019804206348445638,0.014117323019456672,-0.010843219693926777,0.0015303124824929005,0.013384149460574818,-0.023789050622648293,0.006675838962519307,0.004066907883557716,-0.01689518496744036,0.022844334639627328,-0.023769371512262463,-0.007592823273673074,
LQD,-0.03264430180827631,0.06504346055845951,-0.0610724367472218,0.04965822212032051,-0.029151114059197805,-0.010444782470212766,0.05602869088045416,-0.04492452952884163,0.016294346537752722,0.016318844698811463,-0.06059334617474962,0.053266697599461246,-0.03175659493454408,
HYG,-0.1141334199540139,0.07313510589747303,-0.04343612076973094,-0.015498369863354884,0.015584025126814022,0.04601840969836742,0.086063853144365,-0.135636761824663,0.12075496660653036,-0.07124273363845318,0.030460428633076277,-0.09291221752473536,0.16170886182309274,
SHYG,-0.08853208248871511,0.08464486838464592,-0.059193314611372214,0.026015275650259483,0.02299220816777187,-0.00044038817610474564,0.07552428184849293,-0.05167334357563518,0.09819607282036094,-0.09803020742651056,0.11208190845659187,-0.12862033748461835,0.1508422026976831,
MBB,-0.0706953422299837,0.15669409841053494,-0.022044421363549897,0.11174809042898295,0.02951288878112548,-0.00875119822823182,0.06886167224728179,-0.12173435658620976,0.01981626887324391,-0.1631604865040045,-0.053362723955479884,-0.09928920923101059,-0.07862226078778438,
VMBS,-0.08046748565937756,-0.019426493835773433,-0.1689064837536944,0.1177251079170664,-0.10461425883157058,-0.11994559975526804,-0.1316187652968116,-0.03651071197519068,0.19233312964153207,-0.11975086320339068,0.08658747462317713,0.0511475119575396,0.2652385772884136,
AGG,-0.02021750988150883,0.08416205705972858,-0.041765941880106336,0.10020749315688689,-0.12244327206110027,0.09472432223042604,-0.056231674041549384,-0.11159741042466775,0.07774977819109749,-0.20312825587309868,-0.028741012048083606,-0.0928435696254803,-0.18202686690700387,
BSV,-0.14604976158507496,-0.018372466858732464,0.11147931848131483,0.06268124549905861,-0.1470334644554467,-0.02924259023490601,0.1893132747223825,-0.10954538392415776,-0.028466891740509835,-0.05961987187282526,0.11767054416045625,0.06938180512759075,-0.1507832393972938,
BIV,0.087238357024456,0.11581558909852227,0.09284981875747715,0.10208230839388786,0.039761574157270496,0.06292360690983446,0.011284365129242946,-0.009517121722886164,-0.029743299864748444,-0.13242779687381365,-0.12621755573029753,-0.1463163579917305,-0.1711977089318773,
BLV,-0.19752979279761493,0.22282997027689813,-0.12626766414331778,0.13589493180932358,0.026894116071932695,0.1985379221709126,-0.18711864101869657,0.14614769708051145,0.06653040752958214,-0.04548865179745828,0.19675047425604542,-0.19555235040864968,-0.06403692216531141,
BNDX,0.12287356626642076,0.09887013218434605,0.07304402996547982,0.001621313926858025,0.020811915941014173,-0.08431326945772677,-0.04875536528147307,-0.13211192355338194,-0.15977441454659874,-0.1069505450080009,-0.15151203166717234,-0.0721124901669325,-0.06106977550694769,
EMB,0.04324396212786653,-0.008862414412671547,-0.0721217610981563,-0.0660707064805457,0.023553641023207308,0.07119388278922238,0.0940304327614926,0.046544195958330495,-0.0006707136479128217,-0.07555230364810415,-0.07173214475728082,0.009319061208137703,0.05724532705193724,
GLD,0.09059852700144415,-0.11021345586701532,-0.18309309408936095,-0.09911356567770489,0.0234433542752301,0.11993707058713877,0.10778137875708925,0.09886200211929097,-0.14937666691926405,-0.10219635270679674,-0.08131754358026157,0.14622960114236275,0.06267431316703583,
SLV,-0.023030059704813862,-0.27523599744700966,-0.04704836605315593,0.1847710412922221,-0.04225785898608435,-0.08954824966372682,0.1289720572835059,0.10513942357169612,-0.20825288582397958,-0.07216846315338521,0.1421639557543085,0.13328656676629708,-0.1493929903735827,
USO,0.052314318560840206,-0.21679629629007377,0.031685678214927786,0.13216597948304706,-0.10298072069940296,-0.27239741214661894,-0.0428936323148301,0.1194896243660355,-0.07877411281468374,-0.2001651985918793,0.031278408725580915,0.2404775810668531,0.10535666476594789,
PDBC,0.004993771121425672,-0.1681447740152973,0.00836422872024916,0.1585592542197387,0.014263776468896202,-0.15989569895400446,-0.03340828530499221,0.14802627712643004,0.05777159009222709,-0.15602136168647834,-0.04757194221604458,0.12251330073064821,0.05938734841133387,
VNQ,-0.22879426618752072,0.0009923527019449257,0.1176929517877908,-0.07077592791635345,0.046617182536618215,-0.10357210498118805,0.18887931050102497,-0.1865565475244249,-0.09192378582856513,0.30803746817543026,-0.1859835742220718,0.06072780299135267,0.02467979206724994,
VNQI,-0.20022940692820634,-0.14188541982619535,0.26182119816145616,-0.11924623103014116,0.06891508593878616,-0.2514561325048625,0.12867337419977068,0.00122855761528354,-0.2636375853924393,0.1731953227085377,0.08764890114458405,-0.034114604257969326,0.06293203559711986,


