
key = training_type

ContinuousTraining

key = model_output

forecast

key = ts_forecast

,2021-12-31,1,2,3,4,5,6,7,8,9,10,11,12,13
VWO,,0.015827244566655043,0.03255838444795424,0.022256037703316987,0.0024222810078941594,0.004204992294116415,0.027790414492445924,0.032830529173551386,0.01292213103267199,-5.777038969598941e-05,0.017446762510191505,0.03583169385500405,0.0257099754449241,0.002692702281255878
IEMG,,0.01569264291534182,0.03234439233683835,0.020478395048385712,-8.200736177495574e-05,0.0019288597507497985,0.02717351981874755,0.030766598633877776,0.00833981767230995,-0.004955555131199777,0.014757169642275091,0.033723061803878934,0.021121150013318487,-0.00463901910245991
SHV,,-1.3476100746137028e-05,-4.3903719231637914e-05,-1.923065232890586e-05,-8.300180229123845e-05,-3.203246324215631e-05,-0.00011185050052055359,-5.333411260944353e-05,-0.00013621063463628978,-7.997729696114103e-05,-0.00015747520153217942,-0.0001085961493197761,-0.0001718169330716059,-0.00014165389652141388
BIL,,-8.166257414607875e-05,-3.943050060523014e-05,-0.00011445967795316614,-8.81407123707986e-05,-0.00013316234436587526,-0.0001499459190395725,-0.0001468816692963411,-0.00020969525834721762,-0.0001667044317964443,-0.0002610373398844436,-0.0001963588832570839,-0.00029873479575311134,-0.00024418200740428055
GBIL,,2.53498505585809e-05,1.4001016255431541e-05,-4.827625394743954e-05,-1.549164160793073e-05,-3.5832518749769505e-05,-9.619353363093162e-05,-5.6969786660134314e-05,-8.533767643016297e-05,-0.0001413517145830446,-0.00010361290604763812,-0.00013171801740037944,-0.00018379360685630424,-0.0001530328301514127
SHY,,-0.00046199427525367117,-0.00034450121073953605,-0.00018385246665911408,-0.0006174689315152208,-0.0010266069146572152,-0.0008138512624713833,-0.0007736132164811645,-0.0012160477173459683,-0.0015215950598449534,-0.0013363787103655338,-0.0013639572209642242,-0.0018411571886097862,-0.0019738484798610782
IEI,,0.001081891611673176,0.0019995159063631697,0.0017793776885646297,0.0013816854307528608,0.0009599422273494675,-0.00019492493645163018,-0.0007997610077108614,-0.003745360549394726,-0.004897030361028093,-0.006304771590201486,-0.009204198966065023,-0.010906796119684523,-0.011965188308778334
IEF,,0.002820782189509415,0.005220247613790133,0.006066458010277823,0.009253461640785273,0.00879510960528101,0.009318852506719728,0.010469995794217826,0.008325506300363626,0.007648623167289795,0.006916038378483706,0.0038617292385033104,0.002313430410905546,0.00036036660872926793
VGIT,,0.0004773088586360096,0.0008804003301408026,0.0003533177880879545,0.0006224470276792373,-0.0010345182521903332,-0.001977255034816586,-0.00269291063998231,-0.0057357189408701,-0.006432974154542816,-0.008339352229183868,-0.010534804299117724,-0.01165549583572216,-0.012712179426594437
TLT,,-0.01822883310173908,-0.0016090992324063573,-0.02019694607567092,-0.0026375224619006217,-0.021441119129146705,-0.005523473986443657,-0.018389258636405403,-0.013415102058389368,-0.0151543607119011,-0.018561894507392596,-0.014369528413987368,-0.022132866915009555,-0.013608519551989134
GOVT,,-0.002357768630344619,0.00019217658515145904,-0.0020823058516150892,0.00034281107387055957,-0.0013749870734379424,-0.0005643333466319699,7.201645071965631e-05,-0.0016535477798622824,0.0001432086602641061,-0.0017748853032047455,-0.0004332843322717001,-0.0023296360071259434,-0.0006706066402149479
MUB,,0.0005015441088828107,0.001038027975719479,0.0015352978114813302,0.001954052800159879,0.002237116657502288,0.0023460765971406207,0.002323308263092661,0.002278189862294177,0.002299199763472552,0.0024254528596922968,0.0026628077483935777,0.0029664922846319155,0.003298159645756239
SHM,,-0.00012952396961590174,-0.00012640292203127068,-0.0001003246424545018,-9.229827272792907e-05,-0.0002280830708249661,-0.0003801757186522711,-0.0004317065732576878,-0.0004223961041617175,-0.0004594064370117651,-0.0005817395655907493,-0.0006752533471849941,-0.0007078931142130683,-0.0007342306663991381
VCSH,,0.0005008564899945734,0.000810450212657228,0.0006323101058878711,0.000345816868038505,0.00040757625751644056,0.0005545227195306155,0.0009811305673677558,0.0008441825036151707,0.00043555893125662277,-0.000627958526392462,-0.0018407266645874328,-0.003039048597495998,-0.0038406114746160104
VCIT,,0.0012722026000640428,0.0021150355926318138,0.002630145633937381,0.002810339072741935,0.0028746109827720735,0.0030055042289208766,0.0028736082201948642,0.002309174416634665,0.0012631086401368797,-0.0001658182662485745,-0.0019292525429741956,-0.0036201140746841345,-0.005249277497122036
VCLT,,-0.0002877967362095085,-0.0007290172888563699,-0.0009568345856427462,-0.0013615071735496474,-0.001710783550375647,-0.001952682574404292,-0.0023931158087139876,-0.0026746314867571244,-0.0030203530565795543,-0.003383298004665595,-0.003673726594139558,-0.004030920507555604,-0.004386302518279643
LQD,,-0.0006898742521138291,-0.0011031088922428402,-0.0010853384504431695,-0.0019744643203408138,-0.0018851292978007395,-0.0023752342714679136,-0.00293655614265759,-0.002912765549950671,-0.0036864666547433266,-0.0037119164658557906,-0.004276044791212299,-0.004494764316127167,-0.004940196309885464
HYG,,0.0009444142042875144,0.001609763115470868,0.0026863234628284258,0.002801544579729121,0.005069385949328218,0.004051815423784102,0.0058051864138801,0.005762875100256082,0.007385129369354839,0.007476083140671952,0.008730381092153534,0.009812992389051587,0.009729316377054544
SHYG,,0.0005383440337639253,0.0016419973481904763,0.002317049010346803,0.003239607911345009,0.004293499484380764,0.004691008288263675,0.006038420594208891,0.0062041366529411125,0.007665473633636838,0.008166904492316796,0.009186036400663415,0.010077865574164778,0.010843431885205894
MBB,,-0.0004107052058615556,-0.0004443827726836447,-0.0002880950822466308,-0.0009200126035997999,-0.0004960657384030068,-0.0013569023545426794,-0.0010892139214556066,-0.001872285205204764,-0.0019032739668730695,-0.0024395983907766557,-0.002757975142556907,-0.0030466694250830145,-0.0035552585690804585
VMBS,,-0.0014506949480469658,-0.0010865758196688148,-0.001761594390555327,-0.0007764199490449886,-0.0010983212654195654,-0.001907226540833906,-0.0018181222550204532,-0.0022976060011221156,-0.0016136192307702009,-0.003291574505777306,-0.0028863727952713057,-0.00393029891610943,-0.002988040603622762
AGG,,-0.0009186787061145081,0.00012573931737951724,-0.0014818794131572395,-0.0007183091083118891,-0.001887320646717946,-0.0025431439018818885,-0.0023497457698458913,-0.003952461032459406,-0.0040562969004490175,-0.004921572860176945,-0.005503727806033204,-0.006289492737376386,-0.006398959093005846
BSV,,0.0005853290559540343,0.000571809088326575,-1.7630748027426275e-05,-0.0007695718952478765,-0.00014182306832987736,-0.00025140462472320084,-0.0011480477318169039,-0.0011834938926468448,-0.0011445642038154628,-0.0012079676883725821,-0.001996890335220919,-0.0018755967008014106,-0.0018188578177379352
BIV,,0.0015587311726244757,0.0028226464705746,0.003877536138180265,0.004603717081500293,0.004960274281567915,0.005082867636047335,0.00478511475743896,0.003875885357296777,0.002635570660484661,0.0011591916125481684,-0.0007254021150204792,-0.0025329651738863427,-0.004525165912871871
BLV,,-0.013014503622683957,-0.0005879633888398027,-0.014150302635351436,-0.001739396779316383,-0.015195474922033395,0.0005391411848833204,-0.016412541801133825,-0.0028074174943760275,-0.015249162391762792,-0.005183709741690122,-0.013828847787536167,-0.006628469060844543,-0.016048838457305217
BNDX,,-0.0010499068375338131,-0.0027316967335542447,-0.004999237623418747,-0.007310797604296907,-0.009923476209299249,-0.012060496514302407,-0.013981240241678414,-0.015280428048894866,-0.015906277252333845,-0.01610418731078071,-0.015578766984288419,-0.014781730201939097,-0.013619701166006845
EMB,,-0.001688332218328717,-0.002067978901371333,-0.0012130740367540852,-0.00015448253002149854,8.399498838688644e-05,-0.000844432070244237,-0.002545150378069769,-0.004050012742441319,-0.004505176683448497,-0.003976067578265973,-0.003434701278483819,-0.0036774112720797903,-0.004628226644271877
GLD,,0.0012009667083548036,-0.0007204478618197878,-0.006363835887853584,-0.009971613206812861,-0.007609460784922662,-0.0026862569259505416,-0.0017744698719421147,-0.006276252557359088,-0.011859844163496265,-0.014525422978886376,-0.013535209324148773,-0.010358645614682305,-0.007644177987237931
SLV,,0.023540356239262487,0.012637269756431466,-0.021876915059739696,-0.00993147142073924,0.018694796730853794,-0.0005643736873665456,-0.03131157004480921,-0.012319068897624238,0.006887000801990402,-0.021810764840389667,-0.04033758555196114,-0.009984325095713672,-0.0011250298006950342
USO,,0.027080316278075334,0.04226483081831246,0.03831855953697427,0.040745164256478644,0.054341009966964476,0.05080439652166113,0.035952241174008005,0.045829514445677344,0.07318503208642602,0.079946131508417,0.07689285620550076,0.09964370466932052,0.1336607652777405
PDBC,,0.007784012576711957,0.015428537462138753,0.019212870651248798,0.024752272794722276,0.03618088452050773,0.04416198799072985,0.044257099919328746,0.04877235309670954,0.0619046097112704,0.070762219518437,0.07229736881661744,0.07681797013442779,0.08771397036627625
VNQ,,-0.0077480644660280346,0.013414317891850738,0.016715593459470865,0.016499468521921412,0.029724960616278613,0.03410387999861918,0.043445974590000935,0.040994672325123147,0.058489112403697585,0.06164293922560663,0.059653225303466735,0.08097546501104802,0.07677340798768104
VNQI,,-0.010704801209390227,-0.008511544315382324,-0.0028675962425072383,0.0012640178416801796,-0.0025581069675322324,-0.006483561619379612,0.009524873840302542,0.0006365425980529495,-0.005282249938937835,0.010032413123718059,0.0036984599151496586,0.0029571991581177357,0.006396684355193129


