
key = model_output

indiv_var_parts

key = indiv_var_parts

key = comm

,"(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(11, 11)","(11, 12)","(11, 13)","(12, 12)","(12, 13)","(13, 13)",pred_err
XLB,2.6307640605619737e-06,9.943774298846242e-08,1.8174654170716676e-07,7.055989309276975e-07,6.202861045130696e-07,8.232534197097378e-07,1.4362997700266407e-07,6.96021967138459e-07,-3.3870151037933196e-07,1.4123103451991918e-06,1.5887276622490416e-07,6.494205928247604e-07,4.3194309108596355e-07,2.0561032905798944e-06,6.822070821029402e-08,2.5542456385149996e-07,1.497431605187757e-07,5.690481543577528e-07,6.978920203686468e-07,2.434864307475094e-07,4.3747304122257154e-07,8.841714137695088e-08,8.136302910275166e-07,8.018531785738799e-07,9.852656511564251e-08,1.847645548647039e-06,3.1563017915188104e-07,3.169889629278761e-07,3.937561009479243e-09,6.345111633875577e-07,4.397144552089053e-07,-2.4773751742713877e-07,7.55927160976555e-07,4.05169322958411e-08,1.0294554901259252e-06,3.3527881929204306e-07,2.691910058621421e-06,2.4094250959258795e-08,1.4347237273362808e-07,9.728235738232255e-07,3.1158445955157707e-07,2.830645484550577e-07,1.1289020333640719e-06,7.187957478138612e-07,4.9027768123348696e-08,-5.769321190233105e-07,2.920671376037807e-06,8.726344184342904e-08,9.305227742274742e-07,1.594301471766173e-07,4.1417617784643507e-07,2.3755636642958712e-07,-5.114281853744064e-07,-2.0143358897202046e-07,1.7957944794260069e-07,2.2140924852372716e-06,3.4764429462869154e-07,3.47031707462285e-07,2.0061377401944925e-07,1.3094597818532693e-06,6.055105031845604e-07,3.102611862363273e-07,-1.710836213896161e-07,4.7197834428639905e-06,1.097052077726965e-06,7.830963979757313e-07,1.642252502019281e-06,1.2365494171666522e-06,3.864803356094615e-08,1.1384241209669944e-06,4.8262308015569935e-06,9.508080894697412e-09,-1.7595297698769548e-07,1.8643758422338924e-06,-2.8183540476855613e-07,1.5546961445605396e-06,3.0778625198082514e-06,-8.13068243336029e-09,-2.53509889191864e-07,3.178869633738255e-07,6.015999505375738e-07,4.3946326592637765e-06,-1.9284763949042553e-07,5.807902355880959e-07,1.0878689644240464e-06,3.5202945219219927e-06,8.133011912690334e-07,-6.276726190290761e-08,3.751084936056831e-06,-5.489118335959743e-07,4.386136547141472e-06,7.27818631739735e-05
XLRE,3.8059878585336755e-06,-7.326820396740827e-08,5.486452143177631e-07,5.862972768309708e-07,5.358828055471858e-07,9.670376687035998e-07,6.162198959826989e-08,6.016121272648397e-07,2.6911014756239912e-08,1.8622925175436046e-06,2.3554120386842466e-07,1.6119917933342334e-06,9.395284020633161e-07,3.835270022732493e-06,2.956188238310596e-07,4.2108871102200825e-07,1.6274605791774687e-07,5.173806798379535e-07,3.707833268600666e-07,2.0562329663371046e-07,2.0873772381948752e-07,-8.611558847294583e-08,2.2381223074783194e-06,2.4255168844979467e-06,2.1372563972020623e-07,2.280588492577698e-06,4.095816568517472e-07,6.436404527394832e-07,1.8697970470899814e-07,7.059132047339903e-07,4.601025324638634e-07,-1.3937042229239536e-08,6.614077995305692e-07,1.6806573727898085e-07,1.506880182592916e-06,1.2169053897356067e-06,2.659968807017897e-06,-9.807109634690459e-08,2.2997748582832435e-07,6.274769472370997e-07,2.3957892166612326e-07,5.200620848428197e-07,1.7868989322238769e-06,3.6865892871817345e-07,2.6250459599287245e-07,-4.668797144753932e-07,3.234741556461189e-06,1.8695220547092644e-07,5.656348434459607e-07,2.5141279800082214e-07,3.2007061103802725e-07,3.0754010178535985e-07,-1.1514974031605944e-06,-9.669620588541915e-07,9.883252059637165e-08,2.7561363698748168e-06,3.199494598602818e-07,2.5437307785078595e-07,1.1374194161425895e-07,1.1765123835635844e-06,7.966850905183544e-07,3.738748839927151e-07,-6.695359818566047e-08,2.7115129868496804e-06,1.1307635833264463e-06,2.529508575580649e-07,1.027014082677599e-06,1.2666782247218212e-06,6.131192294029642e-07,5.89968630016828e-07,4.0422174037211145e-06,1.3201577014506855e-07,-5.441887182320687e-07,1.63065721777177e-06,-2.4434406433119894e-07,1.8238518649264634e-06,3.0992152036011424e-06,1.5681949548204234e-07,-1.5183516641612792e-06,1.0425614304455624e-07,4.338585373979129e-07,4.754528620781217e-06,-2.375616187875173e-07,2.162888557250854e-07,1.1641942674462975e-06,4.8312166804188755e-06,1.457139472193309e-06,-7.513100485149641e-08,7.0304044220434035e-06,1.0347163992940694e-07,4.516119062876105e-06,8.384991000138507e-05
XLK,7.698356085179805e-06,-4.6398050049948195e-07,7.774421581559596e-07,5.360462546731741e-07,1.4611448552807076e-06,2.5555377309947633e-06,5.475099255415122e-07,1.0393244618008149e-06,9.806020235651023e-07,3.808196753209118e-06,-4.4515146679684996e-07,4.6327223119351335e-06,6.737053064682493e-07,8.502283615699022e-06,5.603811940197802e-07,1.0819069285137264e-06,8.040318582703223e-07,1.3483595477735342e-06,1.6257259351348702e-06,1.4869255516882562e-07,6.947410872665935e-07,-4.974151209632659e-07,4.224711137579935e-06,6.560977348385034e-06,-1.0848147383056564e-06,3.412708925694185e-06,2.4121547471910247e-07,6.568608487992163e-07,5.147160257056022e-07,5.739932207936554e-07,8.371853204402315e-07,-6.616555624713864e-07,4.259428312467262e-07,2.534526291706225e-07,3.978780356560291e-06,8.716014645687042e-07,2.7235286975484814e-06,4.6518401332374175e-07,7.568057758934265e-07,7.593631026257259e-07,3.6690739105576484e-07,1.7946127906690668e-06,2.378850438708247e-06,1.0414999565953807e-07,6.725929370655917e-07,-8.103176821071228e-08,8.831558198734064e-06,-2.5457682769655826e-08,7.824525294253797e-07,5.835629394474139e-07,5.037930189473945e-07,3.3870548565603676e-06,-3.223742555009784e-06,-1.0877377707297595e-06,5.187279959791216e-07,6.924648844604712e-06,-1.3805457965106226e-09,1.1499805767891061e-06,7.064443504528353e-07,2.0886887110517895e-06,1.7478102919091232e-06,-1.6679912749755e-07,5.213582637831963e-07,7.338927432495087e-06,3.700854166715943e-07,1.6940195959579712e-06,8.58113280879176e-07,1.7251310389323564e-06,1.2345144631009185e-06,1.0174954942197777e-06,3.5209582509903465e-06,2.848237684663507e-07,1.197792353250374e-06,6.482371331220165e-07,3.663271006549763e-07,3.911258497583232e-07,6.773079553090436e-06,6.67364577181339e-08,-3.0996567945235196e-06,-4.3684264513986475e-08,7.316518341604903e-07,8.860670670896702e-06,-6.195564676269805e-07,-1.9385936567451268e-07,9.627080871936384e-07,7.471837744226692e-06,2.772343850685974e-06,5.056841675222238e-07,1.6123603050713388e-05,9.388339462161398e-07,4.741513566280343e-06,0.00016983715036989668
VOX,2.5196244848095524e-06,-9.87269825016326e-09,2.2135106880896214e-07,1.53571093865717e-07,5.596222269430173e-07,1.0357236809339997e-06,2.2443127732301086e-07,4.218953626830339e-07,2.2558765853061873e-07,8.386724778562506e-07,5.714725602222956e-08,1.3244657476056221e-06,7.142323711699071e-08,2.197871291320647e-06,8.14202161812268e-08,3.0056489282736833e-07,5.171769245379128e-07,5.705545317587666e-07,7.581784031015572e-07,2.421032393122208e-08,3.8434482114764174e-07,-7.714688027584749e-08,8.901417349251987e-07,1.280617412021775e-06,-1.902027822129675e-07,1.3469172513444148e-06,6.534374349089605e-08,1.73311439876859e-07,2.9939774628398857e-07,1.5982162102696835e-07,3.821770371357637e-07,-1.1109440360055001e-07,1.5591339712855013e-07,2.9850351454315725e-08,1.0924325820242545e-06,3.852949171749868e-08,8.470103609386596e-07,1.1361178815797393e-07,3.0463906016096584e-07,4.658496748582561e-07,1.586809476886087e-07,3.9867680569359957e-07,4.6198143216424834e-07,9.518328932568469e-08,1.4858804023933455e-07,2.6866226808762243e-07,3.775989463240552e-06,-1.2997237999359584e-07,3.3565032635481933e-07,3.7857610463262566e-07,1.765967033644373e-07,1.3535209360047815e-06,-9.49947814788131e-07,4.5240916473600503e-07,3.3951553857701655e-07,3.1499832590957446e-06,-1.2935188708431987e-07,5.173086081954877e-07,5.935474097786985e-07,5.036070132588892e-07,6.360633474640762e-07,-2.161948342387241e-07,4.220566290054511e-07,3.918384261179257e-06,-3.1101977903866144e-08,9.872714824680706e-07,4.806733252198185e-07,4.172972660716839e-07,2.635152990205091e-07,4.1619977227173246e-07,1.1762263725936308e-06,1.278058488860341e-07,5.796639695199877e-07,6.172366482813729e-08,2.3343648164461843e-07,-1.9284922143801515e-07,2.0921420653233708e-06,-6.682575346610059e-08,-6.318059314026932e-07,1.394691874983866e-07,2.972407029287195e-07,2.3022875422462476e-06,-1.357484127572205e-07,1.2042242758441174e-07,1.9486187711643206e-07,1.8871796529094413e-06,4.7051954055308015e-07,2.0758407379742886e-07,3.703092546147138e-06,5.725229965796198e-08,1.9689205169818948e-06,5.6064434861387524e-05
XLU,1.8816965300732656e-06,1.4352791620341615e-07,-8.23378509466299e-08,5.717227024548796e-07,6.35679913994219e-07,7.834132979449379e-07,-7.420600175610229e-08,3.985751415937924e-07,-6.660563401053906e-07,9.419012246265592e-07,2.3745381814549017e-07,2.3238757016443687e-07,2.8703729441896604e-07,1.796648121709673e-06,3.561311437437197e-07,-2.298410290523487e-07,2.7595892411498896e-07,6.369398320525532e-07,-2.2763129721561986e-07,3.8942698834639957e-07,5.692882580233928e-07,2.4935955931321213e-07,8.702711384036264e-07,-2.3579700456907609e-07,4.312755178467747e-07,2.3411106518351394e-06,5.955425083059129e-07,8.158704673118569e-07,4.503135112005861e-07,5.865426379712191e-07,5.449752716421485e-07,1.0558817577257283e-07,7.7965089563307e-07,-4.423063215790681e-08,1.0106184167000727e-07,2.530340121772613e-07,2.701054509432134e-06,-7.32366895917725e-07,2.924236092192283e-07,8.887159777727669e-07,3.5281678598666754e-07,-1.450465845630369e-07,1.286665130822999e-06,8.973732741888545e-07,1.7565222007698947e-07,-9.640693326809634e-07,3.5705974460723633e-06,6.311736131969525e-07,3.9783023243855947e-07,2.658951013065798e-07,3.148448700663887e-07,-1.9372021107866346e-07,-1.4672568818274691e-06,7.844941443984738e-07,1.0382546295819375e-08,4.351476756204196e-06,5.67048824482402e-07,6.280948262077445e-08,6.770025778512437e-07,1.028214631284212e-06,3.0762203111798196e-07,8.511741762994234e-07,2.0270713906023854e-07,3.4342761490152653e-06,1.0628616748002548e-06,7.761624578437232e-08,1.5151989065135825e-06,7.355120109705146e-07,5.245904028217408e-07,7.626688002440777e-07,4.084820441314586e-06,3.2767757950925875e-07,-7.266610683558508e-07,1.5795902403649073e-06,-4.6345112763614064e-07,1.653415788233153e-06,1.9860233150553986e-06,1.8236464412511742e-07,-3.5371222462064664e-07,2.9818466831791495e-07,4.971047395567447e-07,2.885095986049709e-06,8.487939467276758e-08,4.83115163312384e-07,8.806434540965863e-07,2.5439205035899473e-06,5.123626685381885e-07,-2.4305858927017e-07,2.3997497229981447e-06,-5.551499710070383e-07,3.7193455305475178e-06,5.976325284668034e-05
GDX,1.2463106118379985e-05,4.77570534274711e-07,-3.8939106954447673e-07,1.73032172442401e-06,4.9449641023480675e-06,5.637915616754794e-06,5.548341660978916e-07,1.0606232637660224e-06,-3.5153006854187492e-06,6.93772716613308e-06,7.089167341356905e-07,3.00764088349274e-06,6.080030327306541e-07,7.352051645393851e-06,-4.188267623794271e-07,9.706060142911005e-07,4.465653154962434e-07,4.269783969650582e-06,7.666043292724429e-07,8.775343191254874e-07,2.5353636579686284e-06,6.921555113895053e-07,3.0854372193063305e-06,3.876243391627808e-06,-9.444289543814968e-07,6.417914897551414e-06,1.1305935692132199e-06,9.037319933313514e-07,-7.850522715765948e-07,1.2779887554515135e-06,-2.0336941858475227e-07,-2.6170707885911636e-06,8.837599956717961e-07,-3.9496782613993487e-07,4.3247779702091816e-06,5.466920788263866e-07,6.839808760726432e-06,-7.546144755137128e-07,1.086097773470177e-06,7.045242709009352e-07,9.748902180246665e-07,4.6628504626825776e-08,3.930100197359635e-06,1.999927529884033e-06,-1.731209965180041e-07,-2.9210095425377352e-06,1.0281669901099388e-05,9.945365857730952e-07,8.52874140298594e-07,-5.312001946424459e-07,1.2689800816414242e-07,2.7364529022772136e-06,-5.062948330819968e-06,-4.735033878375881e-07,-6.06715459487395e-07,1.2412951584674076e-05,1.4868928970680285e-06,1.3508472622539252e-06,8.455708902368645e-07,5.5937750254355275e-06,4.550265300536947e-06,1.533829520332606e-08,-1.4065109470717731e-06,8.153612547790773e-06,3.1825518524187456e-06,1.3386150759861496e-07,3.932198564946427e-06,6.1278844986059035e-06,1.570569239946351e-06,1.5831717053983339e-06,1.1385637704079006e-05,1.275997650264715e-06,-1.861528480052941e-06,3.750111709292053e-06,-1.6732554248014431e-06,5.719499725788085e-06,1.1256196033938464e-05,1.1053967539594774e-06,-2.6456931280000864e-06,-3.4415872793732546e-07,2.4201505017779727e-06,1.3857577221729066e-05,-2.569743987503339e-07,9.107006917521739e-07,1.9997166300581874e-06,1.1852569355050576e-05,3.086382215092015e-06,-1.6258383303586967e-07,1.3603722398216855e-05,-1.501035908743844e-06,1.1552855884238688e-05,0.00022431897837935875
GUNR,2.3506075508008214e-06,2.407195467354429e-07,-1.6144314335097592e-08,4.6146553092365486e-07,8.928690879973206e-07,1.0807701234543813e-06,2.4063741286966646e-07,3.493798191414898e-07,-6.850830205639565e-07,9.612794842946069e-07,3.0741528559330553e-07,3.673410685713094e-07,2.970704824385204e-08,1.0994697566752945e-06,-1.573479025309305e-07,1.357917194465813e-07,2.9208634611550877e-07,8.448133100530809e-07,7.393361707715164e-07,1.2391901992554295e-07,6.801784242038487e-07,1.5400763639191067e-07,2.1047814878123174e-07,-1.3259746984050318e-07,-5.137679093705075e-08,1.7607794280477613e-06,2.5108478520299556e-07,7.477453825403836e-08,8.702506964389314e-09,3.5653732690751727e-07,2.9711395129519207e-07,-4.1378146304153617e-07,4.539607793421964e-07,-1.255021647735492e-07,8.247309970634793e-07,-2.7741361228735944e-07,1.7844469294428755e-06,-1.5431113452323506e-07,2.483785348136037e-07,8.135362969422592e-07,3.432931150872453e-07,-1.5989161137083955e-07,7.37240116128457e-07,5.031085531665166e-07,-9.291429054273855e-08,-2.5338767785154473e-07,2.956557536074926e-06,1.4950097848019426e-07,6.96027135042402e-07,-1.4271463466755195e-07,2.2619448130523766e-07,8.806215580661767e-07,-9.301837954080806e-07,7.020354524061865e-07,1.961055620604571e-07,2.8644506479387616e-06,2.4114512504119683e-07,3.4144685853443164e-07,4.3384643970603927e-07,1.0451016073938447e-06,8.503519835010423e-07,3.339840526487632e-08,-4.19201267366034e-08,5.193940243353837e-06,5.997766143466485e-07,9.73630090630486e-07,1.544960219554018e-06,1.2349314224492992e-06,-1.2082073013199608e-07,1.0604216740560252e-06,3.1245760660310627e-06,1.9048454277174496e-07,-5.696841827794676e-08,9.320502531675877e-07,-1.8369654386944003e-07,8.797784212387377e-07,2.3981321604410053e-06,-2.7166407480125595e-08,-3.0865400124093774e-07,2.236160227005775e-07,6.608468959816124e-07,2.937764399796503e-06,4.169228281607779e-09,5.377207310501819e-07,5.264832641480454e-07,1.9495150058970213e-06,2.5238441601695195e-07,-2.464616736520429e-08,1.6686669156766058e-06,-6.834266855895362e-07,3.693972425301225e-06,5.6299703110651126e-05
IXUS,1.5208207385278398e-06,-1.698297324435963e-08,1.0210341452265536e-07,3.790432852100776e-07,1.86537907569065e-07,4.3917278723103944e-07,5.360156841498108e-08,4.5420298494819817e-07,1.1869826760123174e-07,9.313316887669468e-07,7.004283604906027e-08,5.210438888799915e-07,2.9088363569205453e-07,1.4419771425049346e-06,1.70187336152334e-07,1.3655502978033087e-07,1.811626817607475e-07,2.3853671714862423e-07,5.436823766969276e-07,1.0904560130199126e-07,1.3627715673870093e-07,1.987590501543504e-08,7.455310453573584e-07,1.0173854616916548e-06,4.473351372497613e-08,1.2087403326128776e-06,1.8169869420002473e-07,1.1223122569317484e-07,4.404973675398888e-08,4.500422631427525e-07,4.247253665895461e-07,1.7993454554078937e-07,5.176207045676627e-07,9.630666790791996e-08,9.081986081220599e-07,4.4759214749657625e-07,1.5227264539902598e-06,6.882658121125008e-08,3.258377169930984e-08,5.16291712875401e-07,1.8975828584447716e-07,1.801993933718617e-07,1.2285658879659144e-06,2.9376197615739405e-07,2.259634946764623e-08,-1.359259963380231e-07,1.8381894961848296e-06,1.2941799960498844e-08,5.165272533845872e-07,-2.731115149155945e-08,2.157319835198631e-07,4.201883176423968e-07,-3.1846791857743e-07,-1.9614561113074349e-07,1.0372649850258264e-07,1.2249107035307658e-06,1.258530389308063e-07,2.4477320548885053e-07,4.688017491018961e-08,7.429590506414832e-07,5.163736437063581e-07,2.1100214738396848e-07,1.5702272142121414e-07,2.951564541545818e-06,7.493565009466271e-07,6.244702626285402e-07,8.420949106371059e-07,8.528970247824431e-07,1.7889443909219648e-07,6.866017742716305e-07,2.758054116453941e-06,8.330436848586388e-08,-1.6996728874746368e-07,1.0125130753623443e-06,3.995692381526336e-08,1.1154675485895285e-06,1.8445086650516564e-06,4.292588014714192e-08,-5.48005921344191e-07,2.3940002314567036e-07,3.327002884668018e-07,3.0432136191889755e-06,2.0859122799198556e-08,3.864265794420343e-07,7.537314111285929e-07,1.9246686386630975e-06,6.542979009245544e-07,-7.536941045340608e-09,3.1353747918270678e-06,-2.0419967755552225e-07,2.88911118120799e-06,4.8539984764650485e-05
EFA,1.6012782763921381e-06,-8.748752730577818e-08,1.699365298844904e-07,3.509301841971747e-07,1.7394119986080111e-07,3.5959565018003655e-07,1.0753732434613734e-07,3.741467443339006e-07,2.140615139092668e-07,1.0699122757549027e-06,-6.41865614774939e-08,7.593601041236681e-07,3.076594123646305e-07,1.886568745304127e-06,1.817784551953143e-07,1.9721418577044292e-07,7.162603186739381e-08,1.8467058219349194e-07,5.487885501107335e-07,8.491028110425602e-08,1.0680406788844575e-07,-7.555642017238529e-08,1.014065016231573e-06,1.4603133951081087e-06,-1.483252548519186e-07,1.0547360615146302e-06,1.5883514220293122e-07,1.0399258382900572e-07,1.6223178327568985e-08,3.8680004770977825e-07,3.822432001531914e-07,-4.365759908366874e-09,4.5069217392418226e-07,9.991478632349923e-08,1.0529801435983282e-06,3.94684817531602e-07,1.3810820031871556e-06,1.2513868957896388e-07,5.342593312528116e-08,4.762778319730035e-07,1.7795133686028743e-07,3.61513876223175e-07,1.1615328876709102e-06,1.9726656512026158e-07,8.74148725519401e-08,-1.9523186740575216e-07,1.6089963737688724e-06,7.077418251082596e-08,5.367580644242735e-07,-1.196390796984944e-07,2.4381537801760345e-07,5.106918676857801e-07,-4.842743949427897e-07,-4.973820796792335e-07,9.986060585745888e-08,8.648956976131644e-07,1.571770638363947e-07,1.912971095404611e-07,-7.999184828275622e-08,7.831742051911393e-07,4.224331883300052e-07,2.3555199086363004e-07,2.4451706570249326e-08,2.7393344279486018e-06,6.037575591782839e-07,5.819067219564443e-07,7.516683351292149e-07,8.302352692289922e-07,1.46588101944121e-07,7.499641592841511e-07,2.3842289580231407e-06,2.383764540914203e-08,1.9313287397420892e-10,8.822878352129795e-07,2.493686030848741e-08,8.75679993218941e-07,1.921428929374491e-06,7.687155126496783e-09,-7.343940861284471e-07,1.3872634720280683e-07,3.1805616210162784e-07,3.2124501601086284e-06,-6.92814618320012e-08,2.3511312146910102e-07,6.918122851351692e-07,2.1274318250726435e-06,8.240750164158025e-07,1.0522724247491135e-08,4.031536450263288e-06,-2.4128707081365214e-08,2.4262192089069258e-06,4.900857802627949e-05
VGK,1.3614730646585898e-06,2.239868514989366e-08,1.402599944135604e-07,2.853615038221922e-07,1.651686586336384e-07,3.577692074079651e-07,1.0710176616996905e-07,2.7889564719890126e-07,9.162660946857026e-08,8.041528953672702e-07,1.8296023681620481e-07,4.0944003925735193e-07,2.9556939346451246e-07,1.2423851758239812e-06,9.216146923640835e-08,1.3497432764562585e-07,6.054868471982003e-08,1.6965326916663077e-07,4.1676215518042116e-07,9.275267518037616e-08,1.0000888490505207e-07,2.011798538417451e-08,7.513276475790283e-07,8.386752570282418e-07,2.6540162071035138e-08,1.0107904786252483e-06,1.7560418251596884e-07,5.5843768607024453e-08,-2.0839969927333414e-08,3.1138390104167846e-07,3.534333087929545e-07,1.3048326989865398e-07,3.5955711163734706e-07,6.940093042439511e-08,7.926296656806406e-07,4.5475796527524294e-07,1.197756495242731e-06,7.528724977595989e-08,3.403430911985905e-08,3.331124427522445e-07,1.4717689877808682e-07,2.433050766185463e-07,9.560525960964987e-07,2.0033948719800951e-07,3.97855091126005e-09,3.297416794418208e-08,1.1315686031856629e-06,8.108738156257968e-08,3.719515772933199e-07,-1.33785697037597e-07,1.7073856874814391e-07,3.4811557916246354e-07,-1.5050227748136354e-07,-2.346218137766193e-07,3.8797583118471193e-08,7.357544328682304e-07,1.5204262600493352e-07,1.527606920633874e-07,-6.096236790301451e-08,6.844239730304238e-07,4.310789621123026e-07,2.032738405901891e-07,3.292915632378305e-08,2.0019623608799367e-06,5.359025659305261e-07,4.0358105438681097e-07,5.866713440534472e-07,7.735306701787089e-07,1.322141750280609e-07,5.478379549642322e-07,1.9915111552776183e-06,6.390195591046922e-08,-3.519526745283342e-08,7.369743403561417e-07,3.7259457404342447e-08,8.632560640894772e-07,1.4853108327586613e-06,5.347388417318922e-08,-3.7824479859185127e-07,1.5206631879343987e-07,3.0111746966904196e-07,2.4766607652137346e-06,4.6118343000914435e-08,2.565833715412614e-07,5.584828151478287e-07,1.8031430609714463e-06,5.416133496172598e-07,-5.685545855086954e-09,2.5445723021783537e-06,-4.184730276049193e-08,2.2638269170091763e-06,3.7235554839206756e-05
SHY,5.848091430736313e-08,-5.381117372641404e-09,6.2243798160642366e-09,4.719230375027046e-09,1.0557579652414105e-08,1.6113331486959992e-08,5.411726316588683e-09,4.700822243242587e-09,9.403028293117391e-09,3.594771337296151e-08,-6.433414345946259e-09,3.913244417775982e-08,5.759651408351503e-09,8.371796575553694e-08,8.244830728780323e-09,7.671650405350122e-09,1.5863160285998879e-09,8.440089534424481e-09,8.279886212536227e-09,3.0477995122847608e-09,5.82420808970195e-09,-5.113074494611976e-09,4.429998850363149e-08,6.141639118309536e-08,-1.138008049846776e-08,3.109590347853973e-08,3.7379276847475474e-09,7.937180261892831e-09,5.434080230897327e-09,3.56255823714975e-09,8.885397617137868e-09,-5.916541704729762e-09,3.820182871469209e-09,1.8404392069732327e-09,3.374640628624704e-08,4.735172201409866e-09,2.8342161737232395e-08,1.1684509200881748e-09,7.394073495104007e-09,6.373673271440879e-09,3.895898714493995e-09,1.8586059661187524e-08,2.352264310769356e-08,3.214716806832841e-09,8.54899315557076e-09,-2.376117886244769e-09,6.363996292296908e-08,7.422517724783842e-09,5.609893492221062e-09,-2.127386785945552e-11,6.338607503157108e-09,2.5055618716319395e-08,-3.344305005542764e-08,-1.3548011000128427e-08,1.8709321794982666e-09,5.319881194857441e-08,5.047522136395995e-09,5.0165037878607045e-09,2.6328555152215884e-09,2.248575854749991e-08,8.692724830179402e-09,7.3224271565820646e-09,2.581868003321943e-09,4.889216636385697e-08,1.6963003320439762e-09,7.805783923658622e-09,6.72450908820709e-09,1.2544042169176499e-08,1.2197253493658193e-08,1.1482817921591977e-08,2.5201127905539223e-08,2.5068930486156094e-09,1.2896464952157018e-08,5.8367456633581236e-09,1.4201568813763391e-09,2.3624911602432932e-09,5.9550350653003255e-08,1.1262048633392605e-09,-2.9219374158115718e-08,-9.562396073866574e-10,5.5707030098676935e-09,8.180294133098377e-08,-4.542852021944128e-09,-5.084453104874891e-09,7.732432082857547e-09,7.095540275637058e-08,2.758725096133704e-08,3.811999193070584e-09,1.5628472046528726e-07,1.347652150035221e-08,3.2267832087855357e-08,1.456199155772405e-06
IEI,3.227805961396238e-07,-3.453443127782838e-08,4.1538475707025826e-08,3.3228830745461896e-08,4.574971807103986e-08,7.71634746234008e-08,1.939759128262264e-08,2.9652648033608144e-08,5.9264999875598344e-08,1.9224519382406628e-07,-3.9209025448652324e-08,2.3168425555477434e-07,4.705693517857417e-08,5.46910893462993e-07,7.710827343843404e-08,2.5984208758194583e-08,1.4601729794540215e-08,3.778010288629942e-08,6.516054063683758e-09,3.027265757852694e-08,3.507139137168215e-08,-2.8745484190348542e-08,2.9746661139155984e-07,3.359477196740387e-07,-3.520572290414193e-08,2.3291573657264548e-07,4.069708996788416e-08,9.277670620629973e-08,7.000819290416025e-08,3.1525606851942364e-08,7.436670186198583e-08,-7.3391699922370175e-09,4.27829352299365e-08,1.2976768026413738e-08,1.537914202231373e-07,3.858647127195021e-08,2.2473532834580346e-07,-2.9792922601266046e-08,5.2784181866867004e-08,6.29466737872411e-08,2.7062119542701526e-08,1.0835578373207971e-07,1.5204405962448823e-07,4.132702431548815e-08,7.084709278973889e-08,-3.863754096454636e-08,4.522933104775578e-07,7.229930555183562e-08,2.7937606689509732e-08,2.9569384707161753e-08,4.992480220576935e-08,9.885729454626201e-08,-2.4182604146763956e-07,-4.9430355542960623e-08,1.3663042860431433e-08,4.2961332369775454e-07,4.530030425007719e-08,1.3183062078235438e-08,4.4546421644769525e-08,1.20424418945383e-07,1.0001521036455878e-08,8.980401102150968e-08,3.794918795691446e-08,2.850671162106947e-07,1.9592274780565993e-08,1.9713952484480302e-08,5.27577216553961e-08,2.8066982969387876e-08,9.688252375074228e-08,6.565899041222418e-08,1.9228131722838863e-07,1.935461222639934e-08,5.678005179311646e-08,6.213716214998866e-08,-3.813691634694389e-09,2.4538381312577055e-08,3.272061807538627e-07,7.856320872884813e-09,-1.790982940935719e-07,4.935878074277313e-09,2.3150782287653127e-08,4.5796398874486274e-07,-2.6086191957304736e-08,-3.228738169481804e-08,5.92520966437394e-08,4.480992809368959e-07,1.6520676576787017e-07,1.2651460399467319e-08,9.533350220851013e-07,8.548091394329778e-08,2.1252033633031087e-07,9.119687728004157e-06
